# P_core (Pa)	M (Me)	R (Re)
8.780786e+10	0.466440	0.829714
9.017410e+10	0.481909	0.838143
9.260411e+10	0.497816	0.846603
9.509960e+10	0.514196	0.855111
9.766234e+10	0.531088	0.863681
1.002941e+11	0.548455	0.872282
1.029969e+11	0.566362	0.880946
1.057724e+11	0.584769	0.889642
1.086228e+11	0.603718	0.898385
1.115499e+11	0.623250	0.907190
1.145560e+11	0.643325	0.916027
1.176430e+11	0.663985	0.924911
1.208133e+11	0.685246	0.933842
1.240689e+11	0.707124	0.942821
1.274123e+11	0.729605	0.951830
1.308458e+11	0.752766	0.960903
1.343719e+11	0.776562	0.970006
1.379929e+11	0.801041	0.979157
1.417115e+11	0.826188	0.988339
1.455304e+11	0.852053	0.997569
1.494521e+11	0.878656	1.006845
1.534796e+11	0.905979	1.016153
1.576155e+11	0.934076	1.025508
1.618629e+11	0.962931	1.034894
1.662248e+11	0.992600	1.044327
1.707042e+11	1.023065	1.053792
1.753044e+11	1.054385	1.063304
1.800285e+11	1.086541	1.072847
1.848799e+11	1.119554	1.082422
1.898620e+11	1.153486	1.092044
1.949784e+11	1.188318	1.101697
2.002327e+11	1.224115	1.111397
2.056285e+11	1.260814	1.121113
2.111698e+11	1.298523	1.130876
2.168604e+11	1.337223	1.140670
2.227043e+11	1.376938	1.150496
2.287058e+11	1.417691	1.160353
2.348689e+11	1.459508	1.170242
2.411981e+11	1.502414	1.180162
2.476979e+11	1.546433	1.190113
2.543729e+11	1.591593	1.200096
2.612277e+11	1.637920	1.210110
2.682673e+11	1.685441	1.220155
2.754965e+11	1.734132	1.230217
2.829206e+11	1.784125	1.240325
2.905447e+11	1.835345	1.250449
2.983743e+11	1.887871	1.260604
3.064149e+11	1.941736	1.270791
3.146722e+11	1.996913	1.280994
3.231519e+11	2.053488	1.291227
3.318602e+11	2.111494	1.301493
3.408032e+11	2.170903	1.311774
3.499871e+11	2.231747	1.322070
3.594186e+11	2.294179	1.332414
3.691042e+11	2.358050	1.342758
3.790508e+11	2.423515	1.353133
3.892654e+11	2.490612	1.363539
3.997553e+11	2.559246	1.373946
4.105279e+11	2.629581	1.384384
4.215908e+11	2.701654	1.394853
4.329518e+11	2.775370	1.405323
4.446190e+11	2.850899	1.415823
4.566006e+11	2.928211	1.426340
4.689050e+11	3.007344	1.436872
4.815410e+11	3.088409	1.447435
4.945176e+11	3.171303	1.457999
5.078438e+11	3.256136	1.468578
5.215292e+11	3.343023	1.479189
5.355833e+11	3.431859	1.489799
5.500162e+11	3.522758	1.500425
5.648380e+11	3.615764	1.511067
5.800592e+11	3.710921	1.521725
5.956907e+11	3.808274	1.532398
6.117433e+11	3.907867	1.543087
6.282285e+11	4.009664	1.553776
6.451580e+11	4.113794	1.564481
6.625437e+11	4.220303	1.575202
6.803979e+11	4.329155	1.585922
6.987332e+11	4.440570	1.596674
7.175627e+11	4.554336	1.607410
7.368995e+11	4.670678	1.618162
7.567575e+11	4.789647	1.628930
7.771505e+11	4.911204	1.639697
7.980932e+11	5.035493	1.650480
8.196001e+11	5.162475	1.661264
8.416867e+11	5.292297	1.672062
8.643684e+11	5.424919	1.682861
8.876614e+11	5.560395	1.693660
9.115821e+11	5.698878	1.704475
9.361473e+11	5.840228	1.715274
9.613746e+11	5.984702	1.726089
9.872817e+11	6.132360	1.736919
1.013887e+12	6.283056	1.747733
1.041209e+12	6.437057	1.758564
1.069268e+12	6.594214	1.769378
1.098082e+12	6.754801	1.780209
1.127673e+12	6.918775	1.791039
1.158062e+12	7.086089	1.801854
1.189269e+12	7.257028	1.812684
1.221317e+12	7.431547	1.823514
1.254229e+12	7.609598	1.834329
1.288028e+12	7.791479	1.845159
1.322738e+12	7.977025	1.855974
1.358383e+12	8.166542	1.866804
1.394989e+12	8.359863	1.877619
1.432581e+12	8.557056	1.888418
1.471186e+12	8.758438	1.899232
1.510832e+12	8.963836	1.910031
1.551545e+12	9.173448	1.920830
1.593356e+12	9.387351	1.931629
1.636294e+12	9.605494	1.942412
1.680389e+12	9.828082	1.953196
1.725672e+12	10.055061	1.963963
1.772175e+12	10.286644	1.974731
1.819932e+12	10.522779	1.985483
1.868975e+12	10.763678	1.996235
1.919340e+12	11.009291	2.006971
1.971063e+12	11.259839	2.017707
2.024179e+12	11.515268	2.028427
2.078726e+12	11.775803	2.039148
2.134744e+12	12.041249	2.049837
2.192271e+12	12.312123	2.060542
2.251348e+12	12.588080	2.071215
2.312017e+12	12.869503	2.081888
2.374321e+12	13.156337	2.092546
2.438304e+12	13.448674	2.103188
2.504012e+12	13.746606	2.113814
2.571490e+12	14.050384	2.124440
2.640786e+12	14.359795	2.135035
2.711950e+12	14.675246	2.145630
2.785031e+12	14.996682	2.156209
2.860082e+12	15.324043	2.166757
2.937156e+12	15.657749	2.177305
3.016306e+12	15.997745	2.187837
3.097589e+12	16.344133	2.198353
3.181063e+12	16.697020	2.208854
3.266786e+12	17.056345	2.219323
3.354819e+12	17.422550	2.229793
3.445225e+12	17.795408	2.240231
3.538067e+12	18.175373	2.250669
3.633410e+12	18.562210	2.261075
3.731323e+12	18.956208	2.271466
3.831875e+12	19.357303	2.281825
3.935136e+12	19.765968	2.292185
4.041180e+12	20.181966	2.302513
4.150082e+12	20.605591	2.312825
4.261918e+12	21.036786	2.323106
4.376768e+12	21.476038	2.333387
4.494713e+12	21.923104	2.343637
4.615836e+12	22.378106	2.353855
