# P (Pa)	T (K)	rho (kg/m3)	ad_grad
2.083841940513e+05	2.828166780230e+02	2.066698818023e-01	3.028938946751e-01
2.083841940513e+05	2.894266124717e+02	2.023418109696e-01	3.025378900455e-01
2.083841940513e+05	2.961910329773e+02	1.979125853369e-01	3.021735649473e-01
2.083841940513e+05	3.031135501568e+02	1.933798407346e-01	3.018007249163e-01
2.083841940513e+05	3.101978590138e+02	1.887411577382e-01	3.014191709432e-01
2.083841940513e+05	3.174477409109e+02	1.841582875812e-01	3.010538539682e-01
2.083841940513e+05	3.248670655878e+02	1.802989961344e-01	3.008072350506e-01
2.083841940513e+05	3.324597932271e+02	1.763495061050e-01	3.005548522053e-01
2.083841940513e+05	3.402299765678e+02	1.723077093900e-01	3.002965707189e-01
2.083841940513e+05	3.481817630689e+02	1.681714486161e-01	3.000322527297e-01
2.083841940513e+05	3.563193971229e+02	1.640993247619e-01	2.997820503745e-01
2.083841940513e+05	3.646472223213e+02	1.606566908598e-01	2.996174489726e-01
2.083841940513e+05	3.731696837733e+02	1.571335964114e-01	2.994490005399e-01
2.083841940513e+05	3.818913304782e+02	1.535281609090e-01	2.992766151643e-01
2.083841940513e+05	3.908168177536e+02	1.498384598941e-01	2.991002008325e-01
2.083841940513e+05	3.999509097204e+02	1.462194256177e-01	2.989449528394e-01
2.083841940513e+05	4.092984818452e+02	1.431507150132e-01	2.988884109159e-01
2.083841940513e+05	4.188645235435e+02	1.400102831224e-01	2.988305475060e-01
2.083841940513e+05	4.286541408421e+02	1.367964536898e-01	2.987713317241e-01
2.083841940513e+05	4.386725591048e+02	1.335075112829e-01	2.987107319628e-01
2.083841940513e+05	4.489251258219e+02	1.302925608372e-01	2.986317426192e-01
2.083841940513e+05	4.594173134636e+02	1.275542336541e-01	2.984888285562e-01
2.083841940513e+05	4.701547224022e+02	1.247519068395e-01	2.983425743344e-01
2.083841940513e+05	4.811430839003e+02	1.218840846069e-01	2.981929018885e-01
2.083841940513e+05	4.923882631707e+02	1.189492362106e-01	2.980397313283e-01
2.083841940513e+05	5.038962625065e+02	1.160908709437e-01	2.979211869293e-01
2.083841940513e+05	5.156732244855e+02	1.136479221716e-01	2.979268660546e-01
2.083841940513e+05	5.277254352484e+02	1.111478772928e-01	2.979326779113e-01
2.083841940513e+05	5.400593278542e+02	1.085894018685e-01	2.979386256016e-01
2.083841940513e+05	5.526814857145e+02	1.059711302718e-01	2.979447123000e-01
2.083841940513e+05	5.655986461065e+02	1.034314462980e-01	2.979039145180e-01
2.083841940513e+05	5.788177037701e+02	1.012566261863e-01	2.977194422915e-01
2.083841940513e+05	5.923457145876e+02	9.903097661679e-02	2.975306586173e-01
2.083841940513e+05	6.061898993498e+02	9.675330961374e-02	2.973374627291e-01
2.083841940513e+05	6.203576476104e+02	9.442240943614e-02	2.971397515055e-01
2.083841940513e+05	6.348565216305e+02	9.216792696879e-02	2.969161757612e-01
2.083841940513e+05	6.496942604146e+02	9.022490050702e-02	2.966282752407e-01
2.083841940513e+05	6.648787838417e+02	8.823646202205e-02	2.963336459671e-01
2.083841940513e+05	6.804181968927e+02	8.620155015321e-02	2.960321306774e-01
2.083841940513e+05	6.963207939764e+02	8.411907873394e-02	2.957235684332e-01
2.083841940513e+05	7.125950633568e+02	8.211362959261e-02	2.954836856335e-01
2.083841940513e+05	7.292496916841e+02	8.038293675632e-02	2.954323883192e-01
2.083841940513e+05	7.462935686310e+02	7.861179451556e-02	2.953798920944e-01
2.083841940513e+05	7.637357916378e+02	7.679925749501e-02	2.953261689385e-01
2.083841940513e+05	7.815856707684e+02	7.494435822420e-02	2.952711901757e-01
2.083841940513e+05	7.998527336797e+02	7.316428314997e-02	2.950937559094e-01
2.083841940513e+05	8.185467307069e+02	7.162155595493e-02	2.946261559685e-01
2.083841940513e+05	8.376776400683e+02	7.004277245055e-02	2.941476273760e-01
2.083841940513e+05	8.572556731909e+02	6.842708993601e-02	2.936579147096e-01
2.083841940513e+05	8.772912801613e+02	6.677364601509e-02	2.931567565773e-01
2.083841940513e+05	8.977951553033e+02	6.519226033806e-02	2.925843430737e-01
2.083841940513e+05	9.187782428863e+02	6.381557595135e-02	2.918685711308e-01
2.083841940513e+05	9.402517429670e+02	6.240671597437e-02	2.911360703102e-01
2.083841940513e+05	9.622271173675e+02	6.096492840571e-02	2.903864496279e-01
2.083841940513e+05	9.847160957934e+02	5.948944366833e-02	2.896193089620e-01
2.083841940513e+05	1.007730682094e+03	5.808381222134e-02	2.888208891473e-01
2.083841940513e+05	1.031283160672e+03	5.685643073220e-02	2.879767990379e-01
2.083841940513e+05	1.055386103037e+03	5.560036313005e-02	2.871129810244e-01
2.083841940513e+05	1.080052374516e+03	5.431493896883e-02	2.862289740302e-01
2.083841940513e+05	1.105295141126e+03	5.299947213296e-02	2.853243062026e-01
2.083841940513e+05	1.131127876594e+03	5.175089958951e-02	2.844385775504e-01
2.083841940513e+05	1.157564369553e+03	5.065658343827e-02	2.836074528514e-01
2.083841940513e+05	1.184618730903e+03	4.953669115030e-02	2.827569032733e-01
2.083841940513e+05	1.212305401338e+03	4.839062496529e-02	2.818864748217e-01
2.083841940513e+05	1.240639159059e+03	4.721777315219e-02	2.809957028916e-01
2.083841940513e+05	1.269635127660e+03	4.610866044740e-02	2.800649829559e-01
2.083841940513e+05	1.299308784200e+03	4.513289818602e-02	2.790790852284e-01
2.083841940513e+05	1.329675967466e+03	4.413433060556e-02	2.780701452977e-01
2.083841940513e+05	1.360752886424e+03	4.311242470468e-02	2.770376246261e-01
2.083841940513e+05	1.392556128874e+03	4.206663502487e-02	2.759809720893e-01
2.083841940513e+05	1.425102670303e+03	4.108141014380e-02	2.747919695981e-01
2.083841940513e+05	1.458409882944e+03	4.021149836527e-02	2.733999823076e-01
2.083841940513e+05	1.492495545052e+03	3.932125518381e-02	2.719754617704e-01
2.083841940513e+05	1.527377850391e+03	3.841020541799e-02	2.705176476261e-01
2.083841940513e+05	1.563075417946e+03	3.747786278049e-02	2.690257617432e-01
2.083841940513e+05	1.599607301861e+03	3.660252479606e-02	2.675222578043e-01
2.083841940513e+05	1.636993001612e+03	3.582629509799e-02	2.660188946235e-01
2.083841940513e+05	1.675252472408e+03	3.503192351573e-02	2.644803951412e-01
2.083841940513e+05	1.714406135852e+03	3.421898604080e-02	2.629059381588e-01
2.083841940513e+05	1.754474890833e+03	3.338704875491e-02	2.612946832848e-01
2.083841940513e+05	1.795480124688e+03	3.260842587598e-02	2.593185839188e-01
2.083841940513e+05	1.837443724611e+03	3.191465061984e-02	2.568329147032e-01
2.083841940513e+05	1.880388089341e+03	3.120466058812e-02	2.542891509272e-01
2.083841940513e+05	1.924336141116e+03	3.047807681235e-02	2.516859348165e-01
2.083841940513e+05	1.969311337907e+03	2.973451146688e-02	2.490218768631e-01
2.083841940513e+05	2.015337685942e+03	2.903931642247e-02	2.454720828517e-01
2.083841940513e+05	2.062439752514e+03	2.841485176644e-02	2.407499609755e-01
2.083841940513e+05	2.110642679102e+03	2.777579224821e-02	2.359174746178e-01
2.083841940513e+05	2.159972194783e+03	2.712179675961e-02	2.309720443619e-01
2.083841940513e+05	2.210454629971e+03	2.645251622015e-02	2.259110305060e-01
2.083841940513e+05	2.262116930469e+03	2.582377531618e-02	2.197181743692e-01
2.083841940513e+05	2.314986671851e+03	2.524980435742e-02	2.121273922317e-01
2.083841940513e+05	2.369092074183e+03	2.466241866500e-02	2.043591998626e-01
2.083841940513e+05	2.424462017082e+03	2.406130471246e-02	1.964094508657e-01
2.083841940513e+05	2.481126055138e+03	2.344614164566e-02	1.882739019361e-01
2.083841940513e+05	2.539114433680e+03	2.285763317375e-02	1.800191155260e-01
2.083841940513e+05	2.598458104929e+03	2.230280888708e-02	1.716533757267e-01
2.083841940513e+05	2.659188744513e+03	2.173501735890e-02	1.630921135413e-01
2.083841940513e+05	2.721338768375e+03	2.115395552146e-02	1.543307592601e-01
2.083841940513e+05	2.784941350081e+03	2.055931322377e-02	1.453646363709e-01
2.083841940513e+05	2.850030438518e+03	1.997033286443e-02	1.379015505221e-01
2.083841940513e+05	2.916640776024e+03	1.938873866676e-02	1.321160113507e-01
2.083841940513e+05	2.984807916924e+03	1.879355156661e-02	1.261952537227e-01
2.083841940513e+05	3.054568246515e+03	1.818445387341e-02	1.201361173398e-01
2.083841940513e+05	3.125959000482e+03	1.756112047158e-02	1.139353680414e-01
2.083841940513e+05	3.199018284775e+03	1.692730785142e-02	1.097543209522e-01
2.083841940513e+05	3.273785095949e+03	1.628281860479e-02	1.076653296354e-01
2.083841940513e+05	3.350299341977e+03	1.562326648527e-02	1.055275148342e-01
2.083841940513e+05	3.428601863557e+03	1.494829944642e-02	1.033397354559e-01
2.083841940513e+05	3.508734455903e+03	1.425755721385e-02	1.011008237386e-01
2.083841940513e+05	3.590739891061e+03	1.358779441267e-02	1.004187218850e-01
2.083841940513e+05	3.674661940737e+03	1.293750977808e-02	1.012434883470e-01
2.083841940513e+05	3.760545399658e+03	1.227202682195e-02	1.020875310848e-01
2.083841940513e+05	3.848436109487e+03	1.159099033218e-02	1.029513006194e-01
2.083841940513e+05	3.938380983288e+03	1.089403679471e-02	1.038352580017e-01
2.083841940513e+05	4.030428030568e+03	1.030823325269e-02	1.066301138535e-01
2.083841940513e+05	4.124626382901e+03	9.821542991318e-03	1.111634633451e-01
2.083841940513e+05	4.221026320157e+03	9.323477903160e-03	1.158027653681e-01
2.083841940513e+05	4.319679297334e+03	8.813772138056e-03	1.205504962238e-01
2.083841940513e+05	4.420637972029e+03	8.292153632449e-03	1.254091900890e-01
2.083841940513e+05	4.523956232538e+03	7.902771202998e-03	1.348092022362e-01
2.083841940513e+05	4.629689226627e+03	7.623828601576e-03	1.480937058431e-01
2.083841940513e+05	4.737893390963e+03	7.338366609845e-03	1.616886921933e-01
2.083841940513e+05	4.848626481239e+03	7.046232857925e-03	1.756014178269e-01
2.083841940513e+05	4.961947603003e+03	6.747271414781e-03	1.898393088824e-01
2.083841940513e+05	5.077917243205e+03	6.520219424957e-03	2.072520347383e-01
2.083841940513e+05	5.196597302486e+03	6.348894397405e-03	2.272703190296e-01
2.083841940513e+05	5.318051128214e+03	6.173565195809e-03	2.477564666302e-01
2.083841940513e+05	5.442343548300e+03	5.994138235418e-03	2.687214123474e-01
2.083841940513e+05	5.569540905800e+03	5.810517744240e-03	2.901763465541e-01
2.083841940513e+05	5.699711094326e+03	5.658400843002e-03	3.058943028274e-01
2.083841940513e+05	5.832923594286e+03	5.528593609907e-03	3.174718478532e-01
2.083841940513e+05	5.969249509971e+03	5.395752548300e-03	3.293199809301e-01
2.083841940513e+05	6.108761607505e+03	5.259806752151e-03	3.414450261875e-01
2.083841940513e+05	6.251534353690e+03	5.120683658229e-03	3.538534555610e-01
2.083841940513e+05	6.397643955748e+03	4.999489994134e-03	3.607007986288e-01
2.083841940513e+05	6.547168402005e+03	4.889748469965e-03	3.637621446398e-01
2.083841940513e+05	6.700187503510e+03	4.777442088990e-03	3.668950398133e-01
2.083841940513e+05	6.856782936642e+03	4.662510905894e-03	3.701011563819e-01
2.083841940513e+05	7.017038286704e+03	4.544893574331e-03	3.733822056613e-01
2.083841940513e+05	7.181039092537e+03	4.440578654929e-03	3.723577410678e-01
2.083841940513e+05	7.348872892180e+03	4.343919443155e-03	3.685536288932e-01
2.083841940513e+05	7.520629269592e+03	4.245001131747e-03	3.646606077749e-01
2.083841940513e+05	7.696399902471e+03	4.143770921484e-03	3.606765997509e-01
2.083841940513e+05	7.876278611187e+03	4.040174779131e-03	3.565994782937e-01
2.083841940513e+05	8.060361408861e+03	3.947477768503e-03	3.489425311842e-01
2.083841940513e+05	8.248746552615e+03	3.860415601729e-03	3.390658380688e-01
2.083841940513e+05	8.441534596013e+03	3.771318635525e-03	3.289583088706e-01
2.083841940513e+05	8.638828442740e+03	3.680139312967e-03	3.186145485354e-01
2.083841940513e+05	8.840733401525e+03	3.586828965644e-03	3.080290359165e-01
2.083841940513e+05	9.047357242349e+03	3.502111835129e-03	2.955930059410e-01
2.083841940513e+05	9.258810253974e+03	3.421283487049e-03	2.819930845043e-01
2.083841940513e+05	9.475205302807e+03	3.338566035095e-03	2.680753084424e-01
2.083841940513e+05	9.696657893146e+03	3.253915327509e-03	2.538322489210e-01
2.083841940513e+05	9.923286228833e+03	3.167286180632e-03	2.392563034806e-01
2.083841940513e+05	1.015521127635e+04	3.086383424043e-03	2.262617909552e-01
2.083841940513e+05	1.039255682937e+04	3.007510357620e-03	2.139357814440e-01
2.083841940513e+05	1.063544957486e+04	2.926793885771e-03	2.013216909205e-01
2.083841940513e+05	1.088401916069e+04	2.844190924796e-03	1.884127864134e-01
2.083841940513e+05	1.113839826483e+04	2.759657384051e-03	1.752021775895e-01
2.083841940513e+05	1.139872266616e+04	2.677490172061e-03	1.658076840091e-01
2.083841940513e+05	1.166513131698e+04	2.595438086112e-03	1.581273428815e-01
2.083841940513e+05	1.193776641714e+04	2.511468295334e-03	1.502674983677e-01
2.083841940513e+05	1.221677348997e+04	2.425535979514e-03	1.422239551506e-01
2.083841940513e+05	1.250230145991e+04	2.337595270913e-03	1.339924198611e-01
2.083841940513e+05	1.279450273208e+04	2.250718212856e-03	1.292110613477e-01
2.083841940513e+05	1.309353327354e+04	2.163162907102e-03	1.258971755507e-01
2.083841940513e+05	1.339955269659e+04	2.073561276372e-03	1.225058382821e-01
2.083841940513e+05	1.371272434398e+04	1.981865494372e-03	1.190352393619e-01
2.083841940513e+05	1.403321537605e+04	1.888026617019e-03	1.154835263025e-01
2.083841940513e+05	1.436119685999e+04	1.801058398235e-03	1.145624413236e-01
2.083841940513e+05	1.469684386112e+04	1.715682553337e-03	1.147051167184e-01
2.083841940513e+05	1.504033553638e+04	1.628311321384e-03	1.148511266937e-01
2.083841940513e+05	1.539185522990e+04	1.538898066591e-03	1.150005491849e-01
2.083841940513e+05	1.575159057092e+04	1.447395063212e-03	1.151534639483e-01
2.083841940513e+05	1.611973357388e+04	1.375711226522e-03	1.176901869486e-01
2.083841940513e+05	1.649648074098e+04	1.310429333289e-03	1.211617845942e-01
2.083841940513e+05	1.688203316700e+04	1.243621684793e-03	1.247145197209e-01
2.083841940513e+05	1.727659664669e+04	1.175252621390e-03	1.283502886575e-01
2.083841940513e+05	1.768038178457e+04	1.105285650004e-03	1.320710320537e-01
2.083841940513e+05	1.809360410739e+04	1.058470620480e-03	1.397937720177e-01
2.083841940513e+05	1.851648417912e+04	1.018919741080e-03	1.490171658188e-01
2.083841940513e+05	1.894924771874e+04	9.784444864904e-04	1.584561269224e-01
2.083841940513e+05	1.939212572066e+04	9.370232524012e-04	1.681156935243e-01
2.083841940513e+05	1.984535457806e+04	8.946339295696e-04	1.780010215716e-01
2.083841940513e+05	2.030917620905e+04	8.657521992182e-04	1.882093763996e-01
2.083841940513e+05	2.078383818580e+04	8.406591927576e-04	1.986846403980e-01
2.083841940513e+05	2.126959386669e+04	8.149797176028e-04	2.094047301571e-01
2.083841940513e+05	2.176670253153e+04	7.887000669257e-04	2.203753676955e-01
2.083841940513e+05	2.227542952000e+04	7.618062135448e-04	2.316024087653e-01
2.083841940513e+05	2.279604637319e+04	7.412007046623e-04	2.380458892676e-01
2.083841940513e+05	2.332883097864e+04	7.220489974745e-04	2.432280774433e-01
2.083841940513e+05	2.387406771861e+04	7.024496804428e-04	2.485313826775e-01
2.083841940513e+05	2.443204762186e+04	6.823922921201e-04	2.539586356938e-01
2.083841940513e+05	2.500306851906e+04	6.618661265565e-04	2.595127333747e-01
2.083841940513e+05	2.558743520169e+04	6.454704592980e-04	2.683078248380e-01
2.083841940513e+05	2.618545958474e+04	6.298575290620e-04	2.780952957923e-01
2.083841940513e+05	2.679746087326e+04	6.138796965646e-04	2.881115175469e-01
2.083841940513e+05	2.742376573265e+04	5.975284333834e-04	2.983618364194e-01
2.083841940513e+05	2.806470846310e+04	5.807950117717e-04	3.088517236805e-01
2.083841940513e+05	2.872063117798e+04	5.672657000739e-04	3.207535934514e-01
2.083841940513e+05	2.939188398647e+04	5.542366353082e-04	3.331986089525e-01
2.083841940513e+05	3.007882518043e+04	5.409030578645e-04	3.459344868498e-01
2.083841940513e+05	3.078182142565e+04	5.272578507336e-04	3.589680251207e-01
2.083841940513e+05	3.150124795755e+04	5.132937305694e-04	3.723061806236e-01
2.083841940513e+05	3.223748878149e+04	5.018330256705e-04	3.786123048242e-01
2.083841940513e+05	3.299093687771e+04	4.906769868808e-04	3.835800183461e-01
2.083841940513e+05	3.376199441111e+04	4.792602113989e-04	3.886638362680e-01
2.083841940513e+05	3.455107294592e+04	4.675766053395e-04	3.938664721588e-01
2.083841940513e+05	3.535859366535e+04	4.556199323919e-04	3.991907030079e-01
2.083841940513e+05	3.618498759643e+04	4.455977828032e-04	3.957093381096e-01
2.083841940513e+05	3.703069584005e+04	4.357366317183e-04	3.905524348564e-01
2.083841940513e+05	3.789616980645e+04	4.256450077960e-04	3.852750054987e-01
2.083841940513e+05	3.878187145611e+04	4.153175244714e-04	3.798742331248e-01
2.083841940513e+05	3.968827354637e+04	4.047486692863e-04	3.743472349866e-01
2.083841940513e+05	4.061585988377e+04	3.957116302219e-04	3.600292101658e-01
2.083841940513e+05	4.156512558226e+04	3.867402203908e-04	3.440284943079e-01
2.083841940513e+05	4.253657732750e+04	3.775591325757e-04	3.276538129411e-01
2.083841940513e+05	4.353073364732e+04	3.681634662250e-04	3.108964258186e-01
2.083841940513e+05	4.454812518845e+04	3.585482062523e-04	2.937473884187e-01
2.083841940513e+05	4.558929499981e+04	3.502087510205e-04	2.848847766066e-01
2.083841940513e+05	4.665479882234e+04	3.418748701708e-04	2.769757103608e-01
2.083841940513e+05	4.774520538566e+04	3.333462115361e-04	2.688817950114e-01
2.083841940513e+05	4.886109671160e+04	3.246182228092e-04	2.605987103022e-01
2.083841940513e+05	5.000306842491e+04	3.156862452872e-04	2.521220350052e-01
2.083841940513e+05	5.117173007115e+04	3.081806628404e-04	2.553210692455e-01
2.083841940513e+05	5.236770544205e+04	3.006834525296e-04	2.599294891024e-01
2.083841940513e+05	5.359163290849e+04	2.930110189292e-04	2.646456160202e-01
2.083841940513e+05	5.484416576121e+04	2.851592667556e-04	2.694719673066e-01
2.083841940513e+05	5.612597255955e+04	2.771240050113e-04	2.744111191035e-01
2.083841940513e+05	5.743773748827e+04	2.707087196294e-04	2.873057928576e-01
2.083841940513e+05	5.878016072275e+04	2.643097469851e-04	3.012228408211e-01
2.083841940513e+05	6.015395880275e+04	2.577612188406e-04	3.154651552271e-01
2.083841940513e+05	6.155986501484e+04	2.510596398151e-04	3.300403381375e-01
2.083841940513e+05	6.299862978381e+04	2.442014328340e-04	3.449561692879e-01
2.083841940513e+05	6.447102107324e+04	2.388497838612e-04	3.548912568194e-01
2.083841940513e+05	6.597782479540e+04	2.334934986720e-04	3.646734617802e-01
2.083841940513e+05	6.751984523072e+04	2.280120274640e-04	3.746842944655e-01
2.083841940513e+05	6.909790545716e+04	2.224024444147e-04	3.849290983165e-01
2.083841940513e+05	7.071284778943e+04	2.166617553200e-04	3.954133416602e-01
2.083841940513e+05	7.236553422870e+04	2.120560482644e-04	3.958193229170e-01
2.083841940513e+05	7.405684692262e+04	2.074102697665e-04	3.956851595834e-01
2.083841940513e+05	7.578768863626e+04	2.026559110691e-04	3.955478606114e-01
2.083841940513e+05	7.755898323389e+04	1.977904344577e-04	3.954073527155e-01
2.083841940513e+05	7.937167617218e+04	1.928112429065e-04	3.952635608973e-01
2.083841940513e+05	8.122673500480e+04	1.887407579970e-04	3.957896061542e-01
2.083841940513e+05	8.312514989891e+04	1.846108960361e-04	3.963514289693e-01
2.083841940513e+05	8.506793416364e+04	1.803845117731e-04	3.969263825941e-01
2.083841940513e+05	8.705612479100e+04	1.760593493082e-04	3.975147739193e-01
2.083841940513e+05	8.909078300934e+04	1.716331000171e-04	3.981169170080e-01
2.083841940513e+05	9.117299484985e+04	1.680236448595e-04	3.962770510947e-01
2.083841940513e+05	9.330387172620e+04	1.643456084681e-04	3.943520729428e-01
2.083841940513e+05	9.548455102782e+04	1.605816097508e-04	3.923821045891e-01
2.083841940513e+05	9.771619672696e+04	1.567296396134e-04	3.903660945318e-01
2.083841940513e+05	1.000000000000e+05	1.527876420057e-04	3.883029666933e-01
2.190622846377e+05	1.000000000000e+02	6.143206403630e-01	3.113686717985e-01
2.190622846377e+05	1.023371798633e+02	6.015692066998e-01	3.126926724215e-01
2.190622846377e+05	1.047289838236e+02	5.885197490969e-01	3.140476173205e-01
2.190622846377e+05	1.071766885446e+02	5.751653021985e-01	3.154342297188e-01
2.190622846377e+05	1.096816005273e+02	5.614987378564e-01	3.168532497429e-01
2.190622846377e+05	1.122450568085e+02	5.475604865344e-01	3.183029298513e-01
2.190622846377e+05	1.148684256738e+02	5.361450367845e-01	3.196369782690e-01
2.190622846377e+05	1.175531073878e+02	5.244627874418e-01	3.210022057977e-01
2.190622846377e+05	1.203005349423e+02	5.125075029198e-01	3.223993411492e-01
2.190622846377e+05	1.231121748204e+02	5.002728018955e-01	3.238291300669e-01
2.190622846377e+05	1.259895277795e+02	4.878375272713e-01	3.252373552947e-01
2.190622846377e+05	1.289341296526e+02	4.776162627695e-01	3.250655026095e-01
2.190622846377e+05	1.319475521677e+02	4.671561089320e-01	3.248896334179e-01
2.190622846377e+05	1.350314037870e+02	4.564514824854e-01	3.247096538470e-01
2.190622846377e+05	1.381873305654e+02	4.454966696650e-01	3.245254678299e-01
2.190622846377e+05	1.414170170289e+02	4.344034210045e-01	3.243267640121e-01
2.190622846377e+05	1.447221870741e+02	4.253112670454e-01	3.239271098739e-01
2.190622846377e+05	1.481046048881e+02	4.160066130949e-01	3.235181150997e-01
2.190622846377e+05	1.515660758901e+02	4.064844926458e-01	3.230995613819e-01
2.190622846377e+05	1.551084476953e+02	3.967398231151e-01	3.226712253110e-01
2.190622846377e+05	1.587336111010e+02	3.869063728450e-01	3.222319851787e-01
2.190622846377e+05	1.624435010959e+02	3.788113155862e-01	3.217698306272e-01
2.190622846377e+05	1.662400978927e+02	3.705270622792e-01	3.212968746926e-01
2.190622846377e+05	1.701254279853e+02	3.620491910721e-01	3.208128649271e-01
2.190622846377e+05	1.741015652304e+02	3.533731767663e-01	3.203175429829e-01
2.190622846377e+05	1.781706319546e+02	3.446497251389e-01	3.197883907305e-01
2.190622846377e+05	1.823348000868e+02	3.374509793237e-01	3.189992313885e-01
2.190622846377e+05	1.865962923182e+02	3.300839858709e-01	3.181916279733e-01
2.190622846377e+05	1.909573832878e+02	3.225448125306e-01	3.173651494136e-01
2.190622846377e+05	1.954204007974e+02	3.148294351492e-01	3.165193545635e-01
2.190622846377e+05	1.999877270535e+02	3.070987087755e-01	3.156568214298e-01
2.190622846377e+05	2.046617999392e+02	3.006893379690e-01	3.148017117843e-01
2.190622846377e+05	2.094451143151e+02	2.941301686387e-01	3.139266166884e-01
2.190622846377e+05	2.143402233515e+02	2.874176997236e-01	3.130310690461e-01
2.190622846377e+05	2.193497398905e+02	2.805483483366e-01	3.121145908447e-01
2.190622846377e+05	2.244763378413e+02	2.736873148633e-01	3.111578222936e-01
2.190622846377e+05	2.297227536071e+02	2.679593681430e-01	3.100341524255e-01
2.190622846377e+05	2.350917875457e+02	2.620975490054e-01	3.088842203715e-01
2.190622846377e+05	2.405863054644e+02	2.560987286113e-01	3.077074123371e-01
2.190622846377e+05	2.462092401495e+02	2.499597049949e-01	3.065031001823e-01
2.190622846377e+05	2.519635929317e+02	2.438506541871e-01	3.053710877140e-01
2.190622846377e+05	2.578524352884e+02	2.387393849802e-01	3.048731176234e-01
2.190622846377e+05	2.638789104829e+02	2.335086562187e-01	3.043635090760e-01
2.190622846377e+05	2.700462352421e+02	2.281556759178e-01	3.038419900603e-01
2.190622846377e+05	2.763577014736e+02	2.226775868393e-01	3.033082822072e-01
2.190622846377e+05	2.828166780230e+02	2.172472998714e-01	3.027976549720e-01
2.190622846377e+05	2.894266124717e+02	2.126980873732e-01	3.024789119839e-01
2.190622846377e+05	2.961910329773e+02	2.080425515966e-01	3.021527193989e-01
2.190622846377e+05	3.031135501568e+02	2.032782075753e-01	3.018189031066e-01
2.190622846377e+05	3.101978590138e+02	1.984025122649e-01	3.014772849270e-01
2.190622846377e+05	3.174477409109e+02	1.935853667413e-01	3.011429645050e-01
2.190622846377e+05	3.248670655878e+02	1.895281876599e-01	3.008781292656e-01
2.190622846377e+05	3.324597932271e+02	1.853761850059e-01	3.006071043502e-01
2.190622846377e+05	3.402299765678e+02	1.811271425819e-01	3.003297450952e-01
2.190622846377e+05	3.481817630689e+02	1.767787923941e-01	3.000459034554e-01
2.190622846377e+05	3.563193971229e+02	1.724980334469e-01	2.997737279081e-01
2.190622846377e+05	3.646472223213e+02	1.688797923443e-01	2.995776575024e-01
2.190622846377e+05	3.731696837733e+02	1.651769864393e-01	2.993770045786e-01
2.190622846377e+05	3.818913304782e+02	1.613876393004e-01	2.991716620352e-01
2.190622846377e+05	3.908168177536e+02	1.575097283031e-01	2.989615202671e-01
2.190622846377e+05	3.999509097204e+02	1.537059213753e-01	2.987851827745e-01
2.190622846377e+05	4.092984818452e+02	1.504798287939e-01	2.987613879711e-01
2.190622846377e+05	4.188645235435e+02	1.471783366263e-01	2.987370370404e-01
2.190622846377e+05	4.286541408421e+02	1.437996826486e-01	2.987121169846e-01
2.190622846377e+05	4.386725591048e+02	1.403420634505e-01	2.986866145023e-01
2.190622846377e+05	4.489251258219e+02	1.369622869207e-01	2.986167321004e-01
2.190622846377e+05	4.594173134636e+02	1.340837837205e-01	2.983850796918e-01
2.190622846377e+05	4.701547224022e+02	1.311380047231e-01	2.981480131498e-01
2.190622846377e+05	4.811430839003e+02	1.281233775723e-01	2.979054059363e-01
2.190622846377e+05	4.923882631707e+02	1.250382931627e-01	2.976571285558e-01
2.190622846377e+05	5.038962625065e+02	1.220337506165e-01	2.974850721843e-01
2.190622846377e+05	5.156732244855e+02	1.194663703440e-01	2.975816354506e-01
2.190622846377e+05	5.277254352484e+02	1.168389857768e-01	2.976804555742e-01
2.190622846377e+05	5.400593278542e+02	1.141501945065e-01	2.977815853017e-01
2.190622846377e+05	5.526814857145e+02	1.113985613481e-01	2.978850786129e-01
2.190622846377e+05	5.655986461065e+02	1.087292736787e-01	2.979195972789e-01
2.190622846377e+05	5.788177037701e+02	1.064426849502e-01	2.977382514542e-01
2.190622846377e+05	5.923457145876e+02	1.041026545304e-01	2.975526672514e-01
2.190622846377e+05	6.061898993498e+02	1.017079333908e-01	2.973627456120e-01
2.190622846377e+05	6.203576476104e+02	9.925724331094e-02	2.971683851622e-01
2.190622846377e+05	6.348565216305e+02	9.688703936974e-02	2.969663754409e-01
2.190622846377e+05	6.496942604146e+02	9.484469382273e-02	2.967510015626e-01
2.190622846377e+05	6.648787838417e+02	9.275461498685e-02	2.965305940093e-01
2.190622846377e+05	6.804181968927e+02	9.061568724930e-02	2.963050351351e-01
2.190622846377e+05	6.963207939764e+02	8.842676892337e-02	2.960742045443e-01
2.190622846377e+05	7.125950633568e+02	8.631880494493e-02	2.958624628508e-01
2.190622846377e+05	7.292496916841e+02	8.449962877513e-02	2.957084221714e-01
2.190622846377e+05	7.462935686310e+02	8.263793518620e-02	2.955507812844e-01
2.190622846377e+05	7.637357916378e+02	8.073273046961e-02	2.953894560462e-01
2.190622846377e+05	7.815856707684e+02	7.878299769202e-02	2.952243603471e-01
2.190622846377e+05	7.998527336797e+02	7.691187099055e-02	2.949682914673e-01
2.190622846377e+05	8.185467307069e+02	7.529012292045e-02	2.945006069314e-01
2.190622846377e+05	8.376776400683e+02	7.363047168102e-02	2.940219917667e-01
2.190622846377e+05	8.572556731909e+02	7.193203140703e-02	2.935321905048e-01
