# P (Pa)	T (K)	rho (kg/m3)	ad_grad
1.000000000000e+01	2.961910329773e+02	9.478955002502e-06	3.320919710486e-01
1.000000000000e+01	3.031135501568e+02	9.262093159749e-06	3.618522413447e-01
1.000000000000e+01	3.101978590138e+02	9.050413764305e-06	3.834514300687e-01
1.000000000000e+01	3.174477409109e+02	8.844093369696e-06	3.890887997725e-01
1.000000000000e+01	3.248670655878e+02	8.643348170087e-06	3.753493621590e-01
1.000000000000e+01	3.324597932271e+02	8.448444937067e-06	3.444158552844e-01
1.000000000000e+01	3.402299765678e+02	8.259711177785e-06	3.053922678442e-01
1.000000000000e+01	3.481817630689e+02	8.077414281019e-06	2.724759834264e-01
1.000000000000e+01	3.563193971229e+02	7.901406991836e-06	2.574015480511e-01
1.000000000000e+01	3.646472223213e+02	7.730936584244e-06	2.662354863313e-01
1.000000000000e+01	3.731696837733e+02	7.564508106998e-06	2.977740153786e-01
1.000000000000e+01	3.818913304782e+02	7.399742052134e-06	3.417964311196e-01
1.000000000000e+01	3.908168177536e+02	7.233832027763e-06	3.813747298034e-01
1.000000000000e+01	3.999509097204e+02	7.065024286958e-06	4.021654609647e-01
1.000000000000e+01	4.092984818452e+02	6.893326600668e-06	3.961557022564e-01
1.000000000000e+01	4.188645235435e+02	6.720967667566e-06	3.634778758875e-01
1.000000000000e+01	4.286541408421e+02	6.552887535128e-06	3.143845546587e-01
1.000000000000e+01	4.386725591048e+02	6.395717559852e-06	2.667521670928e-01
1.000000000000e+01	4.489251258219e+02	6.254314515550e-06	2.363038515335e-01
1.000000000000e+01	4.594173134636e+02	6.130264046381e-06	2.328800481883e-01
1.000000000000e+01	4.701547224022e+02	6.021004663081e-06	2.587031117067e-01
1.000000000000e+01	4.811430839003e+02	5.918889712364e-06	3.064874931283e-01
1.000000000000e+01	4.923882631707e+02	5.812823192164e-06	3.615614885109e-01
1.000000000000e+01	5.038962625065e+02	5.693841344199e-06	4.101667835976e-01
1.000000000000e+01	5.156732244855e+02	5.557349393207e-06	4.423625386168e-01
1.000000000000e+01	5.277254352484e+02	5.404350928711e-06	4.532291452148e-01
1.000000000000e+01	5.400593278542e+02	5.242768981458e-06	4.441816213755e-01
1.000000000000e+01	5.526814857145e+02	5.085476921637e-06	4.217007560933e-01
1.000000000000e+01	5.655986461065e+02	4.943561397048e-06	3.923077017882e-01
1.000000000000e+01	5.788177037701e+02	4.823846143852e-06	3.610028721211e-01
1.000000000000e+01	5.923457145876e+02	4.727647671084e-06	3.307571082853e-01
1.000000000000e+01	6.061898993498e+02	4.649429366438e-06	3.019609765344e-01
1.000000000000e+01	6.203576476104e+02	4.578319430503e-06	2.730367748834e-01
1.000000000000e+01	6.348565216305e+02	4.503548100851e-06	2.426423714602e-01
1.000000000000e+01	6.496942604146e+02	4.416158595504e-06	2.103533089701e-01
1.000000000000e+01	6.648787838417e+02	4.309666323731e-06	1.769113296634e-01
1.000000000000e+01	6.804181968927e+02	4.180789606275e-06	1.444852304829e-01
1.000000000000e+01	6.963207939764e+02	4.029178495488e-06	1.162002588439e-01
1.000000000000e+01	7.125950633568e+02	3.855846926402e-06	9.472763027758e-02
1.000000000000e+01	7.292496916841e+02	3.662999021051e-06	8.177602469724e-02
1.000000000000e+01	7.462935686310e+02	3.454277748693e-06	7.781004129674e-02
1.000000000000e+01	7.637357916378e+02	3.235027039187e-06	8.174761351288e-02
1.000000000000e+01	7.815856707684e+02	3.011904631178e-06	9.128945261467e-02
1.000000000000e+01	7.998527336797e+02	2.791710006159e-06	1.040131799095e-01
1.000000000000e+01	8.185467307069e+02	2.581001119432e-06	1.176712767225e-01
1.000000000000e+01	8.376776400683e+02	2.385899244686e-06	1.302857186489e-01
1.000000000000e+01	8.572556731909e+02	2.211856276548e-06	1.402560322520e-01
1.000000000000e+01	8.772912801613e+02	2.063353759904e-06	1.463981686094e-01
1.000000000000e+01	8.977951553033e+02	1.943524314563e-06	1.479049358518e-01
1.000000000000e+01	9.187782428863e+02	1.853745495061e-06	1.444247053628e-01
1.000000000000e+01	9.402517429670e+02	1.793175971362e-06	1.361837833515e-01
1.000000000000e+01	9.622271173675e+02	1.758269839165e-06	1.241197164865e-01
1.000000000000e+01	9.847160957934e+02	1.743496405515e-06	1.098192522716e-01
1.000000000000e+01	1.007730682094e+03	1.743341772554e-06	9.524913143503e-02
1.000000000000e+01	1.031283160672e+03	1.752886683768e-06	8.273758378350e-02
1.000000000000e+01	1.055386103037e+03	1.768073502462e-06	7.502000127500e-02
1.000000000000e+01	1.080052374516e+03	1.785991934080e-06	7.525839553342e-02
1.000000000000e+01	1.105295141126e+03	1.804553305664e-06	8.633655154538e-02
1.000000000000e+01	1.131127876594e+03	1.821558712192e-06	1.094291740658e-01
1.000000000000e+01	1.157564369553e+03	1.834503097196e-06	1.433074492122e-01
1.000000000000e+01	1.184618730903e+03	1.840545934012e-06	1.837476010675e-01
1.000000000000e+01	1.212305401338e+03	1.836497556226e-06	2.229611883439e-01
1.000000000000e+01	1.240639159059e+03	1.819191687707e-06	2.514194233230e-01
1.000000000000e+01	1.269635127660e+03	1.786221062886e-06	2.619106902457e-01
1.000000000000e+01	1.299308784200e+03	1.736290340077e-06	2.510232164942e-01
1.000000000000e+01	1.329675967466e+03	1.669521353602e-06	2.201913074803e-01
1.000000000000e+01	1.360752886424e+03	1.587778649642e-06	1.767406113167e-01
1.000000000000e+01	1.392556128874e+03	1.494455364154e-06	1.316257740196e-01
1.000000000000e+01	1.425102670303e+03	1.393797469635e-06	9.430151425895e-02
1.000000000000e+01	1.458409882944e+03	1.290867541099e-06	7.117935458931e-02
1.000000000000e+01	1.492495545052e+03	1.191648008979e-06	6.470925504861e-02
1.000000000000e+01	1.527377850391e+03	1.103097413825e-06	7.244660786224e-02
1.000000000000e+01	1.563075417946e+03	1.032083306596e-06	8.861059929017e-02
1.000000000000e+01	1.599607301861e+03	9.833938350612e-07	1.076404827664e-01
1.000000000000e+01	1.636993001612e+03	9.588237788808e-07	1.250472278331e-01
1.000000000000e+01	1.675252472408e+03	9.563751976011e-07	1.377869780853e-01
1.000000000000e+01	1.714406135852e+03	9.694849357563e-07	1.446511123185e-01
1.000000000000e+01	1.754474890833e+03	9.889488235388e-07	1.458651731073e-01
1.000000000000e+01	1.795480124688e+03	1.006862991602e-06	1.421071917694e-01
1.000000000000e+01	1.837443724611e+03	1.017793831444e-06	1.344053663685e-01
1.000000000000e+01	1.880388089341e+03	1.019531272624e-06	1.242043379151e-01
1.000000000000e+01	1.924336141116e+03	1.013831684821e-06	1.134166873081e-01
1.000000000000e+01	1.969311337907e+03	1.004955862607e-06	1.040655904249e-01
1.000000000000e+01	2.015337685942e+03	9.966930033236e-07	9.764002779463e-02
1.000000000000e+01	2.062439752514e+03	9.916505284634e-07	9.483563484275e-02
1.000000000000e+01	2.110642679102e+03	9.908934461360e-07	9.533620014021e-02
1.000000000000e+01	2.159972194783e+03	9.935935485210e-07	9.761470079120e-02
1.000000000000e+01	2.210454629971e+03	9.977522648426e-07	9.959322266759e-02
1.000000000000e+01	2.262116930469e+03	1.001601793131e-06	9.985228433030e-02
1.000000000000e+01	2.314986671851e+03	1.003930535796e-06	9.801055633261e-02
1.000000000000e+01	2.369092074183e+03	1.004252473062e-06	9.500138674247e-02
1.000000000000e+01	2.424462017082e+03	1.002969407370e-06	9.331242339075e-02
1.000000000000e+01	2.481126055138e+03	1.001018986309e-06	9.601682035864e-02
1.000000000000e+01	2.539114433680e+03	9.992250342505e-07	1.050918752785e-01
1.000000000000e+01	2.598458104929e+03	9.981497720941e-07	1.208642511292e-01
1.000000000000e+01	2.659188744513e+03	9.980143282919e-07	1.415785550967e-01
1.000000000000e+01	2.721338768375e+03	9.986238443831e-07	1.630181105543e-01
1.000000000000e+01	2.784941350081e+03	9.995385117607e-07	1.798217906222e-01
1.000000000000e+01	2.850030438518e+03	1.000374449200e-06	1.877109291207e-01
1.000000000000e+01	2.916640776024e+03	1.000870811782e-06	1.841578282852e-01
1.000000000000e+01	2.984807916924e+03	1.000927095958e-06	1.688868098727e-01
1.000000000000e+01	3.054568246515e+03	1.000637669191e-06	1.443585368510e-01
1.000000000000e+01	3.125959000482e+03	1.000208778686e-06	1.149772058911e-01
1.000000000000e+01	3.199018284775e+03	9.998192947448e-07	8.569635475437e-02
1.000000000000e+01	3.273785095949e+03	9.995902227141e-07	6.184076830427e-02
1.000000000000e+01	3.350299341977e+03	9.995671949663e-07	4.909329073543e-02
1.000000000000e+01	3.428601863557e+03	9.997045718966e-07	5.336705977143e-02
1.000000000000e+01	3.508734455903e+03	9.999056560743e-07	7.925737376727e-02
1.000000000000e+01	3.590739891061e+03	1.000087106349e-06	1.278199222005e-01
1.000000000000e+01	3.674661940737e+03	1.000192795543e-06	1.954389047276e-01
1.000000000000e+01	3.760545399658e+03	1.000202027426e-06	2.727029304266e-01
1.000000000000e+01	3.848436109487e+03	1.000136847077e-06	3.435776220362e-01
1.000000000000e+01	3.938380983288e+03	1.000042580435e-06	3.902609989065e-01
1.000000000000e+01	4.030428030568e+03	9.999580568933e-07	4.003217887498e-01
1.000000000000e+01	4.124626382901e+03	9.999093072293e-07	3.691223710321e-01
1.000000000000e+01	4.221026320157e+03	9.999057071325e-07	3.019146397875e-01
1.000000000000e+01	4.319679297334e+03	9.999366209918e-07	2.155421651032e-01
1.000000000000e+01	4.420637972029e+03	9.999808072575e-07	1.318786953830e-01
1.000000000000e+01	4.523956232538e+03	1.000020175807e-06	6.838200995728e-02
1.000000000000e+01	4.629689226627e+03	1.000042655588e-06	3.552020073633e-02
1.000000000000e+01	4.737893390963e+03	1.000044004583e-06	3.475336694301e-02
1.000000000000e+01	4.848626481239e+03	1.000029348124e-06	5.685306163486e-02
1.000000000000e+01	4.961947603003e+03	1.000008638790e-06	8.735480748351e-02
1.000000000000e+01	5.077917243205e+03	9.999903041457e-07	1.141564640977e-01
1.000000000000e+01	5.196597302486e+03	9.999799410697e-07	1.292430733743e-01
1.000000000000e+01	5.318051128214e+03	9.999794662821e-07	1.299118450918e-01
1.000000000000e+01	5.442343548300e+03	9.999864125181e-07	1.197864154509e-01
1.000000000000e+01	5.569540905800e+03	9.999961175042e-07	1.056527991599e-01
1.000000000000e+01	5.699711094326e+03	1.000004655316e-06	9.322268243376e-02
1.000000000000e+01	5.832923594286e+03	1.000009431247e-06	8.627058984066e-02
1.000000000000e+01	5.969249509971e+03	1.000009580495e-06	8.605375379713e-02
1.000000000000e+01	6.108761607505e+03	1.000006289557e-06	9.084446727926e-02
1.000000000000e+01	6.251534353690e+03	1.000001742042e-06	9.746417483089e-02
1.000000000000e+01	6.397643955748e+03	9.999977667298e-07	1.032508736978e-01
1.000000000000e+01	6.547168402005e+03	9.999955663557e-07	1.064538468523e-01
1.000000000000e+01	6.700187503510e+03	9.999955304990e-07	1.065060338881e-01
1.000000000000e+01	6.856782936642e+03	9.999970891339e-07	1.042372030742e-01
1.000000000000e+01	7.017038286704e+03	9.999992197443e-07	1.011357791546e-01
1.000000000000e+01	7.181039092537e+03	1.000001070488e-06	9.844174450399e-02
1.000000000000e+01	7.348872892180e+03	1.000002083934e-06	9.696652306784e-02
1.000000000000e+01	7.520629269592e+03	1.000002084879e-06	9.696514673321e-02
1.000000000000e+01	7.696399902471e+03	1.000001346927e-06	9.803934639002e-02
1.000000000000e+01	7.876278611187e+03	1.000000348802e-06	9.949226705681e-02
1.000000000000e+01	8.060361408861e+03	9.999994872702e-07	1.007463548938e-01
1.000000000000e+01	8.248746552615e+03	9.999990206475e-07	1.014255938249e-01
1.000000000000e+01	8.441534596013e+03	9.999990275808e-07	1.014155014568e-01
1.000000000000e+01	8.638828442740e+03	9.999993768621e-07	1.009070702750e-01
1.000000000000e+01	8.840733401525e+03	9.999998444009e-07	1.002264977126e-01
1.000000000000e+01	9.047357242349e+03	1.000000245402e-06	9.964278074037e-02
1.000000000000e+01	9.258810253974e+03	1.000000460179e-06	9.933014025140e-02
1.000000000000e+01	9.475205302807e+03	1.000000453500e-06	9.933986348454e-02
1.000000000000e+01	9.696657893146e+03	1.000000288231e-06	9.958043649535e-02
1.000000000000e+01	9.923286228833e+03	1.000000069252e-06	9.989919280868e-02
1.000000000000e+01	1.015521127635e+04	9.999998826277e-07	1.001708528467e-01
1.000000000000e+01	1.039255682937e+04	9.999997838034e-07	1.003147064689e-01
1.000000000000e+01	1.063544957486e+04	9.999997885288e-07	1.003078279018e-01
1.000000000000e+01	1.088401916069e+04	9.999998667053e-07	1.001940303141e-01
1.000000000000e+01	1.113839826483e+04	9.999999692560e-07	1.000447524935e-01
1.000000000000e+01	1.139872266616e+04	1.000000056100e-06	9.991833772166e-02
1.000000000000e+01	1.166513131698e+04	1.000000101556e-06	9.985217022397e-02
1.000000000000e+01	1.193776641714e+04	1.000000098600e-06	9.985647320814e-02
1.000000000000e+01	1.221677348997e+04	1.000000061631e-06	9.991028709261e-02
1.000000000000e+01	1.250230145991e+04	1.000000013610e-06	9.998018822505e-02
1.000000000000e+01	1.279450273208e+04	9.999999732028e-07	1.000390072842e-01
1.000000000000e+01	1.309353327354e+04	9.999999523024e-07	1.000694309890e-01
1.000000000000e+01	1.339955269659e+04	9.999999540324e-07	1.000669127238e-01
1.000000000000e+01	1.371272434398e+04	9.999999715098e-07	1.000414717173e-01
1.000000000000e+01	1.403321537605e+04	9.999999939936e-07	1.000087432354e-01
1.000000000000e+01	1.436119685999e+04	1.000000012792e-06	9.998137882896e-02
1.000000000000e+01	1.469684386112e+04	1.000000022399e-06	9.996739526569e-02
1.000000000000e+01	1.504033553638e+04	1.000000021428e-06	9.996880858127e-02
1.000000000000e+01	1.539185522990e+04	1.000000013167e-06	9.998083278307e-02
1.000000000000e+01	1.575159057092e+04	1.000000002641e-06	9.999615496124e-02
1.000000000000e+01	1.611973357388e+04	9.999999938968e-07	1.000088841643e-01
1.000000000000e+01	1.649648074098e+04	9.999999894831e-07	1.000153089192e-01
1.000000000000e+01	1.688203316700e+04	9.999999900125e-07	1.000145382514e-01
1.000000000000e+01	1.727659664669e+04	9.999999939156e-07	1.000088567458e-01
1.000000000000e+01	1.768038178457e+04	9.999999988429e-07	1.000016842812e-01
1.000000000000e+01	1.809360410739e+04	1.000000002910e-06	9.999576371675e-02
1.000000000000e+01	1.851648417912e+04	1.000000004937e-06	9.999281303390e-02
1.000000000000e+01	1.894924771874e+04	1.000000004655e-06	9.999322452457e-02
1.000000000000e+01	1.939212572066e+04	1.000000002811e-06	9.999590837860e-02
1.000000000000e+01	1.984535457806e+04	1.000000000505e-06	9.999926552146e-02
1.000000000000e+01	2.030917620905e+04	9.999999986130e-07	1.000020189335e-01
1.000000000000e+01	2.078383818580e+04	9.999999976825e-07	1.000033735293e-01
1.000000000000e+01	2.126959386669e+04	9.999999978310e-07	1.000031573144e-01
1.000000000000e+01	2.176670253153e+04	9.999999987017e-07	1.000018898216e-01
1.000000000000e+01	2.227542952000e+04	9.999999997811e-07	1.000003186451e-01
1.000000000000e+01	2.279604637319e+04	1.000000000661e-06	9.999903830617e-02
1.000000000000e+01	2.332883097864e+04	1.000000001088e-06	9.999841670517e-02
1.000000000000e+01	2.387406771861e+04	1.000000001011e-06	9.999852888625e-02
1.000000000000e+01	2.443204762186e+04	1.000000000600e-06	9.999912733380e-02
1.000000000000e+01	2.500306851906e+04	1.000000000094e-06	9.999986258217e-02
1.000000000000e+01	2.558743520169e+04	9.999999996855e-07	1.000004578656e-01
1.000000000000e+01	2.618545958474e+04	9.999999994896e-07	1.000007429817e-01
1.000000000000e+01	2.679746087326e+04	9.999999995292e-07	1.000006853697e-01
1.000000000000e+01	2.742376573265e+04	9.999999997232e-07	1.000004028796e-01
1.000000000000e+01	2.806470846310e+04	9.999999999596e-07	1.000000588488e-01
1.000000000000e+01	2.872063117798e+04	1.000000000150e-06	9.999978211186e-02
1.000000000000e+01	2.939188398647e+04	1.000000000239e-06	9.999965139471e-02
1.000000000000e+01	3.007882518043e+04	1.000000000219e-06	9.999968073326e-02
1.000000000000e+01	3.078182142565e+04	1.000000000128e-06	9.999981404843e-02
1.000000000000e+01	3.150124795755e+04	1.000000000017e-06	9.999997500731e-02
1.000000000000e+01	3.223748878149e+04	9.999999999288e-07	1.000001036409e-01
1.000000000000e+01	3.299093687771e+04	9.999999998877e-07	1.000001635422e-01
1.000000000000e+01	3.376199441111e+04	9.999999998978e-07	1.000001487073e-01
1.000000000000e+01	3.455107294592e+04	9.999999999411e-07	1.000000858064e-01
1.000000000000e+01	3.535859366535e+04	9.999999999928e-07	1.000000105077e-01
1.000000000000e+01	3.618498759643e+04	1.000000000034e-06	9.999995072374e-02
1.000000000000e+01	3.703069584005e+04	1.000000000053e-06	9.999992328744e-02
1.000000000000e+01	3.789616980645e+04	1.000000000048e-06	9.999993074344e-02
1.000000000000e+01	3.878187145611e+04	1.000000000027e-06	9.999996041491e-02
1.000000000000e+01	3.968827354637e+04	1.000000000003e-06	9.999999563691e-02
1.000000000000e+01	4.061585988377e+04	9.999999999839e-07	1.000000234186e-01
1.000000000000e+01	4.156512558226e+04	9.999999999753e-07	1.000000359786e-01
1.000000000000e+01	4.253657732750e+04	9.999999999778e-07	1.000000322507e-01
1.000000000000e+01	4.353073364732e+04	9.999999999875e-07	1.000000182572e-01
1.000000000000e+01	4.454812518845e+04	9.999999999988e-07	1.000000017833e-01
1.000000000000e+01	4.558929499981e+04	1.000000000008e-06	9.999998887489e-02
1.000000000000e+01	4.665479882234e+04	1.000000000012e-06	9.999998312812e-02
1.000000000000e+01	4.774520538566e+04	1.000000000010e-06	9.999998498357e-02
1.000000000000e+01	4.886109671160e+04	1.000000000006e-06	9.999999158173e-02
1.000000000000e+01	5.000306842491e+04	1.000000000000e-06	9.999999928602e-02
1.000000000000e+01	5.117173007115e+04	9.999999999964e-07	1.000000052830e-01
1.000000000000e+01	5.236770544205e+04	9.999999999946e-07	1.000000079109e-01
1.000000000000e+01	5.359163290849e+04	9.999999999952e-07	1.000000069911e-01
1.000000000000e+01	5.484416576121e+04	9.999999999973e-07	1.000000038806e-01
1.000000000000e+01	5.612597255955e+04	9.999999999998e-07	1.000000002779e-01
1.000000000000e+01	5.743773748827e+04	1.000000000002e-06	9.999999749226e-02
1.000000000000e+01	5.878016072275e+04	1.000000000003e-06	9.999999629124e-02
1.000000000000e+01	6.015395880275e+04	1.000000000002e-06	9.999999674561e-02
1.000000000000e+01	6.155986501484e+04	1.000000000001e-06	9.999999821166e-02
1.000000000000e+01	6.299862978381e+04	1.000000000000e-06	9.999999989616e-02
1.000000000000e+01	6.447102107324e+04	9.999999999992e-07	1.000000011899e-01
1.000000000000e+01	6.597782479540e+04	9.999999999988e-07	1.000000017385e-01
1.000000000000e+01	6.751984523072e+04	9.999999999990e-07	1.000000015148e-01
1.000000000000e+01	6.909790545716e+04	9.999999999994e-07	1.000000008239e-01
1.000000000000e+01	7.071284778943e+04	1.000000000000e-06	1.000000000364e-01
1.000000000000e+01	7.236553422870e+04	1.000000000000e-06	9.999999943556e-02
1.000000000000e+01	7.405684692262e+04	1.000000000001e-06	9.999999918517e-02
1.000000000000e+01	7.578768863626e+04	1.000000000000e-06	9.999999929504e-02
1.000000000000e+01	7.755898323389e+04	1.000000000000e-06	9.999999962052e-02
1.000000000000e+01	7.937167617218e+04	1.000000000000e-06	9.999999998867e-02
1.000000000000e+01	8.122673500480e+04	9.999999999998e-07	1.000000002676e-01
1.000000000000e+01	8.312514989891e+04	9.999999999997e-07	1.000000003819e-01
1.000000000000e+01	8.506793416364e+04	9.999999999998e-07	1.000000003280e-01
1.000000000000e+01	8.705612479100e+04	9.999999999999e-07	1.000000001747e-01
1.000000000000e+01	8.909078300934e+04	1.000000000000e-06	1.000000000026e-01
1.000000000000e+01	9.117299484985e+04	1.000000000000e-06	9.999999987314e-02
1.000000000000e+01	9.330387172620e+04	1.000000000000e-06	9.999999982108e-02
1.000000000000e+01	9.548455102782e+04	1.000000000000e-06	9.999999984737e-02
1.000000000000e+01	9.771619672696e+04	1.000000000000e-06	9.999999991957e-02
1.000000000000e+01	1.000000000000e+05	1.000000000000e-06	1.000000000000e-01
1.051242324952e+01	1.000000000000e+02	2.951500279167e-05	3.098533854823e-01
1.051242324952e+01	1.023371798633e+02	2.883697810716e-05	3.102257703678e-01
1.051242324952e+01	1.047289838236e+02	2.817538238408e-05	3.113560084708e-01
1.051242324952e+01	1.071766885446e+02	2.752994240461e-05	3.130471829264e-01
1.051242324952e+01	1.096816005273e+02	2.690031451553e-05	3.151022025397e-01
1.051242324952e+01	1.122450568085e+02	2.628608956608e-05	3.173282021071e-01
1.051242324952e+01	1.148684256738e+02	2.568680012232e-05	3.195418597803e-01
1.051242324952e+01	1.175531073878e+02	2.510193035821e-05	3.215757644090e-01
1.051242324952e+01	1.203005349423e+02	2.453092907839e-05	3.232859822730e-01
1.051242324952e+01	1.231121748204e+02	2.397322638775e-05	3.245609909691e-01
1.051242324952e+01	1.259895277795e+02	2.342825459135e-05	3.253321686437e-01
1.051242324952e+01	1.289341296526e+02	2.289547398365e-05	3.255860494942e-01
1.051242324952e+01	1.319475521677e+02	2.237440427147e-05	3.253785817427e-01
1.051242324952e+01	1.350314037870e+02	2.186466211203e-05	3.248513241257e-01
1.051242324952e+01	1.381873305654e+02	2.136597242186e-05	3.242192695868e-01
1.051242324952e+01	1.414170170289e+02	2.087809866869e-05	3.236792764768e-01
1.051242324952e+01	1.447221870741e+02	2.040082651064e-05	3.233619169697e-01
1.051242324952e+01	1.481046048881e+02	1.993398453342e-05	3.233109824503e-01
1.051242324952e+01	1.515660758901e+02	1.947746955938e-05	3.234606158642e-01
1.051242324952e+01	1.551084476953e+02	1.903124327768e-05	3.236456710931e-01
1.051242324952e+01	1.587336111010e+02	1.859524924888e-05	3.237014417853e-01
1.051242324952e+01	1.624435010959e+02	1.816938019106e-05	3.235107330817e-01
1.051242324952e+01	1.662400978927e+02	1.775347682743e-05	3.230191861289e-01
1.051242324952e+01	1.701254279853e+02	1.734732805110e-05	3.222521617333e-01
1.051242324952e+01	1.741015652304e+02	1.695068012860e-05	3.213034493338e-01
1.051242324952e+01	1.781706319546e+02	1.656326658488e-05	3.202525373036e-01
1.051242324952e+01	1.823348000868e+02	1.618482889721e-05	3.191253502469e-01
1.051242324952e+01	1.865962923182e+02	1.581513339208e-05	3.178792731907e-01
1.051242324952e+01	1.909573832878e+02	1.545399127327e-05	3.163868988421e-01
1.051242324952e+01	1.954204007974e+02	1.510125608115e-05	3.144681611734e-01
1.051242324952e+01	1.999877270535e+02	1.475676470505e-05	3.120364254490e-01
1.051242324952e+01	2.046617999392e+02	1.442031796376e-05	3.091758818441e-01
1.051242324952e+01	2.094451143151e+02	1.409168336882e-05	3.061844996809e-01
1.051242324952e+01	2.143402233515e+02	1.377059951545e-05	3.036208417109e-01
1.051242324952e+01	2.193497398905e+02	1.345678779298e-05	3.022091384300e-01
1.051242324952e+01	2.244763378413e+02	1.314997852806e-05	3.024276791106e-01
1.051242324952e+01	2.297227536071e+02	1.284993177692e-05	3.042960267282e-01
1.051242324952e+01	2.350917875457e+02	1.255645727389e-05	3.072549714433e-01
1.051242324952e+01	2.405863054644e+02	1.226943769586e-05	3.100354111380e-01
1.051242324952e+01	2.462092401495e+02	1.198882311263e-05	3.108970337835e-01
1.051242324952e+01	2.519635929317e+02	1.171456160347e-05	3.086528094467e-01
1.051242324952e+01	2.578524352884e+02	1.144657750246e-05	3.031754138869e-01
1.051242324952e+01	2.638789104829e+02	1.118477300833e-05	2.956765206031e-01
1.051242324952e+01	2.700462352421e+02	1.092903086048e-05	2.890113138876e-01
1.051242324952e+01	2.763577014736e+02	1.067921816875e-05	2.871497773887e-01
1.051242324952e+01	2.828166780230e+02	1.043519173078e-05	2.929671096064e-01
1.051242324952e+01	2.894266124717e+02	1.019680447314e-05	3.071930606766e-01
1.051242324952e+01	2.961910329773e+02	9.963913365665e-06	3.278382059270e-01
