# P (Pa)	T (K)	rho (kg/m3)	ad_grad
2.695987430798e+03	2.916640776024e+03	2.016949238909e-04	1.006842357704e-01
2.695987430798e+03	2.984807916924e+03	1.884320044053e-04	1.007940174222e-01
2.695987430798e+03	3.054568246515e+03	1.755574760645e-04	1.006418641972e-01
2.695987430798e+03	3.125959000482e+03	1.638448236576e-04	1.002715594900e-01
2.695987430798e+03	3.199018284775e+03	1.533945531343e-04	9.966821292067e-02
2.695987430798e+03	3.273785095949e+03	1.443088118573e-04	9.881576664866e-02
2.695987430798e+03	3.350299341977e+03	1.366955698433e-04	9.769728572915e-02
2.695987430798e+03	3.428601863557e+03	1.302292404382e-04	9.978421888361e-02
2.695987430798e+03	3.508734455903e+03	1.244255478704e-04	1.098574753593e-01
2.695987430798e+03	3.590739891061e+03	1.193363562258e-04	1.284957871390e-01
2.695987430798e+03	3.674661940737e+03	1.150185678321e-04	1.562932415981e-01
2.695987430798e+03	3.760545399658e+03	1.115323161274e-04	1.938764387829e-01
2.695987430798e+03	3.848436109487e+03	1.085708060552e-04	2.343031694178e-01
2.695987430798e+03	3.938380983288e+03	1.057208556940e-04	2.684096260605e-01
2.695987430798e+03	4.030428030568e+03	1.029926915343e-04	2.956854388764e-01
2.695987430798e+03	4.124626382901e+03	1.003980690919e-04	3.156102472794e-01
2.695987430798e+03	4.221026320157e+03	9.794943994285e-05	3.276344707116e-01
2.695987430798e+03	4.319679297334e+03	9.560938566887e-05	3.355667392523e-01
2.695987430798e+03	4.420637972029e+03	9.333004140767e-05	3.441562746990e-01
2.695987430798e+03	4.523956232538e+03	9.111823264656e-05	3.534451528915e-01
2.695987430798e+03	4.629689226627e+03	8.898125079652e-05	3.634732969610e-01
2.695987430798e+03	4.737893390963e+03	8.692682784807e-05	3.742826781251e-01
2.695987430798e+03	4.848626481239e+03	8.493444247763e-05	3.843187279036e-01
2.695987430798e+03	4.961947603003e+03	8.297976571185e-05	3.917899981625e-01
2.695987430798e+03	5.077917243205e+03	8.106765868354e-05	3.965038588650e-01
2.695987430798e+03	5.196597302486e+03	7.920328984375e-05	3.982572093275e-01
2.695987430798e+03	5.318051128214e+03	7.739214563384e-05	3.968356629042e-01
2.695987430798e+03	5.442343548300e+03	7.562412353628e-05	3.936768434085e-01
2.695987430798e+03	5.569540905800e+03	7.388819087122e-05	3.903399231793e-01
2.695987430798e+03	5.699711094326e+03	7.218856923440e-05	3.868158086081e-01
2.695987430798e+03	5.832923594286e+03	7.052974305961e-05	3.830949603626e-01
2.695987430798e+03	5.969249509971e+03	6.891646784634e-05	3.791671548681e-01
2.695987430798e+03	6.108761607505e+03	6.733868169577e-05	3.744441659429e-01
2.695987430798e+03	6.251534353690e+03	6.578638048652e-05	3.683277406928e-01
2.695987430798e+03	6.397643955748e+03	6.426310887214e-05	3.607246367030e-01
2.695987430798e+03	6.547168402005e+03	6.277263381002e-05	3.515365629907e-01
2.695987430798e+03	6.700187503510e+03	6.131893814553e-05	3.406597626566e-01
2.695987430798e+03	6.856782936642e+03	5.989142226519e-05	3.278516085156e-01
2.695987430798e+03	7.017038286704e+03	5.848037355612e-05	3.128692672372e-01
2.695987430798e+03	7.181039092537e+03	5.708853337548e-05	2.955732633933e-01
2.695987430798e+03	7.348872892180e+03	5.571881858891e-05	2.758166690113e-01
2.695987430798e+03	7.520629269592e+03	5.437428295534e-05	2.534515222858e-01
2.695987430798e+03	7.696399902471e+03	5.303920394313e-05	2.310064409606e-01
2.695987430798e+03	7.876278611187e+03	5.169989523083e-05	2.107422704762e-01
2.695987430798e+03	8.060361408861e+03	5.035753353508e-05	1.928379249570e-01
2.695987430798e+03	8.248746552615e+03	4.901338339613e-05	1.774825504431e-01
2.695987430798e+03	8.441534596013e+03	4.766872278373e-05	1.648699013569e-01
2.695987430798e+03	8.638828442740e+03	4.630627731725e-05	1.537589179902e-01
2.695987430798e+03	8.840733401525e+03	4.491161249561e-05	1.431326189126e-01
2.695987430798e+03	9.047357242349e+03	4.348395748736e-05	1.330375331078e-01
2.695987430798e+03	9.258810253974e+03	4.202252260322e-05	1.235229416772e-01
2.695987430798e+03	9.475205302807e+03	4.052638259848e-05	1.146450378237e-01
2.695987430798e+03	9.696657893146e+03	3.897635458384e-05	1.070934341438e-01
2.695987430798e+03	9.923286228833e+03	3.735676320499e-05	1.014390081150e-01
2.695987430798e+03	1.015521127635e+04	3.566440616700e-05	9.782416381483e-02
2.695987430798e+03	1.039255682937e+04	3.389593178036e-05	9.639927097305e-02
2.695987430798e+03	1.063544957486e+04	3.204855735749e-05	9.730678121478e-02
2.695987430798e+03	1.088401916069e+04	3.020108907821e-05	9.886217978023e-02
2.695987430798e+03	1.113839826483e+04	2.841278108131e-05	9.982538736793e-02
2.695987430798e+03	1.139872266616e+04	2.668985564087e-05	1.001528396920e-01
2.695987430798e+03	1.166513131698e+04	2.503890932021e-05	9.979854866098e-02
2.695987430798e+03	1.193776641714e+04	2.346719490750e-05	9.872987214932e-02
2.695987430798e+03	1.221677348997e+04	2.200472384890e-05	9.826500742980e-02
2.695987430798e+03	1.250230145991e+04	2.067573243592e-05	9.934309888484e-02
2.695987430798e+03	1.279450273208e+04	1.949126895287e-05	1.020736881144e-01
2.695987430798e+03	1.309353327354e+04	1.846301484571e-05	1.065723517572e-01
2.695987430798e+03	1.339955269659e+04	1.760222426696e-05	1.129629898098e-01
2.695987430798e+03	1.371272434398e+04	1.684783627094e-05	1.215086301294e-01
2.695987430798e+03	1.403321537605e+04	1.616263326159e-05	1.324373740300e-01
2.695987430798e+03	1.436119685999e+04	1.555233774956e-05	1.459081704546e-01
2.695987430798e+03	1.469684386112e+04	1.502300014089e-05	1.620885660169e-01
2.695987430798e+03	1.504033553638e+04	1.458003974850e-05	1.810828274255e-01
2.695987430798e+03	1.539185522990e+04	1.417663252279e-05	1.991066062979e-01
2.695987430798e+03	1.575159057092e+04	1.378489754895e-05	2.137609725107e-01
2.695987430798e+03	1.611973357388e+04	1.340610547269e-05	2.247879170943e-01
2.695987430798e+03	1.649648074098e+04	1.304160382484e-05	2.319149237812e-01
2.695987430798e+03	1.688203316700e+04	1.269268660310e-05	2.349078135997e-01
2.695987430798e+03	1.727659664669e+04	1.235475256006e-05	2.358999017294e-01
2.695987430798e+03	1.768038178457e+04	1.202560645075e-05	2.360844419137e-01
2.695987430798e+03	1.809360410739e+04	1.170624274608e-05	2.354032749886e-01
2.695987430798e+03	1.851648417912e+04	1.139771647503e-05	2.337950247102e-01
2.695987430798e+03	1.894924771874e+04	1.110109894216e-05	2.313729222549e-01
2.695987430798e+03	1.939212572066e+04	1.081575514091e-05	2.348969640009e-01
2.695987430798e+03	1.984535457806e+04	1.054186570837e-05	2.483293750625e-01
2.695987430798e+03	2.030917620905e+04	1.028055540480e-05	2.723664020922e-01
2.695987430798e+03	2.078383818580e+04	1.003301580797e-05	3.077425384593e-01
2.695987430798e+03	2.126959386669e+04	9.800299182449e-06	3.545409345008e-01
2.695987430798e+03	2.176670253153e+04	9.576856376127e-06	3.908641955781e-01
2.695987430798e+03	2.227542952000e+04	9.360229542394e-06	4.048012225753e-01
2.695987430798e+03	2.279604637319e+04	9.151147268873e-06	3.947300213164e-01
2.695987430798e+03	2.332883097864e+04	8.950382093038e-06	3.589387272154e-01
2.695987430798e+03	2.387406771861e+04	8.757566034884e-06	2.969260153679e-01
2.695987430798e+03	2.443204762186e+04	8.539773235984e-06	2.439454544279e-01
2.695987430798e+03	2.500306851906e+04	8.279826322973e-06	2.178856792824e-01
2.695987430798e+03	2.558743520169e+04	7.974987332328e-06	2.207075134109e-01
2.695987430798e+03	2.618545958474e+04	7.622371422316e-06	2.544805811296e-01
2.695987430798e+03	2.679746087326e+04	7.224837792252e-06	3.198341708247e-01
2.695987430798e+03	2.742376573265e+04	6.926324528067e-06	3.802896382878e-01
2.695987430798e+03	2.806470846310e+04	6.798537117574e-06	4.184886701151e-01
2.695987430798e+03	2.872063117798e+04	6.853869260410e-06	4.327917718145e-01
2.695987430798e+03	2.939188398647e+04	7.105401720809e-06	4.214681984229e-01
2.695987430798e+03	3.007882518043e+04	7.554209371600e-06	3.836989651537e-01
2.695987430798e+03	3.078182142565e+04	7.934183311687e-06	3.397770315658e-01
2.695987430798e+03	3.150124795755e+04	8.124154314669e-06	2.984778756994e-01
2.695987430798e+03	3.223748878149e+04	8.110276496346e-06	2.600353719761e-01
2.695987430798e+03	3.299093687771e+04	7.877935600149e-06	2.246970219454e-01
2.695987430798e+03	3.376199441111e+04	7.419914488962e-06	1.931935087023e-01
2.695987430798e+03	3.455107294592e+04	6.881118355999e-06	1.750121800290e-01
2.695987430798e+03	3.535859366535e+04	6.319164283145e-06	1.747190253212e-01
2.695987430798e+03	3.618498759643e+04	5.733011396119e-06	1.935981471196e-01
2.695987430798e+03	3.703069584005e+04	5.121570866042e-06	2.330046138736e-01
2.695987430798e+03	3.789616980645e+04	4.488010047934e-06	2.929550972953e-01
2.695987430798e+03	3.878187145611e+04	3.907010773494e-06	3.500628696254e-01
2.695987430798e+03	3.968827354637e+04	3.410916599215e-06	3.948969877207e-01
2.695987430798e+03	4.061585988377e+04	3.006369207074e-06	4.265270567987e-01
2.695987430798e+03	4.156512558226e+04	2.700385749926e-06	4.439705042971e-01
2.695987430798e+03	4.253657732750e+04	2.500478834679e-06	4.462551131965e-01
2.695987430798e+03	4.353073364732e+04	2.416077207871e-06	4.333221028747e-01
2.695987430798e+03	4.454812518845e+04	2.456120477140e-06	4.044538252569e-01
2.695987430798e+03	4.558929499981e+04	2.629495407322e-06	3.585385624632e-01
2.695987430798e+03	4.665479882234e+04	2.945579174057e-06	2.944036532401e-01
2.695987430798e+03	4.774520538566e+04	3.400924964188e-06	2.130427051686e-01
2.695987430798e+03	4.886109671160e+04	3.813676397865e-06	1.453022633147e-01
2.695987430798e+03	5.000306842491e+04	4.117230321939e-06	1.027832233414e-01
2.695987430798e+03	5.117173007115e+04	4.303414468705e-06	8.734264081681e-02
2.695987430798e+03	5.236770544205e+04	4.363599795037e-06	1.009409179764e-01
2.695987430798e+03	5.359163290849e+04	4.290672348207e-06	1.428786232056e-01
2.695987430798e+03	5.484416576121e+04	4.101221579907e-06	1.789794818821e-01
2.695987430798e+03	5.612597255955e+04	3.795206610875e-06	1.975280826420e-01
2.695987430798e+03	5.743773748827e+04	3.364600214078e-06	1.972442537876e-01
2.695987430798e+03	5.878016072275e+04	2.800936777900e-06	1.767767642014e-01
2.695987430798e+03	6.015395880275e+04	2.118291307776e-06	1.372860282328e-01
2.695987430798e+03	6.155986501484e+04	1.583611544700e-06	1.083421415201e-01
2.695987430798e+03	6.299862978381e+04	1.288803081715e-06	9.980765628598e-02
2.695987430798e+03	6.447102107324e+04	1.251406571570e-06	1.131567244362e-01
2.695987430798e+03	6.597782479540e+04	1.489937000838e-06	1.499451064010e-01
2.695987430798e+03	6.751984523072e+04	1.990681565336e-06	2.085564331465e-01
2.695987430798e+03	6.909790545716e+04	2.407421320349e-06	2.547812293660e-01
2.695987430798e+03	7.071284778943e+04	2.632695579365e-06	2.777866418437e-01
2.695987430798e+03	7.236553422870e+04	2.652514476011e-06	2.758808610271e-01
2.695987430798e+03	7.405684692262e+04	2.452111214025e-06	2.472781945222e-01
2.695987430798e+03	7.578768863626e+04	2.040296796815e-06	1.930816568551e-01
2.695987430798e+03	7.755898323389e+04	1.648547653419e-06	1.416636694647e-01
2.695987430798e+03	7.937167617218e+04	1.343022196137e-06	1.011529776502e-01
2.695987430798e+03	8.122673500480e+04	1.130246111951e-06	7.237713842811e-02
2.695987430798e+03	8.312514989891e+04	1.017110904957e-06	5.621013007556e-02
2.695987430798e+03	8.506793416364e+04	1.001273192927e-06	5.374851126198e-02
2.695987430798e+03	8.705612479100e+04	1.000085861241e-06	6.759826362630e-02
2.695987430798e+03	8.909078300934e+04	9.925527707003e-07	9.931305509232e-02
2.695987430798e+03	9.117299484985e+04	9.782268318936e-07	1.501399511466e-01
2.695987430798e+03	9.330387172620e+04	9.566363769811e-07	2.213943916552e-01
2.695987430798e+03	9.548455102782e+04	9.318246682829e-07	3.095188946509e-01
2.695987430798e+03	9.771619672696e+04	9.427686126491e-07	3.729601409886e-01
2.695987430798e+03	1.000000000000e+05	1.001091817888e-06	4.000000000000e-01
2.834136094794e+03	1.000000000000e+02	7.957207827382e-03	3.097307747163e-01
2.834136094794e+03	1.023371798633e+02	7.776897969313e-03	3.113653394167e-01
2.834136094794e+03	1.047289838236e+02	7.599271528975e-03	3.129803882171e-01
2.834136094794e+03	1.071766885446e+02	7.424717408271e-03	3.145727354917e-01
2.834136094794e+03	1.096816005273e+02	7.253649023706e-03	3.161389920830e-01
2.834136094794e+03	1.122450568085e+02	7.086505608796e-03	3.176755544412e-01
2.834136094794e+03	1.148684256738e+02	6.923753581408e-03	3.191785932203e-01
2.834136094794e+03	1.175531073878e+02	6.765887979195e-03	3.206440413060e-01
2.834136094794e+03	1.203005349423e+02	6.613077043786e-03	3.220436281200e-01
2.834136094794e+03	1.231121748204e+02	6.463193914016e-03	3.231926669390e-01
2.834136094794e+03	1.259895277795e+02	6.316070758523e-03	3.240354250662e-01
2.834136094794e+03	1.289341296526e+02	6.172068259723e-03	3.245489902333e-01
2.834136094794e+03	1.319475521677e+02	6.031569535984e-03	3.247091696694e-01
2.834136094794e+03	1.350314037870e+02	5.894748744006e-03	3.245295525332e-01
2.834136094794e+03	1.381873305654e+02	5.760406605365e-03	3.242575501423e-01
2.834136094794e+03	1.414170170289e+02	5.628559717475e-03	3.239389453121e-01
2.834136094794e+03	1.447221870741e+02	5.499532880297e-03	3.235707456680e-01
2.834136094794e+03	1.481046048881e+02	5.373671086814e-03	3.231497988970e-01
2.834136094794e+03	1.515660758901e+02	5.251130895994e-03	3.226858310165e-01
2.834136094794e+03	1.551084476953e+02	5.130927239754e-03	3.222608110679e-01
2.834136094794e+03	1.587336111010e+02	5.013116301836e-03	3.218932067546e-01
2.834136094794e+03	1.624435010959e+02	4.898000010554e-03	3.215875449124e-01
2.834136094794e+03	1.662400978927e+02	4.785898984420e-03	3.213486087915e-01
2.834136094794e+03	1.701254279853e+02	4.676926211320e-03	3.211488336845e-01
2.834136094794e+03	1.741015652304e+02	4.570049247220e-03	3.207936024026e-01
2.834136094794e+03	1.781706319546e+02	4.465304816746e-03	3.202388873325e-01
2.834136094794e+03	1.823348000868e+02	4.362961733827e-03	3.194709852418e-01
2.834136094794e+03	1.865962923182e+02	4.263305450245e-03	3.184754450850e-01
2.834136094794e+03	1.909573832878e+02	4.166423527466e-03	3.172814579426e-01
2.834136094794e+03	1.954204007974e+02	4.071399842604e-03	3.161282027231e-01
2.834136094794e+03	1.999877270535e+02	3.978280544330e-03	3.150595259531e-01
2.834136094794e+03	2.046617999392e+02	3.887305224509e-03	3.140826787183e-01
2.834136094794e+03	2.094451143151e+02	3.798728300140e-03	3.132053309973e-01
2.834136094794e+03	2.143402233515e+02	3.712602833243e-03	3.124081046640e-01
2.834136094794e+03	2.193497398905e+02	3.628045547272e-03	3.115513716830e-01
2.834136094794e+03	2.244763378413e+02	3.545093062323e-03	3.106103483589e-01
2.834136094794e+03	2.297227536071e+02	3.463952233085e-03	3.095800255012e-01
2.834136094794e+03	2.350917875457e+02	3.384842757230e-03	3.084551331233e-01
2.834136094794e+03	2.405863054644e+02	3.307818482594e-03	3.072640624195e-01
2.834136094794e+03	2.462092401495e+02	3.232218228228e-03	3.061728848176e-01
2.834136094794e+03	2.519635929317e+02	3.158105330430e-03	3.052131353531e-01
2.834136094794e+03	2.578524352884e+02	3.085668445324e-03	3.043953069758e-01
2.834136094794e+03	2.638789104829e+02	3.015107915886e-03	3.037304888238e-01
2.834136094794e+03	2.700462352421e+02	2.946460465484e-03	3.032041078474e-01
2.834136094794e+03	2.763577014736e+02	2.879113440849e-03	3.027032756197e-01
2.834136094794e+03	2.828166780230e+02	2.813129744601e-03	3.022147096266e-01
2.834136094794e+03	2.894266124717e+02	2.748680146959e-03	3.017398301644e-01
2.834136094794e+03	2.961910329773e+02	2.685945978228e-03	3.012801443326e-01
2.834136094794e+03	3.031135501568e+02	2.624940161344e-03	3.008396759272e-01
2.834136094794e+03	3.101978590138e+02	2.565061426285e-03	3.004310005695e-01
2.834136094794e+03	3.174477409109e+02	2.506363506849e-03	3.000581125539e-01
2.834136094794e+03	3.248670655878e+02	2.448996022288e-03	2.997239923603e-01
2.834136094794e+03	3.324597932271e+02	2.393117859100e-03	2.994317915206e-01
2.834136094794e+03	3.402299765678e+02	2.338737604431e-03	2.991930206111e-01
2.834136094794e+03	3.481817630689e+02	2.285357455950e-03	2.990457816864e-01
2.834136094794e+03	3.563193971229e+02	2.233035725049e-03	2.990005093795e-01
2.834136094794e+03	3.646472223213e+02	2.181906199580e-03	2.990645715538e-01
2.834136094794e+03	3.731696837733e+02	2.132110951249e-03	2.992457440001e-01
2.834136094794e+03	3.818913304782e+02	2.083650490258e-03	2.995033474327e-01
2.834136094794e+03	3.908168177536e+02	2.036085513404e-03	2.996511050530e-01
2.834136094794e+03	3.999509097204e+02	1.989473730187e-03	2.996617373178e-01
2.834136094794e+03	4.092984818452e+02	1.943935065954e-03	2.995253914160e-01
2.834136094794e+03	4.188645235435e+02	1.899596866656e-03	2.992316698786e-01
2.834136094794e+03	4.286541408421e+02	1.856448376836e-03	2.988169223691e-01
2.834136094794e+03	4.386725591048e+02	1.814083808736e-03	2.984476719891e-01
2.834136094794e+03	4.489251258219e+02	1.772556473861e-03	2.981437327772e-01
2.834136094794e+03	4.594173134636e+02	1.731972355860e-03	2.979101278408e-01
2.834136094794e+03	4.701547224022e+02	1.692444002008e-03	2.977521630434e-01
2.834136094794e+03	4.811430839003e+02	1.653958610727e-03	2.976684991997e-01
2.834136094794e+03	4.923882631707e+02	1.616172803761e-03	2.976403757784e-01
2.834136094794e+03	5.038962625065e+02	1.579139549573e-03	2.976697626659e-01
2.834136094794e+03	5.156732244855e+02	1.542953787481e-03	2.977607547180e-01
2.834136094794e+03	5.277254352484e+02	1.507716333617e-03	2.979176725768e-01
2.834136094794e+03	5.400593278542e+02	1.473412671631e-03	2.981024059256e-01
2.834136094794e+03	5.526814857145e+02	1.439748167665e-03	2.981764514982e-01
2.834136094794e+03	5.655986461065e+02	1.406775023600e-03	2.981209424549e-01
2.834136094794e+03	5.788177037701e+02	1.374579299703e-03	2.979266424157e-01
2.834136094794e+03	5.923457145876e+02	1.343252373275e-03	2.975838055330e-01
2.834136094794e+03	6.061898993498e+02	1.312764390163e-03	2.971406045913e-01
2.834136094794e+03	6.203576476104e+02	1.282815505934e-03	2.967718007349e-01
2.834136094794e+03	6.348565216305e+02	1.253449851840e-03	2.964958885796e-01
2.834136094794e+03	6.496942604146e+02	1.224741740840e-03	2.963198396250e-01
2.834136094794e+03	6.648787838417e+02	1.196770092351e-03	2.962510153199e-01
2.834136094794e+03	6.804181968927e+02	1.169517452746e-03	2.962548929389e-01
2.834136094794e+03	6.963207939764e+02	1.142768730566e-03	2.962126681756e-01
2.834136094794e+03	7.125950633568e+02	1.116570792147e-03	2.961131978636e-01
2.834136094794e+03	7.292496916841e+02	1.090992120758e-03	2.959524836073e-01
2.834136094794e+03	7.462935686310e+02	1.066105430056e-03	2.957263077490e-01
2.834136094794e+03	7.637357916378e+02	1.041880903392e-03	2.954505638368e-01
2.834136094794e+03	7.815856707684e+02	1.018096466078e-03	2.951783500789e-01
2.834136094794e+03	7.998527336797e+02	9.947930435708e-04	2.949134427584e-01
2.834136094794e+03	8.185467307069e+02	9.720309128808e-04	2.946566590240e-01
2.834136094794e+03	8.376776400683e+02	9.498740786477e-04	2.944088656901e-01
2.834136094794e+03	8.572556731909e+02	9.282929596557e-04	2.941307660533e-01
2.834136094794e+03	8.772912801613e+02	9.070974839236e-04	2.937152240982e-01
2.834136094794e+03	8.977951553033e+02	8.863257038176e-04	2.931474530014e-01
2.834136094794e+03	9.187782428863e+02	8.660309846335e-04	2.924171552796e-01
2.834136094794e+03	9.402517429670e+02	8.462699942574e-04	2.915134740637e-01
2.834136094794e+03	9.622271173675e+02	8.270160282662e-04	2.904943869613e-01
2.834136094794e+03	9.847160957934e+02	8.081119252138e-04	2.895244595063e-01
2.834136094794e+03	1.007730682094e+03	7.895939349235e-04	2.886160872836e-01
2.834136094794e+03	1.031283160672e+03	7.715102344881e-04	2.877746918975e-01
2.834136094794e+03	1.055386103037e+03	7.539119785221e-04	2.870060100180e-01
2.834136094794e+03	1.080052374516e+03	7.367685989047e-04	2.862852678641e-01
2.834136094794e+03	1.105295141126e+03	7.199333298680e-04	2.855446082652e-01
2.834136094794e+03	1.131127876594e+03	7.034389608009e-04	2.847805382634e-01
2.834136094794e+03	1.157564369553e+03	6.873281874107e-04	2.839922222544e-01
2.834136094794e+03	1.184618730903e+03	6.716463455735e-04	2.831787914627e-01
2.834136094794e+03	1.212305401338e+03	6.563655581342e-04	2.823311923939e-01
2.834136094794e+03	1.240639159059e+03	6.413636395069e-04	2.814299071987e-01
2.834136094794e+03	1.269635127660e+03	6.266713306216e-04	2.804714513568e-01
2.834136094794e+03	1.299308784200e+03	6.123270898587e-04	2.794527812409e-01
2.834136094794e+03	1.329675967466e+03	5.983717509348e-04	2.783707013438e-01
2.834136094794e+03	1.360752886424e+03	5.847738666666e-04	2.771955290496e-01
2.834136094794e+03	1.392556128874e+03	5.714180528378e-04	2.758669368927e-01
2.834136094794e+03	1.425102670303e+03	5.583317492606e-04	2.743737301323e-01
2.834136094794e+03	1.458409882944e+03	5.455487614646e-04	2.727057452557e-01
2.834136094794e+03	1.492495545052e+03	5.331049858581e-04	2.708522825196e-01
2.834136094794e+03	1.527377850391e+03	5.209710022992e-04	2.687649804320e-01
2.834136094794e+03	1.563075417946e+03	5.090493524073e-04	2.663562286553e-01
2.834136094794e+03	1.599607301861e+03	4.973650435059e-04	2.636037476557e-01
2.834136094794e+03	1.636993001612e+03	4.859480228845e-04	2.604859112331e-01
2.834136094794e+03	1.675252472408e+03	4.748300916362e-04	2.569799449510e-01
2.834136094794e+03	1.714406135852e+03	4.639759061007e-04	2.528484082956e-01
2.834136094794e+03	1.754474890833e+03	4.532877609408e-04	2.476535936275e-01
2.834136094794e+03	1.795480124688e+03	4.427866272768e-04	2.413164136046e-01
2.834136094794e+03	1.837443724611e+03	4.324975327042e-04	2.337618883825e-01
2.834136094794e+03	1.880388089341e+03	4.224470666154e-04	2.249110025160e-01
2.834136094794e+03	1.924336141116e+03	4.125814684571e-04	2.149101945978e-01
2.834136094794e+03	1.969311337907e+03	4.027808235665e-04	2.040916213764e-01
2.834136094794e+03	2.015337685942e+03	3.930580885285e-04	1.924156586832e-01
2.834136094794e+03	2.062439752514e+03	3.834296007297e-04	1.798336791873e-01
2.834136094794e+03	2.110642679102e+03	3.739127658732e-04	1.662945670995e-01
2.834136094794e+03	2.159972194783e+03	3.644131902960e-04	1.526225414712e-01
2.834136094794e+03	2.210454629971e+03	3.547553846342e-04	1.402787889853e-01
2.834136094794e+03	2.262116930469e+03	3.449360264995e-04	1.293928111256e-01
2.834136094794e+03	2.314986671851e+03	3.349543746057e-04	1.200812595483e-01
2.834136094794e+03	2.369092074183e+03	3.248098138417e-04	1.124674175032e-01
2.834136094794e+03	2.424462017082e+03	3.143621308605e-04	1.064642726743e-01
2.834136094794e+03	2.481126055138e+03	3.033826586990e-04	1.018543801816e-01
2.834136094794e+03	2.539114433680e+03	2.918429762570e-04	9.873910636056e-02
2.834136094794e+03	2.598458104929e+03	2.797156332049e-04	9.722915848999e-02
2.834136094794e+03	2.659188744513e+03	2.669718586997e-04	9.744141468126e-02
2.834136094794e+03	2.721338768375e+03	2.537732950260e-04	9.863358247856e-02
2.834136094794e+03	2.784941350081e+03	2.403844480349e-04	9.959937648757e-02
2.834136094794e+03	2.850030438518e+03	2.268087603154e-04	1.003110994748e-01
2.834136094794e+03	2.916640776024e+03	2.130478274000e-04	1.007497309236e-01
2.834136094794e+03	2.984807916924e+03	1.991035640694e-04	1.008951871079e-01
2.834136094794e+03	3.054568246515e+03	1.855380271037e-04	1.007494146760e-01
2.834136094794e+03	3.125959000482e+03	1.731699085047e-04	1.003237830511e-01
2.834136094794e+03	3.199018284775e+03	1.621032471874e-04	9.959886138775e-02
2.834136094794e+03	3.273785095949e+03	1.524436760989e-04	9.855397179062e-02
2.834136094794e+03	3.350299341977e+03	1.443028539497e-04	9.716730602041e-02
2.834136094794e+03	3.428601863557e+03	1.373598728683e-04	9.889676777004e-02
2.834136094794e+03	3.508734455903e+03	1.311356521030e-04	1.085062850079e-01
2.834136094794e+03	3.590739891061e+03	1.256865520538e-04	1.265674354938e-01
2.834136094794e+03	3.674661940737e+03	1.210742233306e-04	1.536668045621e-01
2.834136094794e+03	3.760545399658e+03	1.173638161749e-04	1.904230854712e-01
2.834136094794e+03	3.848436109487e+03	1.142227829128e-04	2.301006031371e-01
2.834136094794e+03	3.938380983288e+03	1.112032657878e-04	2.638054360004e-01
2.834136094794e+03	4.030428030568e+03	1.083163152901e-04	2.910531429385e-01
2.834136094794e+03	4.124626382901e+03	1.055746361114e-04	3.113502006456e-01
2.834136094794e+03	4.221026320157e+03	1.029916841589e-04	3.241753493804e-01
2.834136094794e+03	4.319679297334e+03	1.005261894776e-04	3.330681281137e-01
2.834136094794e+03	4.420637972029e+03	9.812540743381e-05	3.424440341708e-01
2.834136094794e+03	4.523956232538e+03	9.579658006418e-05	3.523314771156e-01
2.834136094794e+03	4.629689226627e+03	9.354744526467e-05	3.627562402751e-01
2.834136094794e+03	4.737893390963e+03	9.138620817589e-05	3.737453634930e-01
2.834136094794e+03	4.848626481239e+03	8.929082214127e-05	3.838466211365e-01
2.834136094794e+03	4.961947603003e+03	8.723515923760e-05	3.913877002208e-01
2.834136094794e+03	5.077917243205e+03	8.522433640063e-05	3.961762463697e-01
2.834136094794e+03	5.196597302486e+03	8.326379412138e-05	3.980094263335e-01
2.834136094794e+03	5.318051128214e+03	8.135930758595e-05	3.966731344992e-01
2.834136094794e+03	5.442343548300e+03	7.950026706790e-05	3.936137951509e-01
2.834136094794e+03	5.569540905800e+03	7.767508566380e-05	3.904000810693e-01
2.834136094794e+03	5.699711094326e+03	7.588821061594e-05	3.870244652134e-01
2.834136094794e+03	5.832923594286e+03	7.414436599330e-05	3.834790592919e-01
2.834136094794e+03	5.969249509971e+03	7.244856134566e-05	3.797553656034e-01
2.834136094794e+03	6.108761607505e+03	7.079017275591e-05	3.752300554153e-01
2.834136094794e+03	6.251534353690e+03	6.915863670347e-05	3.692692628765e-01
2.834136094794e+03	6.397643955748e+03	6.755768356421e-05	3.617765560471e-01
2.834136094794e+03	6.547168402005e+03	6.599127762973e-05	3.526502755131e-01
2.834136094794e+03	6.700187503510e+03	6.446361039051e-05	3.417831831918e-01
2.834136094794e+03	6.856782936642e+03	6.296355747318e-05	3.289902791022e-01
2.834136094794e+03	7.017038286704e+03	6.148092663720e-05	3.140835551416e-01
2.834136094794e+03	7.181039092537e+03	6.001860688669e-05	2.969277846768e-01
2.834136094794e+03	7.348872892180e+03	5.857967211183e-05	2.773805220360e-01
2.834136094794e+03	7.520629269592e+03	5.716734169223e-05	2.552983202651e-01
2.834136094794e+03	7.696399902471e+03	5.576556274965e-05	2.331304582300e-01
2.834136094794e+03	7.876278611187e+03	5.436037844470e-05	2.130668319415e-01
2.834136094794e+03	8.060361408861e+03	5.295309746309e-05	1.952806311399e-01
2.834136094794e+03	8.248746552615e+03	5.154512472817e-05	1.799549577322e-01
2.834136094794e+03	8.441534596013e+03	5.013788274688e-05	1.672772659151e-01
2.834136094794e+03	8.638828442740e+03	4.871314358891e-05	1.560186398353e-01
2.834136094794e+03	8.840733401525e+03	4.725569152563e-05	1.451711128012e-01
