# Gao et al. 2022, ab initio silica-hydrogen mixture
# P (GPa)	T(1000 K)
762.395693648223	2.976961396111223
778.0318718276513	3.9706769591337547
794.21388474148	4.959960322569003
810.6685457231202	5.943252008784409
829.8552490006826	6.94460080442948
863.979696639369	2.9761406184098753
879.8886750993069	3.965998526236068
895.79771210259	4.95667721176361
912.7992557445118	5.950228619245871
931.1658735957841	6.939532502123654
