# K2-18b_model1_iron_rich
# Calculated total mass (Me): 8.6193375368
# Calculated total radius (Re): 2.7538235756
# Calculated surface pressure (bar): 0.2905034707
# Calculated surface density (kg m-3): 0.0318781628
# Mass at layer boundaries (Me): 8.1757340235 8.2015364023 8.6193375368
# Radius at layer boundaries (Re): 1.3100941767 1.3229022132 2.7538235756
# Pressure at layer boundaries (GPa): 60.4444635523 52.3612978474 0.0000290503
# Temperature at layer boundaries (K): 5500.0000000000 5357.7978980194 256.6242775265
# M (kg)	R (m)	P (Pa)	rho (kg m-3)	T (K)	layer
1.1506828453e+15	2.1100000000e+03	5.8165994920e+12	31442.9315666331	5500.0000000000	core
1.3265957926e+15	2.2100000000e+03	5.8165994378e+12	31442.9314724134	5500.0000000000	core
1.5195780760e+15	2.3100000000e+03	5.8165993808e+12	31442.9313731409	5500.0000000000	core
1.7304199422e+15	2.4100000000e+03	5.8165993210e+12	31442.9312688149	5500.0000000000	core
1.9599116382e+15	2.5100000000e+03	5.8165992585e+12	31442.9311594350	5500.0000000000	core
2.2088434109e+15	2.6100000000e+03	5.8165991932e+12	31442.9310450008	5500.0000000000	core
2.4780055072e+15	2.7100000000e+03	5.8165991252e+12	31442.9309255119	5500.0000000000	core
2.7681881739e+15	2.8100000000e+03	5.8165990544e+12	31442.9308009680	5500.0000000000	core
3.0801816578e+15	2.9100000000e+03	5.8165989808e+12	31442.9306713689	5500.0000000000	core
3.4147762058e+15	3.0100000000e+03	5.8165989045e+12	31442.9305367142	5500.0000000000	core
3.7727620646e+15	3.1100000000e+03	5.8165988254e+12	31442.9303970038	5500.0000000000	core
4.1549294811e+15	3.2100000000e+03	5.8165987435e+12	31442.9302522375	5500.0000000000	core
4.5620687019e+15	3.3100000000e+03	5.8165986589e+12	31442.9301024150	5500.0000000000	core
