# K2-18b_model3_water_world
# Calculated total mass (Me): 8.6331802325
# Calculated total radius (Re): 2.6808679956
# Calculated surface pressure (bar): 0.6042639129
# Calculated surface density (kg m-3): 0.0667140091
# Mass at layer boundaries (Me): 0.2849123666 0.8633402757 8.6326627612 8.6331802325
# Radius at layer boundaries (Re): 0.4479375294 0.7869894836 2.5884649192 2.6808679956
# Pressure at layer boundaries (GPa): 699.4086478342 467.4492765930 0.0110593749 0.0000604264
# Temperature at layer boundaries (K): 5500.0000000000 5500.0000000000 721.0374590093 254.9000000000
# M (kg)	R (m)	P (Pa)	rho (kg m-3)	T (K)	layer
1.3096588298e+15	2.6100000000e+03	1.0628897164e+12	18643.0199709989	5500.0000000000	core
1.4692493696e+15	2.7100000000e+03	1.0628896925e+12	18643.0198606606	5500.0000000000	core
1.6413033435e+15	2.8100000000e+03	1.0628896676e+12	18643.0197456545	5500.0000000000	core
1.8262893017e+15	2.9100000000e+03	1.0628896417e+12	18643.0196259802	5500.0000000000	core
2.0246757940e+15	3.0100000000e+03	1.0628896149e+12	18643.0195016375	5500.0000000000	core
2.2369313705e+15	3.1100000000e+03	1.0628895871e+12	18643.0193726262	5500.0000000000	core
2.4635245811e+15	3.2100000000e+03	1.0628895583e+12	18643.0192389462	5500.0000000000	core
2.7049239757e+15	3.3100000000e+03	1.0628895285e+12	18643.0191005973	5500.0000000000	core
2.9615981042e+15	3.4100000000e+03	1.0628894978e+12	18643.0189575792	5500.0000000000	core
3.2340155164e+15	3.5100000000e+03	1.0628894661e+12	18643.0188098920	5500.0000000000	core
3.5226447623e+15	3.6100000000e+03	1.0628894335e+12	18643.0186575354	5500.0000000000	core
3.8279543917e+15	3.7100000000e+03	1.0628893998e+12	18643.0185005093	5500.0000000000	core
4.1504129544e+15	3.8100000000e+03	1.0628893652e+12	18643.0183388136	5500.0000000000	core
4.4904890001e+15	3.9100000000e+03	1.0628893296e+12	18643.0181724482	5500.0000000000	core
4.8486510786e+15	4.0100000000e+03	1.0628892931e+12	18643.0180014131	5500.0000000000	core
5.2253677397e+15	4.1100000000e+03	1.0628892556e+12	18643.0178257081	5500.0000000000	core
5.6211075330e+15	4.2100000000e+03	1.0628892171e+12	18643.0176453332	5500.0000000000	core
6.0363390082e+15	4.3100000000e+03	1.0628891776e+12	18643.0174602883	5500.0000000000	core
6.4715307150e+15	4.4100000000e+03	1.0628891372e+12	18643.0172705733	5500.0000000000	core
6.9271512030e+15	4.5100000000e+03	1.0628890958e+12	18643.0170761882	5500.0000000000	core
7.4036690217e+15	4.6100000000e+03	1.0628890534e+12	18643.0168771329	5500.0000000000	core
7.9015527208e+15	4.7100000000e+03	1.0628890101e+12	18643.0166734073	5500.0000000000	core
8.4212708498e+15	4.8100000000e+03	1.0628889657e+12	18643.0164650115	5500.0000000000	core
8.9632919581e+15	4.9100000000e+03	1.0628889205e+12	18643.0162519453	5500.0000000000	core
9.5280845952e+15	5.0100000000e+03	1.0628888742e+12	18643.0160342087	5500.0000000000	core
1.0116117311e+16	5.1100000000e+03	1.0628888270e+12	18643.0158118017	5500.0000000000	core
1.0727858654e+16	5.2100000000e+03	1.0628887787e+12	18643.0155847242	5500.0000000000	core
1.1363777174e+16	5.3100000000e+03	1.0628887296e+12	18643.0153529763	5500.0000000000	core
1.2024341420e+16	5.4100000000e+03	1.0628886794e+12	18643.0151165577	5500.0000000000	core
1.2710019942e+16	5.5100000000e+03	1.0628886283e+12	18643.0148754686	5500.0000000000	core
1.3421281289e+16	5.6100000000e+03	1.0628885762e+12	18643.0146297090	5500.0000000000	core
1.4158594010e+16	5.7100000000e+03	1.0628885232e+12	18643.0143792786	5500.0000000000	core
1.4922426654e+16	5.8100000000e+03	1.0628884691e+12	18643.0141241777	5500.0000000000	core
1.5713247771e+16	5.9100000000e+03	1.0628884141e+12	18643.0138644060	5500.0000000000	core
1.6531525909e+16	6.0100000000e+03	1.0628883581e+12	18643.0135999636	5500.0000000000	core
1.7377729618e+16	6.1100000000e+03	1.0628883012e+12	18643.0133308505	5500.0000000000	core
1.8252327446e+16	6.2100000000e+03	1.0628882433e+12	18643.0130570667	5500.0000000000	core
1.9155787943e+16	6.3100000000e+03	1.0628881844e+12	18643.0127786120	5500.0000000000	core
2.0088579657e+16	6.4100000000e+03	1.0628881245e+12	18643.0124954866	5500.0000000000	core
2.1051171138e+16	6.5100000000e+03	1.0628880637e+12	18643.0122076904	5500.0000000000	core
2.2044030934e+16	6.6100000000e+03	1.0628880019e+12	18643.0119152233	5500.0000000000	core
2.3067627594e+16	6.7100000000e+03	1.0628879391e+12	18643.0116180853	5500.0000000000	core
2.4122429667e+16	6.8100000000e+03	1.0628878753e+12	18643.0113162765	5500.0000000000	core
2.5208905701e+16	6.9100000000e+03	1.0628878106e+12	18643.0110097969	5500.0000000000	core
2.6327524246e+16	7.0100000000e+03	1.0628877449e+12	18643.0106986463	5500.0000000000	core
2.7478753849e+16	7.1100000000e+03	1.0628876783e+12	18643.0103828248	5500.0000000000	core
2.8663063060e+16	7.2100000000e+03	1.0628876106e+12	18643.0100623324	5500.0000000000	core
2.9880920426e+16	7.3100000000e+03	1.0628875420e+12	18643.0097371690	5500.0000000000	core
