# Earth_isothermal_iron_silicate_2layer
# Calculated total mass (Me): 1.0000047960
# Calculated total radius (Re): 0.9708381730
# Calculated surface pressure (bar): 45.5529589543
# Calculated surface density (kg m-3): 4000.1724453762
# Mass at layer boundaries (Me): 0.3250247227 1.0000047960
# Radius at layer boundaries (Re): 0.5147559253 0.9708381730
# Pressure at layer boundaries (GPa): 154.6710003733 0.0045552959
# Temperature at layer boundaries (K): 300.0000000000 300.0000000000
# M (kg)	R (m)	P (Pa)	rho (kg m-3)	T (K)	layer
4.9430150345e+23	2.0245100000e+06	3.1875906270e+11	13797.0017094719	300.0000000000	N/A
4.9437256496e+23	2.0246100000e+06	3.1874795709e+11	13796.8950199505	300.0000000000	N/A
4.9444363294e+23	2.0247100000e+06	3.1873685106e+11	13796.7883264566	300.0000000000	N/A
4.9451470740e+23	2.0248100000e+06	3.1872574462e+11	13796.6816289902	300.0000000000	N/A
4.9458578832e+23	2.0249100000e+06	3.1871463777e+11	13796.5749275516	300.0000000000	N/A
4.9465687572e+23	2.0250100000e+06	3.1870353050e+11	13796.4682221409	300.0000000000	N/A
4.9472796958e+23	2.0251100000e+06	3.1869242282e+11	13796.3615127583	300.0000000000	N/A
4.9479906992e+23	2.0252100000e+06	3.1868131473e+11	13796.2547994040	300.0000000000	N/A
4.9487017673e+23	2.0253100000e+06	3.1867020622e+11	13796.1480820781	300.0000000000	N/A
4.9494129001e+23	2.0254100000e+06	3.1865909730e+11	13796.0413607809	300.0000000000	N/A
4.9501240977e+23	2.0255100000e+06	3.1864798797e+11	13795.9346355125	300.0000000000	N/A
4.9508353600e+23	2.0256100000e+06	3.1863687822e+11	13795.8279062731	300.0000000000	N/A
4.9515466870e+23	2.0257100000e+06	3.1862576806e+11	13795.7211730629	300.0000000000	N/A
4.9522580787e+23	2.0258100000e+06	3.1861465749e+11	13795.6144358820	300.0000000000	N/A
4.9529695352e+23	2.0259100000e+06	3.1860354650e+11	13795.5076947306	300.0000000000	N/A
4.9536810564e+23	2.0260100000e+06	3.1859243510e+11	13795.4009496090	300.0000000000	N/A
4.9543926423e+23	2.0261100000e+06	3.1858132329e+11	13795.2942005172	300.0000000000	N/A
4.9551042930e+23	2.0262100000e+06	3.1857021106e+11	13795.1874474554	300.0000000000	N/A
4.9558160084e+23	2.0263100000e+06	3.1855909842e+11	13795.0806904239	300.0000000000	N/A
4.9565277886e+23	2.0264100000e+06	3.1854798537e+11	13794.9739294228	300.0000000000	N/A
4.9572396335e+23	2.0265100000e+06	3.1853687191e+11	13794.8671644523	300.0000000000	N/A
4.9579515432e+23	2.0266100000e+06	3.1852575803e+11	13794.7603955126	300.0000000000	N/A
4.9586635176e+23	2.0267100000e+06	3.1851464373e+11	13794.6536226037	300.0000000000	N/A
4.9593755568e+23	2.0268100000e+06	3.1850352903e+11	13794.5468457260	300.0000000000	N/A
4.9600876607e+23	2.0269100000e+06	3.1849241391e+11	13794.4400648796	300.0000000000	N/A
4.9607998294e+23	2.0270100000e+06	3.1848129838e+11	13794.3332800647	300.0000000000	N/A
4.9615120628e+23	2.0271100000e+06	3.1847018244e+11	13794.2264912814	300.0000000000	N/A
4.9622243610e+23	2.0272100000e+06	3.1845906608e+11	13794.1196985299	300.0000000000	N/A
4.9629367240e+23	2.0273100000e+06	3.1844794931e+11	13794.0129018104	300.0000000000	N/A
4.9636491517e+23	2.0274100000e+06	3.1843683213e+11	13793.9061011231	300.0000000000	N/A
4.9643616442e+23	2.0275100000e+06	3.1842571453e+11	13793.7992964681	300.0000000000	N/A
4.9650742015e+23	2.0276100000e+06	3.1841459652e+11	13793.6924878457	300.0000000000	N/A
4.9657868235e+23	2.0277100000e+06	3.1840347810e+11	13793.5856752560	300.0000000000	N/A
4.9664995103e+23	2.0278100000e+06	3.1839235926e+11	13793.4788586992	300.0000000000	N/A
4.9672122619e+23	2.0279100000e+06	3.1838124001e+11	13793.3720381754	300.0000000000	N/A
4.9679250783e+23	2.0280100000e+06	3.1837012035e+11	13793.2652136848	300.0000000000	N/A
4.9686379595e+23	2.0281100000e+06	3.1835900028e+11	13793.1583852277	300.0000000000	N/A
4.9693509054e+23	2.0282100000e+06	3.1834787979e+11	13793.0515528042	300.0000000000	N/A
4.9700639161e+23	2.0283100000e+06	3.1833675889e+11	13792.9447164144	300.0000000000	N/A
4.9707769917e+23	2.0284100000e+06	3.1832563758e+11	13792.8378760586	300.0000000000	N/A
4.9714901320e+23	2.0285100000e+06	3.1831451586e+11	13792.7310317369	300.0000000000	N/A
4.9722033370e+23	2.0286100000e+06	3.1830339372e+11	13792.6241834495	300.0000000000	N/A
4.9729166069e+23	2.0287100000e+06	3.1829227117e+11	13792.5173311965	300.0000000000	N/A
4.9736299416e+23	2.0288100000e+06	3.1828114821e+11	13792.4104749782	300.0000000000	N/A
4.9743433411e+23	2.0289100000e+06	3.1827002483e+11	13792.3036147948	300.0000000000	N/A
4.9750568054e+23	2.0290100000e+06	3.1825890104e+11	13792.1967506463	300.0000000000	N/A
4.9757703345e+23	2.0291100000e+06	3.1824777684e+11	13792.0898825331	300.0000000000	N/A
4.9764839284e+23	2.0292100000e+06	3.1823665223e+11	13791.9830104552	300.0000000000	N/A
4.9771975871e+23	2.0293100000e+06	3.1822552720e+11	13791.8761344128	300.0000000000	N/A
4.9779113106e+23	2.0294100000e+06	3.1821440176e+11	13791.7692544061	300.0000000000	N/A
4.9786250989e+23	2.0295100000e+06	3.1820327591e+11	13791.6623704354	300.0000000000	N/A
4.9793389520e+23	2.0296100000e+06	3.1819214964e+11	13791.5554825007	300.0000000000	N/A
4.9800528700e+23	2.0297100000e+06	3.1818102297e+11	13791.4485906022	300.0000000000	N/A
4.9807668528e+23	2.0298100000e+06	3.1816989588e+11	13791.3416947402	300.0000000000	N/A
4.9814809004e+23	2.0299100000e+06	3.1815876838e+11	13791.2347949147	300.0000000000	N/A
4.9821950128e+23	2.0300100000e+06	3.1814764046e+11	13791.1278911261	300.0000000000	N/A
4.9829091900e+23	2.0301100000e+06	3.1813651214e+11	13791.0209833744	300.0000000000	N/A
4.9836234321e+23	2.0302100000e+06	3.1812538340e+11	13790.9140716598	300.0000000000	N/A
4.9843377390e+23	2.0303100000e+06	3.1811425424e+11	13790.8071559825	300.0000000000	N/A
4.9850521107e+23	2.0304100000e+06	3.1810312468e+11	13790.7002363427	300.0000000000	N/A
4.9857665473e+23	2.0305100000e+06	3.1809199470e+11	13790.5933127406	300.0000000000	N/A
4.9864810487e+23	2.0306100000e+06	3.1808086431e+11	13790.4863851763	300.0000000000	N/A
4.9871956149e+23	2.0307100000e+06	3.1806973351e+11	13790.3794536500	300.0000000000	N/A
4.9879102460e+23	2.0308100000e+06	3.1805860230e+11	13790.2725181619	300.0000000000	N/A
4.9886249419e+23	2.0309100000e+06	3.1804747067e+11	13790.1655787122	300.0000000000	N/A
4.9893397026e+23	2.0310100000e+06	3.1803633863e+11	13790.0586353010	300.0000000000	N/A
4.9900545282e+23	2.0311100000e+06	3.1802520618e+11	13789.9516879285	300.0000000000	N/A
4.9907694187e+23	2.0312100000e+06	3.1801407332e+11	13789.8447365950	300.0000000000	N/A
4.9914843740e+23	2.0313100000e+06	3.1800294004e+11	13789.7377813005	300.0000000000	N/A
4.9921993941e+23	2.0314100000e+06	3.1799180636e+11	13789.6308220452	300.0000000000	N/A
4.9929144792e+23	2.0315100000e+06	3.1798067226e+11	13789.5238588294	300.0000000000	N/A
4.9936296290e+23	2.0316100000e+06	3.1796953774e+11	13789.4168916532	300.0000000000	N/A
4.9943448438e+23	2.0317100000e+06	3.1795840282e+11	13789.3099205168	300.0000000000	N/A
4.9950601233e+23	2.0318100000e+06	3.1794726748e+11	13789.2029454204	300.0000000000	N/A
4.9957754678e+23	2.0319100000e+06	3.1793613173e+11	13789.0959663641	300.0000000000	N/A
4.9964908771e+23	2.0320100000e+06	3.1792499557e+11	13788.9889833481	300.0000000000	N/A
4.9972063513e+23	2.0321100000e+06	3.1791385900e+11	13788.8819963726	300.0000000000	N/A
4.9979218904e+23	2.0322100000e+06	3.1790272202e+11	13788.7750054377	300.0000000000	N/A
4.9986374943e+23	2.0323100000e+06	3.1789158462e+11	13788.6680105437	300.0000000000	N/A
4.9993531631e+23	2.0324100000e+06	3.1788044681e+11	13788.5610116907	300.0000000000	N/A
5.0000688968e+23	2.0325100000e+06	3.1786930859e+11	13788.4540088790	300.0000000000	N/A
5.0007846953e+23	2.0326100000e+06	3.1785816995e+11	13788.3470021086	300.0000000000	N/A
5.0015005588e+23	2.0327100000e+06	3.1784703091e+11	13788.2399913797	300.0000000000	N/A
5.0022164871e+23	2.0328100000e+06	3.1783589145e+11	13788.1329766926	300.0000000000	N/A
5.0029324803e+23	2.0329100000e+06	3.1782475158e+11	13788.0259580474	300.0000000000	N/A
5.0036485384e+23	2.0330100000e+06	3.1781361130e+11	13787.9189354443	300.0000000000	N/A
5.0043646614e+23	2.0331100000e+06	3.1780247061e+11	13787.8119088834	300.0000000000	N/A
5.0050808493e+23	2.0332100000e+06	3.1779132950e+11	13787.7048783650	300.0000000000	N/A
5.0057971021e+23	2.0333100000e+06	3.1778018799e+11	13787.5978438892	300.0000000000	N/A
5.0065134197e+23	2.0334100000e+06	3.1776904606e+11	13787.4908054562	300.0000000000	N/A
5.0072298023e+23	2.0335100000e+06	3.1775790372e+11	13787.3837630662	300.0000000000	N/A
5.0079462498e+23	2.0336100000e+06	3.1774676096e+11	13787.2767167193	300.0000000000	N/A
5.0086627621e+23	2.0337100000e+06	3.1773561780e+11	13787.1696664157	300.0000000000	N/A
5.0093793394e+23	2.0338100000e+06	3.1772447422e+11	13787.0626121557	300.0000000000	N/A
5.0100959816e+23	2.0339100000e+06	3.1771333024e+11	13786.9555539393	300.0000000000	N/A
5.0108126887e+23	2.0340100000e+06	3.1770218584e+11	13786.8484917667	300.0000000000	N/A
5.0115294607e+23	2.0341100000e+06	3.1769104102e+11	13786.7414256382	300.0000000000	N/A
5.0122462976e+23	2.0342100000e+06	3.1767989580e+11	13786.6343555540	300.0000000000	N/A
5.0129631995e+23	2.0343100000e+06	3.1766875017e+11	13786.5272815140	300.0000000000	N/A
5.0136801662e+23	2.0344100000e+06	3.1765760412e+11	13786.4202035187	300.0000000000	N/A
5.0143971979e+23	2.0345100000e+06	3.1764645766e+11	13786.3131215681	300.0000000000	N/A
5.0151142945e+23	2.0346100000e+06	3.1763531079e+11	13786.2060356624	300.0000000000	N/A
5.0158314560e+23	2.0347100000e+06	3.1762416351e+11	13786.0989458018	300.0000000000	N/A
5.0165486824e+23	2.0348100000e+06	3.1761301582e+11	13785.9918519865	300.0000000000	N/A
5.0172659738e+23	2.0349100000e+06	3.1760186771e+11	13785.8847542167	300.0000000000	N/A
5.0179833301e+23	2.0350100000e+06	3.1759071920e+11	13785.7776524924	300.0000000000	N/A
5.0187007514e+23	2.0351100000e+06	3.1757957027e+11	13785.6705468140	300.0000000000	N/A
5.0194182375e+23	2.0352100000e+06	3.1756842093e+11	13785.5634371815	300.0000000000	N/A
5.0201357886e+23	2.0353100000e+06	3.1755727118e+11	13785.4563235952	300.0000000000	N/A
5.0208534047e+23	2.0354100000e+06	3.1754612101e+11	13785.3492060553	300.0000000000	N/A
5.0215710857e+23	2.0355100000e+06	3.1753497044e+11	13785.2420845618	300.0000000000	N/A
5.0222888316e+23	2.0356100000e+06	3.1752381945e+11	13785.1349591151	300.0000000000	N/A
5.0230066425e+23	2.0357100000e+06	3.1751266806e+11	13785.0278297152	300.0000000000	N/A
5.0237245183e+23	2.0358100000e+06	3.1750151625e+11	13784.9206963623	300.0000000000	N/A
5.0244424591e+23	2.0359100000e+06	3.1749036403e+11	13784.8135590567	300.0000000000	N/A
5.0251604648e+23	2.0360100000e+06	3.1747921140e+11	13784.7064177985	300.0000000000	N/A
5.0258785355e+23	2.0361100000e+06	3.1746805835e+11	13784.5992725878	300.0000000000	N/A
5.0265966712e+23	2.0362100000e+06	3.1745690490e+11	13784.4921234249	300.0000000000	N/A
5.0273148718e+23	2.0363100000e+06	3.1744575104e+11	13784.3849703099	300.0000000000	N/A
5.0280331373e+23	2.0364100000e+06	3.1743459676e+11	13784.2778132431	300.0000000000	N/A
5.0287514679e+23	2.0365100000e+06	3.1742344207e+11	13784.1706522245	300.0000000000	N/A
5.0294698634e+23	2.0366100000e+06	3.1741228697e+11	13784.0634872543	300.0000000000	N/A
5.0301883238e+23	2.0367100000e+06	3.1740113146e+11	13783.9563183329	300.0000000000	N/A
5.0309068492e+23	2.0368100000e+06	3.1738997554e+11	13783.8491454602	300.0000000000	N/A
5.0316254397e+23	2.0369100000e+06	3.1737881921e+11	13783.7419686365	300.0000000000	N/A
5.0323440950e+23	2.0370100000e+06	3.1736766246e+11	13783.6347878620	300.0000000000	N/A
5.0330628154e+23	2.0371100000e+06	3.1735650531e+11	13783.5276031368	300.0000000000	N/A
5.0337816007e+23	2.0372100000e+06	3.1734534774e+11	13783.4204144612	300.0000000000	N/A
5.0345004510e+23	2.0373100000e+06	3.1733418976e+11	13783.3132218352	300.0000000000	N/A
5.0352193663e+23	2.0374100000e+06	3.1732303137e+11	13783.2060252592	300.0000000000	N/A
5.0359383466e+23	2.0375100000e+06	3.1731187257e+11	13783.0988247331	300.0000000000	N/A
5.0366573919e+23	2.0376100000e+06	3.1730071336e+11	13782.9916202574	300.0000000000	N/A
5.0373765021e+23	2.0377100000e+06	3.1728955374e+11	13782.8844118320	300.0000000000	N/A
5.0380956774e+23	2.0378100000e+06	3.1727839370e+11	13782.7771994572	300.0000000000	N/A
5.0388149176e+23	2.0379100000e+06	3.1726723326e+11	13782.6699831332	300.0000000000	N/A
5.0395342228e+23	2.0380100000e+06	3.1725607240e+11	13782.5627628601	300.0000000000	N/A
5.0402535931e+23	2.0381100000e+06	3.1724491114e+11	13782.4555386382	300.0000000000	N/A
5.0409730283e+23	2.0382100000e+06	3.1723374946e+11	13782.3483104675	300.0000000000	N/A
5.0416925286e+23	2.0383100000e+06	3.1722258737e+11	13782.2410783483	300.0000000000	N/A
5.0424120938e+23	2.0384100000e+06	3.1721142487e+11	13782.1338422808	300.0000000000	N/A
5.0431317240e+23	2.0385100000e+06	3.1720026196e+11	13782.0266022650	300.0000000000	N/A
5.0438514193e+23	2.0386100000e+06	3.1718909864e+11	13781.9193583013	300.0000000000	N/A
5.0445711796e+23	2.0387100000e+06	3.1717793491e+11	13781.8121103898	300.0000000000	N/A
5.0452910048e+23	2.0388100000e+06	3.1716677077e+11	13781.7048585306	300.0000000000	N/A
5.0460108951e+23	2.0389100000e+06	3.1715560621e+11	13781.5976027240	300.0000000000	N/A
5.0467308505e+23	2.0390100000e+06	3.1714444125e+11	13781.4903429701	300.0000000000	N/A
5.0474508708e+23	2.0391100000e+06	3.1713327587e+11	13781.3830792690	300.0000000000	N/A
5.0481709561e+23	2.0392100000e+06	3.1712211008e+11	13781.2758116211	300.0000000000	N/A
5.0488911065e+23	2.0393100000e+06	3.1711094389e+11	13781.1685400263	300.0000000000	N/A
5.0496113219e+23	2.0394100000e+06	3.1709977728e+11	13781.0612644850	300.0000000000	N/A
5.0503316024e+23	2.0395100000e+06	3.1708861026e+11	13780.9539849973	300.0000000000	N/A
5.0510519478e+23	2.0396100000e+06	3.1707744283e+11	13780.8467015634	300.0000000000	N/A
5.0517723583e+23	2.0397100000e+06	3.1706627499e+11	13780.7394141834	300.0000000000	N/A
5.0524928338e+23	2.0398100000e+06	3.1705510674e+11	13780.6321228576	300.0000000000	N/A
5.0532133744e+23	2.0399100000e+06	3.1704393808e+11	13780.5248275861	300.0000000000	N/A
5.0539339800e+23	2.0400100000e+06	3.1703276900e+11	13780.4175283690	300.0000000000	N/A
5.0546546507e+23	2.0401100000e+06	3.1702159952e+11	13780.3102252066	300.0000000000	N/A
5.0553753864e+23	2.0402100000e+06	3.1701042963e+11	13780.2029180991	300.0000000000	N/A
5.0560961871e+23	2.0403100000e+06	3.1699925932e+11	13780.0956070466	300.0000000000	N/A
5.0568170529e+23	2.0404100000e+06	3.1698808861e+11	13779.9882920492	300.0000000000	N/A
5.0575379837e+23	2.0405100000e+06	3.1697691748e+11	13779.8809731073	300.0000000000	N/A
5.0582589796e+23	2.0406100000e+06	3.1696574595e+11	13779.7736502209	300.0000000000	N/A
5.0589800405e+23	2.0407100000e+06	3.1695457400e+11	13779.6663233902	300.0000000000	N/A
5.0597011665e+23	2.0408100000e+06	3.1694340164e+11	13779.5589926154	300.0000000000	N/A
5.0604223576e+23	2.0409100000e+06	3.1693222888e+11	13779.4516578967	300.0000000000	N/A
5.0611436137e+23	2.0410100000e+06	3.1692105570e+11	13779.3443192342	300.0000000000	N/A
5.0618649349e+23	2.0411100000e+06	3.1690988211e+11	13779.2369766282	300.0000000000	N/A
5.0625863211e+23	2.0412100000e+06	3.1689870811e+11	13779.1296300788	300.0000000000	N/A
5.0633077724e+23	2.0413100000e+06	3.1688753370e+11	13779.0222795862	300.0000000000	N/A
5.0640292888e+23	2.0414100000e+06	3.1687635888e+11	13778.9149251506	300.0000000000	N/A
5.0647508702e+23	2.0415100000e+06	3.1686518365e+11	13778.8075667721	300.0000000000	N/A
5.0654725167e+23	2.0416100000e+06	3.1685400801e+11	13778.7002044509	300.0000000000	N/A
5.0661942283e+23	2.0417100000e+06	3.1684283196e+11	13778.5928381872	300.0000000000	N/A
5.0669160050e+23	2.0418100000e+06	3.1683165550e+11	13778.4854679812	300.0000000000	N/A
5.0676378468e+23	2.0419100000e+06	3.1682047863e+11	13778.3780938331	300.0000000000	N/A
5.0683597536e+23	2.0420100000e+06	3.1680930135e+11	13778.2707157430	300.0000000000	N/A
5.0690817255e+23	2.0421100000e+06	3.1679812365e+11	13778.1633337111	300.0000000000	N/A
5.0698037625e+23	2.0422100000e+06	3.1678694555e+11	13778.0559477376	300.0000000000	N/A
5.0705258646e+23	2.0423100000e+06	3.1677576704e+11	13777.9485578226	300.0000000000	N/A
5.0712480318e+23	2.0424100000e+06	3.1676458812e+11	13777.8411639664	300.0000000000	N/A
5.0719702641e+23	2.0425100000e+06	3.1675340878e+11	13777.7337661691	300.0000000000	N/A
5.0726925615e+23	2.0426100000e+06	3.1674222904e+11	13777.6263644309	300.0000000000	N/A
5.0734149239e+23	2.0427100000e+06	3.1673104889e+11	13777.5189587520	300.0000000000	N/A
5.0741373515e+23	2.0428100000e+06	3.1671986832e+11	13777.4115491325	300.0000000000	N/A
5.0748598442e+23	2.0429100000e+06	3.1670868735e+11	13777.3041355726	300.0000000000	N/A
5.0755824019e+23	2.0430100000e+06	3.1669750597e+11	13777.1967180726	300.0000000000	N/A
5.0763050248e+23	2.0431100000e+06	3.1668632417e+11	13777.0892966325	300.0000000000	N/A
5.0770277128e+23	2.0432100000e+06	3.1667514197e+11	13776.9818712526	300.0000000000	N/A
5.0777504659e+23	2.0433100000e+06	3.1666395935e+11	13776.8744419330	300.0000000000	N/A
5.0784732841e+23	2.0434100000e+06	3.1665277633e+11	13776.7670086740	300.0000000000	N/A
5.0791961674e+23	2.0435100000e+06	3.1664159290e+11	13776.6595714756	300.0000000000	N/A
5.0799191159e+23	2.0436100000e+06	3.1663040905e+11	13776.5521303381	300.0000000000	N/A
5.0806421295e+23	2.0437100000e+06	3.1661922480e+11	13776.4446852616	300.0000000000	N/A
5.0813652081e+23	2.0438100000e+06	3.1660804013e+11	13776.3372362464	300.0000000000	N/A
5.0820883519e+23	2.0439100000e+06	3.1659685506e+11	13776.2297832926	300.0000000000	N/A
5.0828115609e+23	2.0440100000e+06	3.1658566958e+11	13776.1223264003	300.0000000000	N/A
5.0835348349e+23	2.0441100000e+06	3.1657448368e+11	13776.0148655698	300.0000000000	N/A
5.0842581741e+23	2.0442100000e+06	3.1656329738e+11	13775.9074008012	300.0000000000	N/A
5.0849815784e+23	2.0443100000e+06	3.1655211067e+11	13775.7999320948	300.0000000000	N/A
5.0857050479e+23	2.0444100000e+06	3.1654092354e+11	13775.6914340182	300.0000000000	N/A
5.0864285824e+23	2.0445100000e+06	3.1652973601e+11	13775.5820420921	300.0000000000	N/A
5.0871521820e+23	2.0446100000e+06	3.1651854807e+11	13775.4726461666	300.0000000000	N/A
5.0878758466e+23	2.0447100000e+06	3.1650735972e+11	13775.3632462490	300.0000000000	N/A
5.0885995762e+23	2.0448100000e+06	3.1649617096e+11	13775.2538423394	300.0000000000	N/A
5.0893233709e+23	2.0449100000e+06	3.1648498180e+11	13775.1444344381	300.0000000000	N/A
5.0900472307e+23	2.0450100000e+06	3.1647379222e+11	13775.0350225451	300.0000000000	N/A
5.0907711555e+23	2.0451100000e+06	3.1646260224e+11	13774.9256066608	300.0000000000	N/A
5.0914951453e+23	2.0452100000e+06	3.1645141185e+11	13774.8161867853	300.0000000000	N/A
5.0922192002e+23	2.0453100000e+06	3.1644022105e+11	13774.7067629188	300.0000000000	N/A
5.0929433201e+23	2.0454100000e+06	3.1642902985e+11	13774.5973350614	300.0000000000	N/A
5.0936675051e+23	2.0455100000e+06	3.1641783823e+11	13774.4879032133	300.0000000000	N/A
5.0943917552e+23	2.0456100000e+06	3.1640664621e+11	13774.3784673748	300.0000000000	N/A
5.0951160703e+23	2.0457100000e+06	3.1639545378e+11	13774.2690275460	300.0000000000	N/A
5.0958404505e+23	2.0458100000e+06	3.1638426094e+11	13774.1595837271	300.0000000000	N/A
5.0965648957e+23	2.0459100000e+06	3.1637306770e+11	13774.0501359183	300.0000000000	N/A
5.0972894061e+23	2.0460100000e+06	3.1636187404e+11	13773.9406841197	300.0000000000	N/A
5.0980139814e+23	2.0461100000e+06	3.1635067998e+11	13773.8312283316	300.0000000000	N/A
5.0987386219e+23	2.0462100000e+06	3.1633948551e+11	13773.7217685541	300.0000000000	N/A
5.0994633274e+23	2.0463100000e+06	3.1632829063e+11	13773.6123047875	300.0000000000	N/A
5.1001880980e+23	2.0464100000e+06	3.1631709535e+11	13773.5028370318	300.0000000000	N/A
5.1009129337e+23	2.0465100000e+06	3.1630589965e+11	13773.3933652873	300.0000000000	N/A
5.1016378345e+23	2.0466100000e+06	3.1629470355e+11	13773.2838895543	300.0000000000	N/A
5.1023628003e+23	2.0467100000e+06	3.1628350704e+11	13773.1744098327	300.0000000000	N/A
5.1030878313e+23	2.0468100000e+06	3.1627231012e+11	13773.0649261229	300.0000000000	N/A
5.1038129273e+23	2.0469100000e+06	3.1626111280e+11	13772.9554384251	300.0000000000	N/A
5.1045380884e+23	2.0470100000e+06	3.1624991506e+11	13772.8459467393	300.0000000000	N/A
5.1052633146e+23	2.0471100000e+06	3.1623871692e+11	13772.7364510659	300.0000000000	N/A
5.1059886059e+23	2.0472100000e+06	3.1622751837e+11	13772.6269514049	300.0000000000	N/A
5.1067139622e+23	2.0473100000e+06	3.1621631942e+11	13772.5174477566	300.0000000000	N/A
5.1074393837e+23	2.0474100000e+06	3.1620512005e+11	13772.4079401211	300.0000000000	N/A
5.1081648703e+23	2.0475100000e+06	3.1619392028e+11	13772.2984284987	300.0000000000	N/A
5.1088904220e+23	2.0476100000e+06	3.1618272010e+11	13772.1889128895	300.0000000000	N/A
5.1096160388e+23	2.0477100000e+06	3.1617151951e+11	13772.0793932937	300.0000000000	N/A
5.1103417207e+23	2.0478100000e+06	3.1616031852e+11	13771.9698697115	300.0000000000	N/A
5.1110674677e+23	2.0479100000e+06	3.1614911712e+11	13771.8603421430	300.0000000000	N/A
5.1117932798e+23	2.0480100000e+06	3.1613791531e+11	13771.7508105886	300.0000000000	N/A
5.1125191570e+23	2.0481100000e+06	3.1612671309e+11	13771.6412750482	300.0000000000	N/A
5.1132450993e+23	2.0482100000e+06	3.1611551046e+11	13771.5317355222	300.0000000000	N/A
5.1139711068e+23	2.0483100000e+06	3.1610430743e+11	13771.4221920107	300.0000000000	N/A
5.1146971793e+23	2.0484100000e+06	3.1609310399e+11	13771.3126445139	300.0000000000	N/A
5.1154233170e+23	2.0485100000e+06	3.1608190014e+11	13771.2030930320	300.0000000000	N/A
5.1161495198e+23	2.0486100000e+06	3.1607069588e+11	13771.0935375651	300.0000000000	N/A
5.1168757877e+23	2.0487100000e+06	3.1605949122e+11	13770.9839781135	300.0000000000	N/A
5.1176021208e+23	2.0488100000e+06	3.1604828615e+11	13770.8744146773	300.0000000000	N/A
5.1183285190e+23	2.0489100000e+06	3.1603708067e+11	13770.7648472568	300.0000000000	N/A
5.1190549823e+23	2.0490100000e+06	3.1602587479e+11	13770.6552758520	300.0000000000	N/A
5.1197815108e+23	2.0491100000e+06	3.1601466849e+11	13770.5457004633	300.0000000000	N/A
5.1205081043e+23	2.0492100000e+06	3.1600346179e+11	13770.4361210907	300.0000000000	N/A
5.1212347631e+23	2.0493100000e+06	3.1599225469e+11	13770.3265377344	300.0000000000	N/A
5.1219614869e+23	2.0494100000e+06	3.1598104717e+11	13770.2169503947	300.0000000000	N/A
5.1226882759e+23	2.0495100000e+06	3.1596983925e+11	13770.1073590718	300.0000000000	N/A
5.1234151301e+23	2.0496100000e+06	3.1595863092e+11	13769.9977637657	300.0000000000	N/A
5.1241420494e+23	2.0497100000e+06	3.1594742218e+11	13769.8881644768	300.0000000000	N/A
5.1248690338e+23	2.0498100000e+06	3.1593621304e+11	13769.7785612051	300.0000000000	N/A
5.1255960834e+23	2.0499100000e+06	3.1592500349e+11	13769.6689539509	300.0000000000	N/A
5.1263231982e+23	2.0500100000e+06	3.1591379353e+11	13769.5593427143	300.0000000000	N/A
5.1270503781e+23	2.0501100000e+06	3.1590258316e+11	13769.4497274956	300.0000000000	N/A
5.1277776231e+23	2.0502100000e+06	3.1589137239e+11	13769.3401082949	300.0000000000	N/A
5.1285049333e+23	2.0503100000e+06	3.1588016121e+11	13769.2304851124	300.0000000000	N/A
5.1292323087e+23	2.0504100000e+06	3.1586894962e+11	13769.1208579482	300.0000000000	N/A
5.1299597492e+23	2.0505100000e+06	3.1585773763e+11	13769.0112268027	300.0000000000	N/A
5.1306872549e+23	2.0506100000e+06	3.1584652523e+11	13768.9015916759	300.0000000000	N/A
5.1314148258e+23	2.0507100000e+06	3.1583531242e+11	13768.7919525681	300.0000000000	N/A
5.1321424618e+23	2.0508100000e+06	3.1582409920e+11	13768.6823094794	300.0000000000	N/A
5.1328701631e+23	2.0509100000e+06	3.1581288558e+11	13768.5726624100	300.0000000000	N/A
5.1335979294e+23	2.0510100000e+06	3.1580167155e+11	13768.4630113600	300.0000000000	N/A
5.1343257610e+23	2.0511100000e+06	3.1579045711e+11	13768.3533563298	300.0000000000	N/A
5.1350536577e+23	2.0512100000e+06	3.1577924227e+11	13768.2436973195	300.0000000000	N/A
5.1357816196e+23	2.0513100000e+06	3.1576802701e+11	13768.1340343292	300.0000000000	N/A
5.1365096467e+23	2.0514100000e+06	3.1575681136e+11	13768.0243673591	300.0000000000	N/A
5.1372377390e+23	2.0515100000e+06	3.1574559529e+11	13767.9146964094	300.0000000000	N/A
5.1379658965e+23	2.0516100000e+06	3.1573437882e+11	13767.8050214804	300.0000000000	N/A
5.1386941191e+23	2.0517100000e+06	3.1572316194e+11	13767.6953425721	300.0000000000	N/A
5.1394224070e+23	2.0518100000e+06	3.1571194465e+11	13767.5856596848	300.0000000000	N/A
5.1401507600e+23	2.0519100000e+06	3.1570072696e+11	13767.4759728187	300.0000000000	N/A
5.1408791783e+23	2.0520100000e+06	3.1568950886e+11	13767.3662819739	300.0000000000	N/A
5.1416076617e+23	2.0521100000e+06	3.1567829036e+11	13767.2565871507	300.0000000000	N/A
5.1423362103e+23	2.0522100000e+06	3.1566707144e+11	13767.1468883491	300.0000000000	N/A
5.1430648241e+23	2.0523100000e+06	3.1565585212e+11	13767.0371855695	300.0000000000	N/A
5.1437935032e+23	2.0524100000e+06	3.1564463240e+11	13766.9274788119	300.0000000000	N/A
