# Earth_adiabatic_iron_silicate_2layer
# Calculated total mass (Me): 0.9998795466
# Calculated total radius (Re): 0.9868325224
# Calculated surface pressure (bar): 14.0129496395
# Calculated surface density (kg m-3): 3359.5000000000
# Mass at layer boundaries (Me): 0.3250077055 0.9998795466
# Radius at layer boundaries (Re): 0.5154151625 0.9868325224
# Pressure at layer boundaries (GPa): 152.3542098369 0.0014012950
# Temperature at layer boundaries (K): 4231.1583516629 2581.6548129777
# M (kg)	R (m)	P (Pa)	rho (kg m-3)	T (K)	layer
2.1796336941e+24	3.5718100000e+06	1.3341038014e+11	5549.5450998089	4125.3074237455	N/A
2.1797226642e+24	3.5719100000e+06	1.3340405209e+11	5549.4927113332	4125.2706301872	N/A
2.1798116384e+24	3.5720100000e+06	1.3339772420e+11	5549.4403241472	4125.2338365198	N/A
2.1799006167e+24	3.5721100000e+06	1.3339139646e+11	5549.3879382507	4125.1970427432	N/A
2.1799895992e+24	3.5722100000e+06	1.3338506888e+11	5549.3355536435	4125.1602488573	N/A
2.1800785859e+24	3.5723100000e+06	1.3337874145e+11	5549.2831703257	4125.1234548621	N/A
2.1801675767e+24	3.5724100000e+06	1.3337241418e+11	5549.2307882969	4125.0866607576	N/A
2.1802565716e+24	3.5725100000e+06	1.3336608706e+11	5549.1784075572	4125.0498665437	N/A
2.1803455706e+24	3.5726100000e+06	1.3335976010e+11	5549.1260281062	4125.0130722203	N/A
2.1804345739e+24	3.5727100000e+06	1.3335343330e+11	5549.0736499440	4124.9762777874	N/A
2.1805235812e+24	3.5728100000e+06	1.3334710665e+11	5549.0212730704	4124.9394832450	N/A
2.1806125927e+24	3.5729100000e+06	1.3334078015e+11	5548.9688974852	4124.9026885929	N/A
2.1807016083e+24	3.5730100000e+06	1.3333445382e+11	5548.9165231884	4124.8658938312	N/A
2.1807906281e+24	3.5731100000e+06	1.3332812763e+11	5548.8641501797	4124.8290989597	N/A
2.1808796520e+24	3.5732100000e+06	1.3332180161e+11	5548.8117784591	4124.7923039785	N/A
2.1809686801e+24	3.5733100000e+06	1.3331547574e+11	5548.7594080263	4124.7555088874	N/A
2.1810577123e+24	3.5734100000e+06	1.3330915002e+11	5548.7070388814	4124.7187136865	N/A
2.1811467487e+24	3.5735100000e+06	1.3330282446e+11	5548.6546710241	4124.6819183756	N/A
2.1812357892e+24	3.5736100000e+06	1.3329649906e+11	5548.6023044544	4124.6451229547	N/A
2.1813248338e+24	3.5737100000e+06	1.3329017381e+11	5548.5499391720	4124.6083274238	N/A
2.1814138826e+24	3.5738100000e+06	1.3328384871e+11	5548.4975751768	4124.5715317828	N/A
2.1815029355e+24	3.5739100000e+06	1.3327752377e+11	5548.4452124688	4124.5347360317	N/A
2.1815919926e+24	3.5740100000e+06	1.3327119899e+11	5548.3928510478	4124.4979401703	N/A
2.1816810538e+24	3.5741100000e+06	1.3326487437e+11	5548.3404909136	4124.4611441987	N/A
2.1817701191e+24	3.5742100000e+06	1.3325854989e+11	5548.2881271747	4124.4243481168	N/A
2.1818591886e+24	3.5743100000e+06	1.3325222558e+11	5548.2356325109	4124.3875519245	N/A
2.1819482623e+24	3.5744100000e+06	1.3324590142e+11	5548.1831391369	4124.3507556192	N/A
2.1820373401e+24	3.5745100000e+06	1.3323957741e+11	5548.1306470539	4124.3139592008	N/A
2.1821264220e+24	3.5746100000e+06	1.3323325356e+11	5548.0781562618	4124.2771626694	N/A
2.1822155080e+24	3.5747100000e+06	1.3322692987e+11	5548.0256667603	4124.2403660248	N/A
2.1823045982e+24	3.5748100000e+06	1.3322060633e+11	5547.9731785495	4124.2035692670	N/A
2.1823936926e+24	3.5749100000e+06	1.3321428294e+11	5547.9206916290	4124.1667723960	N/A
2.1824827911e+24	3.5750100000e+06	1.3320795972e+11	5547.8682059989	4124.1299754117	N/A
2.1825718937e+24	3.5751100000e+06	1.3320163664e+11	5547.8157216590	4124.0931783140	N/A
2.1826610005e+24	3.5752100000e+06	1.3319531373e+11	5547.7632386091	4124.0563811030	N/A
2.1827501114e+24	3.5753100000e+06	1.3318899096e+11	5547.7107568492	4124.0195837784	N/A
2.1828392265e+24	3.5754100000e+06	1.3318266836e+11	5547.6582763790	4123.9827863404	N/A
2.1829283456e+24	3.5755100000e+06	1.3317634591e+11	5547.6057971985	4123.9459887888	N/A
2.1830174690e+24	3.5756100000e+06	1.3317002361e+11	5547.5533193074	4123.9091911236	N/A
2.1831065965e+24	3.5757100000e+06	1.3316370147e+11	5547.5008427058	4123.8723933447	N/A
2.1831957281e+24	3.5758100000e+06	1.3315737949e+11	5547.4483673934	4123.8355954521	N/A
2.1832848639e+24	3.5759100000e+06	1.3315105766e+11	5547.3958933701	4123.7987974458	N/A
2.1833740038e+24	3.5760100000e+06	1.3314473598e+11	5547.3434206358	4123.7619993256	N/A
2.1834631478e+24	3.5761100000e+06	1.3313841446e+11	5547.2909491903	4123.7252010915	N/A
2.1835522960e+24	3.5762100000e+06	1.3313209310e+11	5547.2384790336	4123.6884027435	N/A
2.1836414484e+24	3.5763100000e+06	1.3312577189e+11	5547.1860101654	4123.6516042816	N/A
2.1837306048e+24	3.5764100000e+06	1.3311945084e+11	5547.1335425856	4123.6148057056	N/A
2.1838197655e+24	3.5765100000e+06	1.3311312994e+11	5547.0810762942	4123.5780070155	N/A
2.1839089302e+24	3.5766100000e+06	1.3310680920e+11	5547.0286112910	4123.5412082113	N/A
2.1839980991e+24	3.5767100000e+06	1.3310048861e+11	5546.9761475758	4123.5044092929	N/A
2.1840872722e+24	3.5768100000e+06	1.3309416817e+11	5546.9236851485	4123.4676102602	N/A
2.1841764494e+24	3.5769100000e+06	1.3308784790e+11	5546.8712240090	4123.4308111132	N/A
2.1842656307e+24	3.5770100000e+06	1.3308152777e+11	5546.8187641572	4123.3940118519	N/A
2.1843548162e+24	3.5771100000e+06	1.3307520781e+11	5546.7663055928	4123.3572124762	N/A
2.1844440058e+24	3.5772100000e+06	1.3306888799e+11	5546.7138483158	4123.3204129861	N/A
2.1845331996e+24	3.5773100000e+06	1.3306256834e+11	5546.6613923261	4123.2836133814	N/A
2.1846223975e+24	3.5774100000e+06	1.3305624883e+11	5546.6089376235	4123.2468136622	N/A
2.1847115995e+24	3.5775100000e+06	1.3304992949e+11	5546.5564842079	4123.2100138284	N/A
2.1848008057e+24	3.5776100000e+06	1.3304361030e+11	5546.5040320791	4123.1732138799	N/A
2.1848900161e+24	3.5777100000e+06	1.3303729126e+11	5546.4515812371	4123.1364138167	N/A
2.1849792305e+24	3.5778100000e+06	1.3303097238e+11	5546.3991316816	4123.0996136387	N/A
2.1850684492e+24	3.5779100000e+06	1.3302465365e+11	5546.3466834126	4123.0628133459	N/A
2.1851576719e+24	3.5780100000e+06	1.3301833508e+11	5546.2942364298	4123.0260129383	N/A
2.1852468989e+24	3.5781100000e+06	1.3301201666e+11	5546.2417907333	4122.9892124157	N/A
2.1853361299e+24	3.5782100000e+06	1.3300569840e+11	5546.1893463228	4122.9524117781	N/A
2.1854253651e+24	3.5783100000e+06	1.3299938029e+11	5546.1369031983	4122.9156110255	N/A
2.1855146045e+24	3.5784100000e+06	1.3299306234e+11	5546.0844613595	4122.8788101579	N/A
2.1856038479e+24	3.5785100000e+06	1.3298674454e+11	5546.0320208063	4122.8420091751	N/A
2.1856930956e+24	3.5786100000e+06	1.3298042690e+11	5545.9795815387	4122.8052080771	N/A
2.1857823474e+24	3.5787100000e+06	1.3297410941e+11	5545.9271435565	4122.7684068638	N/A
2.1858716033e+24	3.5788100000e+06	1.3296779207e+11	5545.8747068595	4122.7316055353	N/A
2.1859608633e+24	3.5789100000e+06	1.3296147490e+11	5545.8222714477	4122.6948040914	N/A
2.1860501276e+24	3.5790100000e+06	1.3295515787e+11	5545.7698373208	4122.6580025322	N/A
2.1861393959e+24	3.5791100000e+06	1.3294884100e+11	5545.7174044788	4122.6212008575	N/A
2.1862286684e+24	3.5792100000e+06	1.3294252429e+11	5545.6649729215	4122.5843990672	N/A
2.1863179450e+24	3.5793100000e+06	1.3293620773e+11	5545.6125426487	4122.5475971615	N/A
2.1864072258e+24	3.5794100000e+06	1.3292989133e+11	5545.5601136605	4122.5107951401	N/A
2.1864965108e+24	3.5795100000e+06	1.3292357508e+11	5545.5076859566	4122.4739930031	N/A
2.1865857998e+24	3.5796100000e+06	1.3291725898e+11	5545.4552595368	4122.4371907503	N/A
2.1866750931e+24	3.5797100000e+06	1.3291094304e+11	5545.4028344011	4122.4003883818	N/A
2.1867643904e+24	3.5798100000e+06	1.3290462725e+11	5545.3504105494	4122.3635858975	N/A
2.1868536919e+24	3.5799100000e+06	1.3289831162e+11	5545.2979879814	4122.3267832973	N/A
2.1869429976e+24	3.5800100000e+06	1.3289199615e+11	5545.2455666971	4122.2899805812	N/A
2.1870323074e+24	3.5801100000e+06	1.3288568082e+11	5545.1931466963	4122.2531777491	N/A
2.1871216214e+24	3.5802100000e+06	1.3287936566e+11	5545.1407279789	4122.2163748010	N/A
2.1872109394e+24	3.5803100000e+06	1.3287305065e+11	5545.0883105448	4122.1795717368	N/A
2.1873002617e+24	3.5804100000e+06	1.3286673579e+11	5545.0358943938	4122.1427685565	N/A
2.1873895881e+24	3.5805100000e+06	1.3286042108e+11	5544.9834795258	4122.1059652600	N/A
2.1874789186e+24	3.5806100000e+06	1.3285410653e+11	5544.9310659406	4122.0691618473	N/A
2.1875682533e+24	3.5807100000e+06	1.3284779214e+11	5544.8786536382	4122.0323583183	N/A
2.1876575921e+24	3.5808100000e+06	1.3284147790e+11	5544.8262426184	4121.9955546729	N/A
2.1877469351e+24	3.5809100000e+06	1.3283516381e+11	5544.7738328810	4121.9587509112	N/A
2.1878362822e+24	3.5810100000e+06	1.3282884988e+11	5544.7214244260	4121.9219470330	N/A
2.1879256334e+24	3.5811100000e+06	1.3282253611e+11	5544.6690172532	4121.8851430383	N/A
2.1880149888e+24	3.5812100000e+06	1.3281622248e+11	5544.6166113625	4121.8483389271	N/A
2.1881043484e+24	3.5813100000e+06	1.3280990902e+11	5544.5642067537	4121.8115346992	N/A
2.1881937121e+24	3.5814100000e+06	1.3280359570e+11	5544.5118034266	4121.7747303547	N/A
2.1882830799e+24	3.5815100000e+06	1.3279728254e+11	5544.4594013813	4121.7379258936	N/A
2.1883724519e+24	3.5816100000e+06	1.3279096954e+11	5544.4070006175	4121.7011213156	N/A
2.1884618280e+24	3.5817100000e+06	1.3278465669e+11	5544.3546011351	4121.6643166209	N/A
2.1885512083e+24	3.5818100000e+06	1.3277834399e+11	5544.3022029340	4121.6275118092	N/A
2.1886405927e+24	3.5819100000e+06	1.3277203145e+11	5544.2498060140	4121.5907068807	N/A
2.1887299813e+24	3.5820100000e+06	1.3276571907e+11	5544.1974103751	4121.5539018352	N/A
2.1888193740e+24	3.5821100000e+06	1.3275940683e+11	5544.1450160170	4121.5170966727	N/A
2.1889087709e+24	3.5822100000e+06	1.3275309475e+11	5544.0926229396	4121.4802913931	N/A
2.1889981719e+24	3.5823100000e+06	1.3274678283e+11	5544.0402311429	4121.4434859964	N/A
2.1890875770e+24	3.5824100000e+06	1.3274047106e+11	5543.9878406267	4121.4066804825	N/A
2.1891769863e+24	3.5825100000e+06	1.3273415944e+11	5543.9354513908	4121.3698748514	N/A
2.1892663998e+24	3.5826100000e+06	1.3272784798e+11	5543.8830634351	4121.3330691030	N/A
2.1893558174e+24	3.5827100000e+06	1.3272153668e+11	5543.8306767595	4121.2962632373	N/A
2.1894452391e+24	3.5828100000e+06	1.3271522552e+11	5543.7782913638	4121.2594572542	N/A
2.1895346650e+24	3.5829100000e+06	1.3270891452e+11	5543.7259072480	4121.2226511536	N/A
2.1896240951e+24	3.5830100000e+06	1.3270260368e+11	5543.6735244119	4121.1858449356	N/A
2.1897135292e+24	3.5831100000e+06	1.3269629299e+11	5543.6211428553	4121.1490386000	N/A
2.1898029676e+24	3.5832100000e+06	1.3268998245e+11	5543.5687625781	4121.1122321469	N/A
2.1898924101e+24	3.5833100000e+06	1.3268367207e+11	5543.5163835802	4121.0754255760	N/A
2.1899818567e+24	3.5834100000e+06	1.3267736184e+11	5543.4640058615	4121.0386188875	N/A
2.1900713075e+24	3.5835100000e+06	1.3267105177e+11	5543.4116294218	4121.0018120813	N/A
2.1901607624e+24	3.5836100000e+06	1.3266474185e+11	5543.3592542610	4120.9650051572	N/A
2.1902502214e+24	3.5837100000e+06	1.3265843208e+11	5543.3068803790	4120.9281981153	N/A
2.1903396847e+24	3.5838100000e+06	1.3265212247e+11	5543.2545077756	4120.8913909555	N/A
2.1904291520e+24	3.5839100000e+06	1.3264581301e+11	5543.2021364507	4120.8545836777	N/A
2.1905186235e+24	3.5840100000e+06	1.3263950371e+11	5543.1497664042	4120.8177762819	N/A
2.1906080992e+24	3.5841100000e+06	1.3263319456e+11	5543.0973976359	4120.7809687680	N/A
2.1906975790e+24	3.5842100000e+06	1.3262688556e+11	5543.0450301457	4120.7441611361	N/A
2.1907870630e+24	3.5843100000e+06	1.3262057672e+11	5542.9926639335	4120.7073533859	N/A
2.1908765511e+24	3.5844100000e+06	1.3261426803e+11	5542.9402989991	4120.6705455176	N/A
2.1909660433e+24	3.5845100000e+06	1.3260795949e+11	5542.8879353424	4120.6337375309	N/A
2.1910555397e+24	3.5846100000e+06	1.3260165111e+11	5542.8355729633	4120.5969294260	N/A
2.1911450402e+24	3.5847100000e+06	1.3259534289e+11	5542.7832118616	4120.5601212026	N/A
2.1912345449e+24	3.5848100000e+06	1.3258903482e+11	5542.7308520373	4120.5233128609	N/A
2.1913240538e+24	3.5849100000e+06	1.3258272690e+11	5542.6784934901	4120.4865044006	N/A
2.1914135668e+24	3.5850100000e+06	1.3257641913e+11	5542.6261362200	4120.4496958219	N/A
2.1915030839e+24	3.5851100000e+06	1.3257011152e+11	5542.5737802268	4120.4128871245	N/A
2.1915926052e+24	3.5852100000e+06	1.3256380406e+11	5542.5214255104	4120.3760783085	N/A
2.1916821306e+24	3.5853100000e+06	1.3255749676e+11	5542.4690720706	4120.3392693738	N/A
2.1917716602e+24	3.5854100000e+06	1.3255118961e+11	5542.4167199074	4120.3024603204	N/A
2.1918611940e+24	3.5855100000e+06	1.3254488261e+11	5542.3643690205	4120.2656511482	N/A
2.1919507318e+24	3.5856100000e+06	1.3253857577e+11	5542.3120194099	4120.2288418571	N/A
2.1920402739e+24	3.5857100000e+06	1.3253226908e+11	5542.2596710754	4120.1920324471	N/A
2.1921298200e+24	3.5858100000e+06	1.3252596255e+11	5542.2073240170	4120.1552229182	N/A
2.1922193704e+24	3.5859100000e+06	1.3251965617e+11	5542.1549056674	4120.1184132703	N/A
2.1923089248e+24	3.5860100000e+06	1.3251334994e+11	5542.1024387148	4120.0816035020	N/A
2.1923984835e+24	3.5861100000e+06	1.3250704387e+11	5542.0499730415	4120.0447936122	N/A
2.1924880462e+24	3.5862100000e+06	1.3250073795e+11	5541.9975086478	4120.0079836010	N/A
2.1925776132e+24	3.5863100000e+06	1.3249443218e+11	5541.9450455336	4119.9711734683	N/A
2.1926671842e+24	3.5864100000e+06	1.3248812657e+11	5541.8925836987	4119.9343632140	N/A
2.1927567594e+24	3.5865100000e+06	1.3248182111e+11	5541.8401231430	4119.8975528381	N/A
2.1928463388e+24	3.5866100000e+06	1.3247551580e+11	5541.7876638664	4119.8607423405	N/A
2.1929359223e+24	3.5867100000e+06	1.3246921065e+11	5541.7352058688	4119.8239317212	N/A
2.1930255099e+24	3.5868100000e+06	1.3246290566e+11	5541.6827491500	4119.7871209801	N/A
2.1931151017e+24	3.5869100000e+06	1.3245660081e+11	5541.6302937099	4119.7503101172	N/A
2.1932046977e+24	3.5870100000e+06	1.3245029612e+11	5541.5778395483	4119.7134991324	N/A
2.1932942978e+24	3.5871100000e+06	1.3244399159e+11	5541.5253866652	4119.6766880257	N/A
2.1933839020e+24	3.5872100000e+06	1.3243768720e+11	5541.4729350603	4119.6398767970	N/A
2.1934735104e+24	3.5873100000e+06	1.3243138297e+11	5541.4204847336	4119.6030654463	N/A
2.1935631230e+24	3.5874100000e+06	1.3242507890e+11	5541.3680356850	4119.5662539735	N/A
2.1936527397e+24	3.5875100000e+06	1.3241877498e+11	5541.3155879142	4119.5294423785	N/A
2.1937423605e+24	3.5876100000e+06	1.3241247121e+11	5541.2631414212	4119.4926306613	N/A
2.1938319855e+24	3.5877100000e+06	1.3240616759e+11	5541.2106962058	4119.4558188220	N/A
2.1939216146e+24	3.5878100000e+06	1.3239986413e+11	5541.1582522680	4119.4190068603	N/A
2.1940112479e+24	3.5879100000e+06	1.3239356082e+11	5541.1058096075	4119.3821947762	N/A
2.1941008853e+24	3.5880100000e+06	1.3238725767e+11	5541.0533682242	4119.3453825698	N/A
2.1941905269e+24	3.5881100000e+06	1.3238095467e+11	5541.0009281181	4119.3085702409	N/A
2.1942801726e+24	3.5882100000e+06	1.3237465182e+11	5540.9484892889	4119.2717577895	N/A
2.1943698225e+24	3.5883100000e+06	1.3236834913e+11	5540.8960517366	4119.2349452155	N/A
2.1944594765e+24	3.5884100000e+06	1.3236204659e+11	5540.8436154610	4119.1981325190	N/A
2.1945491347e+24	3.5885100000e+06	1.3235574420e+11	5540.7911804620	4119.1613196998	N/A
2.1946387970e+24	3.5886100000e+06	1.3234944197e+11	5540.7387467394	4119.1245067578	N/A
2.1947284635e+24	3.5887100000e+06	1.3234313989e+11	5540.6863142931	4119.0876936931	N/A
2.1948181341e+24	3.5888100000e+06	1.3233683796e+11	5540.6338831230	4119.0508805056	N/A
2.1949078089e+24	3.5889100000e+06	1.3233053619e+11	5540.5814532290	4119.0140671953	N/A
2.1949974878e+24	3.5890100000e+06	1.3232423457e+11	5540.5290246109	4118.9772537620	N/A
2.1950871708e+24	3.5891100000e+06	1.3231793310e+11	5540.4765972686	4118.9404402057	N/A
2.1951768580e+24	3.5892100000e+06	1.3231163179e+11	5540.4241712020	4118.9036265264	N/A
2.1952665494e+24	3.5893100000e+06	1.3230533063e+11	5540.3717464109	4118.8668127240	N/A
2.1953562449e+24	3.5894100000e+06	1.3229902962e+11	5540.3193228951	4118.8299987986	N/A
2.1954459446e+24	3.5895100000e+06	1.3229272877e+11	5540.2669006547	4118.7931847499	N/A
2.1955356484e+24	3.5896100000e+06	1.3228642807e+11	5540.2144796894	4118.7563705780	N/A
2.1956253563e+24	3.5897100000e+06	1.3228012752e+11	5540.1620599991	4118.7195562828	N/A
2.1957150685e+24	3.5898100000e+06	1.3227382713e+11	5540.1096415836	4118.6827418643	N/A
2.1958047847e+24	3.5899100000e+06	1.3226752688e+11	5540.0572244429	4118.6459273224	N/A
2.1958945051e+24	3.5900100000e+06	1.3226122680e+11	5540.0048085769	4118.6091126570	N/A
2.1959842297e+24	3.5901100000e+06	1.3225492686e+11	5539.9523939852	4118.5722978682	N/A
2.1960739584e+24	3.5902100000e+06	1.3224862708e+11	5539.8999806680	4118.5354829558	N/A
2.1961636912e+24	3.5903100000e+06	1.3224232745e+11	5539.8475686249	4118.4986679199	N/A
2.1962534282e+24	3.5904100000e+06	1.3223602798e+11	5539.7951578560	4118.4618527602	N/A
2.1963431694e+24	3.5905100000e+06	1.3222972866e+11	5539.7427483610	4118.4250374769	N/A
2.1964329147e+24	3.5906100000e+06	1.3222342949e+11	5539.6903401398	4118.3882220699	N/A
2.1965226642e+24	3.5907100000e+06	1.3221713047e+11	5539.6379331923	4118.3514065390	N/A
2.1966124178e+24	3.5908100000e+06	1.3221083161e+11	5539.5855275184	4118.3145908843	N/A
2.1967021755e+24	3.5909100000e+06	1.3220453290e+11	5539.5331231179	4118.2777751056	N/A
2.1967919374e+24	3.5910100000e+06	1.3219823434e+11	5539.4807199907	4118.2409592031	N/A
2.1968817035e+24	3.5911100000e+06	1.3219193594e+11	5539.4283181366	4118.2041431765	N/A
2.1969714737e+24	3.5912100000e+06	1.3218563769e+11	5539.3759175556	4118.1673270258	N/A
2.1970612481e+24	3.5913100000e+06	1.3217933959e+11	5539.3235182475	4118.1305107510	N/A
2.1971510266e+24	3.5914100000e+06	1.3217304165e+11	5539.2711202122	4118.0936943521	N/A
2.1972408092e+24	3.5915100000e+06	1.3216674386e+11	5539.2187234496	4118.0568778290	N/A
2.1973305960e+24	3.5916100000e+06	1.3216044622e+11	5539.1663279594	4118.0200611815	N/A
2.1974203870e+24	3.5917100000e+06	1.3215414873e+11	5539.1139337416	4117.9832444098	N/A
2.1975101821e+24	3.5918100000e+06	1.3214785140e+11	5539.0615407961	4117.9464275137	N/A
2.1975999814e+24	3.5919100000e+06	1.3214155422e+11	5539.0091491227	4117.9096104931	N/A
2.1976897848e+24	3.5920100000e+06	1.3213525719e+11	5538.9567587212	4117.8727933481	N/A
2.1977795923e+24	3.5921100000e+06	1.3212896032e+11	5538.9043695917	4117.8359760786	N/A
2.1978694041e+24	3.5922100000e+06	1.3212266360e+11	5538.8519817338	4117.7991586845	N/A
2.1979592199e+24	3.5923100000e+06	1.3211636703e+11	5538.7995951476	4117.7623411657	N/A
2.1980490399e+24	3.5924100000e+06	1.3211007061e+11	5538.7472098328	4117.7255235223	N/A
2.1981388641e+24	3.5925100000e+06	1.3210377435e+11	5538.6948257893	4117.6887057541	N/A
2.1982286924e+24	3.5926100000e+06	1.3209747824e+11	5538.6424430171	4117.6518878611	N/A
2.1983185249e+24	3.5927100000e+06	1.3209118228e+11	5538.5900615159	4117.6150698433	N/A
2.1984083615e+24	3.5928100000e+06	1.3208488648e+11	5538.5376812857	4117.5782517006	N/A
2.1984982023e+24	3.5929100000e+06	1.3207859083e+11	5538.4853023263	4117.5414334330	N/A
2.1985880472e+24	3.5930100000e+06	1.3207229533e+11	5538.4329246375	4117.5046150404	N/A
2.1986778963e+24	3.5931100000e+06	1.3206599998e+11	5538.3805482193	4117.4677965227	N/A
2.1987677495e+24	3.5932100000e+06	1.3205970479e+11	5538.3281730716	4117.4309778799	N/A
2.1988576069e+24	3.5933100000e+06	1.3205340975e+11	5538.2757991941	4117.3941591120	N/A
2.1989474684e+24	3.5934100000e+06	1.3204711486e+11	5538.2234265868	4117.3573402189	N/A
2.1990373341e+24	3.5935100000e+06	1.3204082012e+11	5538.1710552494	4117.3205212005	N/A
2.1991272039e+24	3.5936100000e+06	1.3203452554e+11	5538.1186851820	4117.2837020568	N/A
2.1992170779e+24	3.5937100000e+06	1.3202823111e+11	5538.0663163844	4117.2468827878	N/A
2.1993069561e+24	3.5938100000e+06	1.3202193683e+11	5538.0139488564	4117.2100633933	N/A
2.1993968384e+24	3.5939100000e+06	1.3201564270e+11	5537.9615825979	4117.1732438734	N/A
2.1994867248e+24	3.5940100000e+06	1.3200934873e+11	5537.9092176088	4117.1364242280	N/A
2.1995766154e+24	3.5941100000e+06	1.3200305491e+11	5537.8568538889	4117.0996044570	N/A
2.1996665101e+24	3.5942100000e+06	1.3199676124e+11	5537.8044914381	4117.0627845604	N/A
2.1997564090e+24	3.5943100000e+06	1.3199046773e+11	5537.7521302563	4117.0259645381	N/A
2.1998463121e+24	3.5944100000e+06	1.3198417437e+11	5537.6997703433	4116.9891443901	N/A
2.1999362193e+24	3.5945100000e+06	1.3197788116e+11	5537.6474116991	4116.9523241164	N/A
2.2000261307e+24	3.5946100000e+06	1.3197158810e+11	5537.5950543235	4116.9155037168	N/A
2.2001160462e+24	3.5947100000e+06	1.3196529519e+11	5537.5426982163	4116.8786831913	N/A
2.2002059658e+24	3.5948100000e+06	1.3195900244e+11	5537.4903433775	4116.8418625399	N/A
2.2002958897e+24	3.5949100000e+06	1.3195270984e+11	5537.4379898068	4116.8050417625	N/A
2.2003858176e+24	3.5950100000e+06	1.3194641739e+11	5537.3856375042	4116.7682208591	N/A
2.2004757497e+24	3.5951100000e+06	1.3194012510e+11	5537.3332864696	4116.7313998297	N/A
2.2005656860e+24	3.5952100000e+06	1.3193383295e+11	5537.2809367027	4116.6945786741	N/A
2.2006556264e+24	3.5953100000e+06	1.3192754096e+11	5537.2285882036	4116.6577573923	N/A
2.2007455710e+24	3.5954100000e+06	1.3192124912e+11	5537.1762409720	4116.6209359842	N/A
2.2008355198e+24	3.5955100000e+06	1.3191495744e+11	5537.1238950078	4116.5841144499	N/A
2.2009254726e+24	3.5956100000e+06	1.3190866590e+11	5537.0715503109	4116.5472927892	N/A
2.2010154297e+24	3.5957100000e+06	1.3190237452e+11	5537.0192068811	4116.5104710022	N/A
2.2011053909e+24	3.5958100000e+06	1.3189608329e+11	5536.9668647184	4116.4736490887	N/A
2.2011953562e+24	3.5959100000e+06	1.3188979221e+11	5536.9145238225	4116.4368270487	N/A
2.2012853257e+24	3.5960100000e+06	1.3188350129e+11	5536.8621841935	4116.4000048821	N/A
2.2013752994e+24	3.5961100000e+06	1.3187721052e+11	5536.8098458310	4116.3631825890	N/A
2.2014652772e+24	3.5962100000e+06	1.3187091990e+11	5536.7575087351	4116.3263601692	N/A
2.2015552592e+24	3.5963100000e+06	1.3186462943e+11	5536.7051729055	4116.2895376227	N/A
2.2016452453e+24	3.5964100000e+06	1.3185833911e+11	5536.6528383422	4116.2527149495	N/A
2.2017352355e+24	3.5965100000e+06	1.3185204895e+11	5536.6005050450	4116.2158921494	N/A
2.2018252300e+24	3.5966100000e+06	1.3184575894e+11	5536.5481730138	4116.1790692225	N/A
2.2019152285e+24	3.5967100000e+06	1.3183946908e+11	5536.4958422484	4116.1422461687	N/A
2.2020052313e+24	3.5968100000e+06	1.3183317937e+11	5536.4435127488	4116.1054229879	N/A
2.2020952382e+24	3.5969100000e+06	1.3182688981e+11	5536.3911845147	4116.0685996801	N/A
2.2021852492e+24	3.5970100000e+06	1.3182060041e+11	5536.3388575461	4116.0317762452	N/A
2.2022752644e+24	3.5971100000e+06	1.3181431116e+11	5536.2865318429	4115.9949526832	N/A
2.2023652837e+24	3.5972100000e+06	1.3180802206e+11	5536.2342074048	4115.9581289941	N/A
2.2024553072e+24	3.5973100000e+06	1.3180173311e+11	5536.1818842319	4115.9213051777	N/A
2.2025453349e+24	3.5974100000e+06	1.3179544432e+11	5536.1295623238	4115.8844812341	N/A
2.2026353667e+24	3.5975100000e+06	1.3178915567e+11	5536.0771823500	4115.8476571632	N/A
2.2027254027e+24	3.5976100000e+06	1.3178286718e+11	5536.0247323167	4115.8108329637	N/A
2.2028154428e+24	3.5977100000e+06	1.3177657884e+11	5535.9722835516	4115.7740086344	N/A
2.2029054871e+24	3.5978100000e+06	1.3177029066e+11	5535.9198360554	4115.7371841751	N/A
2.2029955355e+24	3.5979100000e+06	1.3176400262e+11	5535.8673898278	4115.7003595858	N/A
2.2030855880e+24	3.5980100000e+06	1.3175771474e+11	5535.8149448688	4115.6635348665	N/A
2.2031756448e+24	3.5981100000e+06	1.3175142701e+11	5535.7625011783	4115.6267100171	N/A
2.2032657057e+24	3.5982100000e+06	1.3174513943e+11	5535.7100587560	4115.5898850375	N/A
2.2033557707e+24	3.5983100000e+06	1.3173885200e+11	5535.6576176019	4115.5530599278	N/A
2.2034458399e+24	3.5984100000e+06	1.3173256473e+11	5535.6051777158	4115.5162346878	N/A
2.2035359132e+24	3.5985100000e+06	1.3172627761e+11	5535.5527390976	4115.4794093175	N/A
2.2036259907e+24	3.5986100000e+06	1.3171999064e+11	5535.5003017473	4115.4425838168	N/A
2.2037160724e+24	3.5987100000e+06	1.3171370382e+11	5535.4478656645	4115.4057581857	N/A
2.2038061581e+24	3.5988100000e+06	1.3170741715e+11	5535.3954308493	4115.3689324242	N/A
2.2038962481e+24	3.5989100000e+06	1.3170113064e+11	5535.3429973014	4115.3321065322	N/A
2.2039863422e+24	3.5990100000e+06	1.3169484427e+11	5535.2905650209	4115.2952805096	N/A
2.2040764405e+24	3.5991100000e+06	1.3168855806e+11	5535.2381340074	4115.2584543564	N/A
