# a2	a3	a4	a5	a6	a7	a8	v1	v2	sigma1	sigma2	z1	z2
-4738.3579437683875	-4866.65676599667	8098.54095632536	1939.3099013007413	2533.2829351121018	-9411.027498190238	3532.9423218148113	872.063001884657	653.9899527424086	5330.141485555733	1489.8695975971532	0.1226560384288813	0.6521478159961241
-4937.412691561969	-1598.8831861451945	-1.3075251275677147	2889.013933293958	6913.473895491774	-9557.011065133165	2570.149574438512	123.79150157697866	703.5939835470542	4102.55868379315	54.43211009537041	0.14395828352705448	0.7373141824209757
-4193.002840981006	1823.3453963479424	-4551.930366969929	6734.011300880313	-2838.727347073982	1941.5822765629327	-1661.9976193043822	726.8780930668405	458.95471124054535	2164.3992760663778	817.054069605947	0.46790536258803483	0.5252453286661242
-5265.459858616914	3734.538088081863	1776.3063744071515	-260.2836648806315	-343.85983398166354	1993.0801632341118	-3322.24790372847	158.68096911991316	792.2202612812604	8573.26972895394	737.1057771999889	0.2839690474112895	0.7911121744949432
-1137.0855291740118	-6075.533761166358	7063.284434831108	8329.015990862245	-4940.31407227513	-9892.087626747787	5465.002604814659	385.27612364270334	441.07653584436866	4911.3724502206705	738.2138352079747	0.3929446146803332	0.8375366107061548
-1029.8809133392442	-4924.6657156865695	1788.4913795405246	540.2642504336018	6266.907488589564	-745.805146908875	-4214.567793171104	751.6646139641815	708.1277878270934	7727.095041666056	1401.8343680009716	0.24501490919428714	0.5103064113054538
-5650.504220679462	7579.310096268604	-4242.867425996815	3716.715556085828	-1645.808546468019	-5903.907785363575	3928.701297790705	168.60619684228655	397.2104774060994	5058.84009092276	210.85733920335858	0.33540394988004024	0.7425690167238408
-3430.5208192859964	-6659.606473636177	5498.15657978878	1830.5938717895096	4608.999391279696	2197.520030389227	-7254.499037589823	892.3282783730169	962.7001141243295	4535.03165149622	252.44186936268065	0.194922934482135	0.7751409165841145
-4932.8914317129	4967.968053479637	-9158.599247841024	4289.05179792699	6425.2016733200435	3083.8949705451487	-7577.321984249581	929.8273261536362	269.8335199626798	3354.354557669779	350.0200139272258	0.21831546232204352	0.6467550190842104
-5167.217736075576	-3820.702350753182	3197.0876517617326	5395.353615305543	-1893.7777016599912	6572.444821721678	-7348.741880821144	261.707924536069	913.7135850441547	3747.896625639986	2948.6834242732775	0.15049387525465563	0.5299525420719171
-7780.575235792441	143.566056228432	4383.52652644467	-2028.4174953102283	7470.389997097624	1509.436757323061	-7415.399791965574	907.0337155935817	92.92043331959601	2798.444938169651	224.9281104434253	0.13272442914519267	0.6909002404298643
-6533.66905628572	4220.775994187505	287.78271300579763	-3999.0390017265345	9465.556791339106	-1503.1964495729408	-4321.637721752387	242.19473990063588	325.88818570436024	7903.168686838231	2270.6311695377244	0.25282678460161634	0.5429788897268926
-1557.644572065199	-9061.075735428929	4198.614200445092	-2136.3997892641764	9646.588847145136	-1633.048961054139	-3015.49316010032	236.6084993515092	20.918345333413892	10751.233968819264	1131.8390265186151	0.06026114027063094	0.5314273531191911
-9669.794295862992	9515.202987550718	-3107.2821013223684	-812.8594742297191	7400.656240440243	-7376.316272413641	1218.8037169199943	504.8006634273813	691.9964959302011	3227.7023800614033	711.2393466670496	0.312455913854083	0.8209594267200764
-4257.02639026517	8438.382199307165	-2621.5636797214856	-4996.35596868328	1514.528241705877	3220.2070417198156	-2872.2989388169863	387.3038448673645	789.4005455928625	11966.705321190493	2003.2275401708177	0.12556054568813363	0.5074365191188214
-2640.303010233376	-5565.700297515504	1912.2635700872634	9024.703178684209	-3551.689997424587	7282.527133293315	-8959.808057662136	178.07970204438962	333.7135830937556	8892.190734545526	615.0667352504469	0.19800293680754966	0.7324481252047771
-9879.618857153237	7922.234755926351	6972.881357921808	-2991.178950740982	-4313.447301579021	516.5631714019892	-712.6390011541589	421.4815471366722	561.2522900307275	9929.616203912994	1179.04365054754	0.24044601142969452	0.5266879901928464
-3737.2024633622723	5027.762771298059	-2018.4666573923878	5364.11243568104	-7627.507261474449	-554.1247900261314	1770.408259659067	114.04827363970358	99.37040792153779	7318.884584597822	616.8589474597619	0.1815046641280122	0.6709627242988767
-1739.928111131825	-9495.660166624048	9792.055363090825	-5387.275928761168	8360.817321928225	2554.6260096025617	-6269.029987263819	86.93740653457532	123.72065241074732	5382.026997730982	3675.440723992116	0.2087165161556026	0.5779505808436427
-2714.0865601490495	-4506.290383325375	5886.022616788721	7566.892069366822	-4689.1740800908565	-1788.66619061056	-1530.4022610185912	701.1438102354662	405.15179709305846	1107.4366430229231	1689.2695627805977	0.36558335667355674	0.6381380703844088
-2394.9836787101985	-6489.968321129489	8743.582579130525	3864.330962836606	-4653.4982309911	-3282.3587961809417	1582.3762602356674	149.7067267590961	884.4431585792809	8822.233259522378	455.07192742741955	0.09838889278989517	0.6927143679168748
-3386.938500183587	5612.681376590794	1351.7677098966014	-5502.725445596492	1623.1845659180162	-2559.8815703754553	1415.2190910474837	325.3636423805658	958.3213195764275	1878.4807414234672	1400.8663820147672	0.20502241360668766	0.6175032063689154
692.0845390154445	-6398.311884360888	-4191.608243873524	8919.55346356065	5676.9212046791745	-5830.918684130142	-1259.447409730894	481.84209255834145	51.14035414272723	5113.374115323539	609.3863195338179	0.3220151094301415	0.5266528787265625
-3611.731752346507	5599.198921072657	-3505.6027407299116	-2617.4472123262867	2504.8584353707374	5677.613551831386	-5788.1681085271475	923.039100401723	842.667818287566	559.9725215805074	2771.819985991979	0.1468496179734201	0.5211064846631528
-4730.174057145496	1710.2983702571091	-7802.027949002619	5015.080505026637	9909.39308215947	-112.4838710968761	-7266.60896989082	544.8563655410829	913.1388177564169	10542.296549549308	180.82963779517235	0.12812145399635885	0.7636798618085752
-8591.72150896894	9336.904521356086	-3701.2799416730786	602.4582451632377	-1815.0164113651535	1283.3558876549105	-40.269684189002874	174.08262397227531	942.8214402943175	5264.776080652764	617.6166178336251	0.07563712513514059	0.8451086055734529
-349.2524776096143	-6238.511587388065	9691.097622962068	537.7116802044002	-2268.2052448096047	-3050.0500410367667	-41.98317863775628	395.65484927360046	65.87787636530888	2141.5377876755138	701.6472243110594	0.2143689334435056	0.5776382804721606
-9091.974113030998	3241.059629464631	-1935.0940542714643	4622.9198488689235	-1545.649542933359	-560.2067509267417	670.9005744622118	253.15963061252606	686.67516290968	4533.82408640437	128.83564772306454	0.20555119006974054	0.6101366797217681
1910.0953614339433	-3925.2994156132636	262.6993858040987	6794.7851698548875	-7593.673387079183	-3709.693071517675	5376.22409582147	784.4979883230938	241.49408302982556	12603.479277396267	2393.631628863	0.21298680764877398	0.6109016845168984
-4708.8752041143425	3721.4938202754747	1893.0061817324222	-3372.696772398922	7069.2617799176915	-7847.18352873719	985.4059480496562	948.2625148676275	714.782198531882	4952.8737773986095	322.3039746853984	0.20158854202939808	0.6262914826892663
-2905.0493714555614	2967.6680883727986	3981.4394645105385	-2816.510537305783	-3871.999733676863	3381.7196102273356	-2159.3370856779547	524.7145975575768	102.46145132905289	181.86017984630487	1417.2010432168559	0.35356684855645076	0.5794143456794153
-4339.768302446234	6864.1092937258545	-5108.562242978909	-2501.4667249233225	1027.758149624482	7069.644553303206	-4835.122481861443	550.7467197523582	678.763132494269	4405.104556723414	2743.257034276727	0.12959362403773728	0.5867563027596678
-5477.718022355213	4857.25829915682	2027.5206120403527	-8177.6557747167835	8785.203429005149	-9161.549017850375	4720.769378302308	917.6640031497415	109.28437679166112	1442.5279851901917	618.7921919422412	0.35973169176542713	0.8118945408552879
-4982.388895837295	-2044.7136504275059	6629.797937926211	-6600.487680098293	8153.892164368754	5678.343811499135	-9300.775876137914	652.1001655161201	68.16227437386888	7940.93543055161	979.2502982311823	0.0986455852014271	0.8110009350405694
1182.1648148319455	-6456.1572350360775	6544.33051936813	-3763.809366711357	-3743.26822284678	4751.911368315508	-305.0086556186052	357.8295804271958	149.13845109872932	7815.27466469945	3238.1912289331517	0.1544056810963101	0.5023399591762585
-370.81698428532036	-5255.117414945949	-5973.46418188905	3355.111449754251	4582.360484641502	7314.748560914832	-7159.4846581323	474.2895152873737	507.66415092695354	1509.948880633556	322.04104010414846	0.2356166940171125	0.6797303544336444
-5225.60419903962	4066.970138326802	-5047.122132493405	4892.282720417914	-4448.18561354358	5134.87191545761	-2360.2525463103375	471.0070124091811	54.71573736691354	13573.980330043292	945.7487461387304	0.07177921156404284	0.6278339636358613
-8985.263820058759	7594.239051187167	-4090.2331555658902	6113.717085477347	-229.25988244860855	-6637.067786645644	3354.8118525919654	86.15723525737383	722.0339610839333	3513.222229198987	1805.3235510999443	0.33650197877679616	0.5998078622629387
-920.7609405846815	-1470.4542456589625	-8278.505912883928	9294.605737689864	5246.698164856554	-6528.825291752813	795.2377856987041	735.3966037236082	845.3860987508267	3073.4518538205502	2641.245626891322	0.3683024567466707	0.5957030532251819
