# z (dimensionless radius)	density (g/cm^3)
0.0	18.631069991785743
0.0035655909207963077	18.631069991785743
0.012257149978046722	18.62398329572847
0.02040554647054693	18.619731278094104
0.028553091388605345	18.581463119384832
0.03670095564707948	18.555951013578646
0.04508092743386086	18.50220412856173
0.051090275106006916	18.301538625122543
0.05950601274980777	18.126497232507894
0.06765228030620363	18.037204862186254
0.0763414820303574	17.935954495582646
0.08394411111205594	17.830486580847342
0.09082282727778798	17.740935007655345
0.09799388920483046	17.575258901018778
0.10651731917298451	17.43959282253147
0.1148919886527161	17.17404528241039
0.12330996081650242	17.088261790614713
0.13118388508467654	16.969948435960923
0.13933100421551414	16.914672206714194
0.14747780400593613	16.84663992456437
0.15073326664986525	16.689315272092905
0.15887974709987157	16.608526937039993
0.16702558886904656	16.502226496180896
0.17517185642544242	16.412934125859255
0.18331940134350083	16.37466596714998
0.19146779783600104	16.370413949515616
0.19900270147248794	16.272086041720954
0.20449697550014345	16.033795886795144
0.20775168285148282	15.846301071826264
0.21328747686284238	15.63906691640503
0.22148085473388962	15.57164206534583
0.22856657925286122	15.484576942356476
0.23520937523606422	15.270963675487243
0.24358713418043254	15.128824800281365
0.24879280874272897	14.754647248457346
0.2509066294007137	14.56330645491097
0.2563324004739289	14.301098700791865
0.2598576348045445	14.070072409324762
0.2631101473513005	13.794906125272355
0.26391948522138947	13.57471235492137
0.2683505404684158	13.36093035719363
0.2761333513221121	13.219668882451987
0.2806943237443393	13.132220338408729
0.2842760692768392	12.98858767347215
0.28459683035805244	12.781711066112507
0.28915509545102347	12.586118254931769
0.29648661916029406	12.501077902244491
0.2976210227634838	12.24595684418266
0.2989198157161959	12.047529354579012
0.300543306907086	11.799494992574452
0.30298067262952555	11.512483802254891
0.3032411124796214	11.285000858816424
0.3037898280193771	11.066021950646684
0.3054082452458852	10.834286989573853
0.3070321977062646	10.604678037318203
0.30865802366259265	10.449905880730853
0.31436014390777894	10.376734137310141
0.315885313131169	10.24927376179788
0.31842715251917236	10.087418164142598
0.3216629080026239	9.927774707330554
0.32699742857796527	9.834455414407719
0.33319480427202713	9.782251331749691
0.33732441503027427	9.556509369445127
0.34448369652592026	9.341828799912133
0.35228663645390706	9.26371681726139
0.3600791669725055	9.218305959985663
0.3677960149534103	9.076538654333985
0.36848283278261895	8.907336796085607
0.36901228431102556	8.699774137123189
0.3709638466784272	8.41649692036276
0.3760444230898129	8.264031716616284
0.37890924336333853	8.036188693457841
0.38029680160195545	7.731731455699679
0.3835495942051871	7.467752027566256
0.38819996999971484	7.231613191086405
0.3946983232755049	7.016614884515475
0.40336556739897755	6.986389804505334
0.406346996008507	6.732507311624168
0.41123095284317146	6.52699312596325
0.41961059741666085	6.460175705994674
0.42625550543964985	6.330927868378694
0.4334968746186135	6.261242023815507
0.4371207357754816	6.198844629008828
0.44381570372833923	6.157067591773593
0.4519632486463977	6.118799433064316
0.4601110064580667	6.089035309623769
0.46895682721165743	6.044085408917638
0.47663848487665716	5.9954909216677645
0.48455332410957863	5.961564167608248
0.49208972553729846	5.923065530614176
0.49819875737992436	5.8293800513887675
0.5036943734922054	5.644699466832746
0.5079002641776422	5.478162109486826
0.5148049108535181	5.391096986497471
0.5194573205423598	5.236202058388503
0.5263631077197201	5.194694267195903
0.5290749287882756	5.02107021379271
0.5366767031948559	4.881462301464431
0.5415604972586362	4.669446232833897
0.5500691680141783	4.590040767489764
0.5575805848741533	4.457677877239497
0.5659998920582885	4.425221773274799
0.5725154801637656	4.296828718120089
0.580659352195361	4.111847109644568
0.5888046524284809	3.9839150110594517
0.5969503970528798	3.8737341221201937
0.6017086608622585	3.7458020235350737
0.608351275678763	3.593100958252176
0.6121508943909578	3.4726271252785352
0.619752473645062	3.3252238472872513
0.626267651439538	3.180440919188964
0.6332863339681539	3.0497646141927888
0.6394430119229367	2.9317538900878546
0.6452032927031419	2.7958476518089483
0.6512437497236457	2.6753738188353076
0.6588469789032307	2.5938768141766673
0.6669918209675377	2.4476431623607056
0.6751377044203338	2.3430077737492
0.6816534198144268	2.219699262352645
0.6898007518388749	2.172927068374644
0.6979474451824916	2.100642768590454
0.7055499824578428	1.9915076493084491
0.7142409383165303	1.9603261866564488
0.7229311490475815	1.8993806005639016
0.7305358363703806	1.8761291265962186
0.7386834156382501	1.8392330710924725
0.7462869974027669	1.7718200715329857
0.7549781306727965	1.7477253049382568
0.7631252498036342	1.692449075691524
0.77127151736003	1.6031567053698836
0.7794182107036468	1.530872405585697
0.78826413647489	1.490117435008294
0.7953505112235284	1.4290257360602006
0.8038588229685231	1.335279594404959
0.8120059420993607	1.2800033651582297
0.8201538063578347	1.2544912593520472
0.8283019899567244	1.2417352064489542
0.8364497477683934	1.2119710830084074
0.8445979313672831	1.1992150301053144
0.8531083111854199	1.1880780701129154
0.8608943123425964	1.1742532678841187
0.8690425700066994	1.1644557499220056
0.8771910729460048	1.1644557499220056
0.8853394046753209	1.1576167669008655
0.8934878543912237	1.1554907580836833
0.9016366026057314	1.1652882760457963
0.9097848602698346	1.1554907580836833
0.91793336320914	1.1554907580836833
0.9260821114236477	1.1652882760457963
0.9342300382075537	1.1422737486109966
0.9423788928688666	1.1563232842074775
0.9505274814131668	1.1597427757180476
0.958675877905667	1.1554907580836833
0.9662806984489016	1.1375607744070386
0.9752427210970722	1.0844105539774915
0.9833891838059443	1.0029135493188477
0.9903845976690764	0.8908920473599231
0.9938861584159604	0.6623460995128667
0.9963878393770909	0.39521212765634317
0.9975829824976565	0.13750410420773562
1.0	0.00042
