#P (Pa)	rho (kg/m3)
2.582076748591e+12	1.548089617924e+04
2.583756684920e+12	1.548469693939e+04
2.585437178829e+12	1.548849769954e+04
2.587118230320e+12	1.549229845969e+04
2.588799839398e+12	1.549609921984e+04
2.590482006065e+12	1.549989998000e+04
2.592164730325e+12	1.550370074015e+04
2.593848012182e+12	1.550750150030e+04
2.595531851640e+12	1.551130226045e+04
2.597216248703e+12	1.551510302060e+04
2.598901203374e+12	1.551890378076e+04
2.600586715657e+12	1.552270454091e+04
2.602272785557e+12	1.552650530106e+04
2.603959413077e+12	1.553030606121e+04
2.605646598221e+12	1.553410682136e+04
2.607334340994e+12	1.553790758152e+04
2.609022641400e+12	1.554170834167e+04
2.610711499444e+12	1.554550910182e+04
2.612400915129e+12	1.554930986197e+04
2.614090888460e+12	1.555311062212e+04
2.615781419442e+12	1.555691138228e+04
2.617472508079e+12	1.556071214243e+04
2.619164154376e+12	1.556451290258e+04
2.620856358338e+12	1.556831366273e+04
2.622549119969e+12	1.557211442288e+04
2.624242439274e+12	1.557591518304e+04
2.625936316259e+12	1.557971594319e+04
2.627630750927e+12	1.558351670334e+04
2.629325743285e+12	1.558731746349e+04
2.631021293337e+12	1.559111822364e+04
2.632717401089e+12	1.559491898380e+04
2.634414066546e+12	1.559871974395e+04
2.636111289713e+12	1.560252050410e+04
2.637809070595e+12	1.560632126425e+04
2.639507409198e+12	1.561012202440e+04
2.641206305528e+12	1.561392278456e+04
2.642905759589e+12	1.561772354471e+04
2.644605771389e+12	1.562152430486e+04
2.646306340932e+12	1.562532506501e+04
2.648007468224e+12	1.562912582517e+04
2.649709153271e+12	1.563292658532e+04
2.651411396079e+12	1.563672734547e+04
2.653114196655e+12	1.564052810562e+04
2.654817555003e+12	1.564432886577e+04
2.656521471131e+12	1.564812962593e+04
2.658225945043e+12	1.565193038608e+04
2.659930976748e+12	1.565573114623e+04
2.661636566251e+12	1.565953190638e+04
2.663342713558e+12	1.566333266653e+04
2.665049418676e+12	1.566713342669e+04
2.666756681611e+12	1.567093418684e+04
2.668464502370e+12	1.567473494699e+04
2.670172880960e+12	1.567853570714e+04
2.671881817388e+12	1.568233646729e+04
2.673591311659e+12	1.568613722745e+04
2.675301363782e+12	1.568993798760e+04
2.677011973763e+12	1.569373874775e+04
2.678723141609e+12	1.569753950790e+04
2.680434867327e+12	1.570134026805e+04
2.682147150924e+12	1.570514102821e+04
2.683859992408e+12	1.570894178836e+04
2.685573391786e+12	1.571274254851e+04
2.687287349065e+12	1.571654330866e+04
2.689001864252e+12	1.572034406881e+04
2.690716937356e+12	1.572414482897e+04
2.692432568383e+12	1.572794558912e+04
2.694148757342e+12	1.573174634927e+04
2.695865504239e+12	1.573554710942e+04
2.697582809084e+12	1.573934786957e+04
2.699300671883e+12	1.574314862973e+04
2.701019092644e+12	1.574694938988e+04
2.702738071376e+12	1.575075015003e+04
2.704457608087e+12	1.575455091018e+04
2.706177702784e+12	1.575835167033e+04
2.707898355477e+12	1.576215243049e+04
2.709619566172e+12	1.576595319064e+04
2.711341334879e+12	1.576975395079e+04
2.713063661606e+12	1.577355471094e+04
2.714786546361e+12	1.577735547109e+04
2.716509989153e+12	1.578115623125e+04
2.718233989990e+12	1.578495699140e+04
2.719958548882e+12	1.578875775155e+04
2.721683665837e+12	1.579255851170e+04
2.723409340864e+12	1.579635927185e+04
2.725135573971e+12	1.580016003201e+04
2.726862365168e+12	1.580396079216e+04
2.728589714463e+12	1.580776155231e+04
2.730317621866e+12	1.581156231246e+04
2.732046087387e+12	1.581536307261e+04
2.733775111033e+12	1.581916383277e+04
2.735504692815e+12	1.582296459292e+04
2.737234832742e+12	1.582676535307e+04
2.738965530823e+12	1.583056611322e+04
2.740696787069e+12	1.583436687337e+04
2.742428601487e+12	1.583816763353e+04
2.744160974089e+12	1.584196839368e+04
2.745893904884e+12	1.584576915383e+04
2.747627393882e+12	1.584956991398e+04
2.749361441092e+12	1.585337067413e+04
2.751096046525e+12	1.585717143429e+04
2.752831210190e+12	1.586097219444e+04
2.754566932098e+12	1.586477295459e+04
2.756303212259e+12	1.586857371474e+04
2.758040050684e+12	1.587237447489e+04
2.759777447381e+12	1.587617523505e+04
2.761515402363e+12	1.587997599520e+04
2.763253915639e+12	1.588377675535e+04
2.764992987220e+12	1.588757751550e+04
2.766732617116e+12	1.589137827566e+04
2.768472805338e+12	1.589517903581e+04
2.770213551898e+12	1.589897979596e+04
2.771954856805e+12	1.590278055611e+04
2.773696720071e+12	1.590658131626e+04
2.775439141706e+12	1.591038207642e+04
2.777182121722e+12	1.591418283657e+04
2.778925660129e+12	1.591798359672e+04
2.780669756940e+12	1.592178435687e+04
2.782414412165e+12	1.592558511702e+04
2.784159625815e+12	1.592938587718e+04
2.785905397902e+12	1.593318663733e+04
2.787651728438e+12	1.593698739748e+04
2.789398617434e+12	1.594078815763e+04
2.791146064901e+12	1.594458891778e+04
2.792894070851e+12	1.594838967794e+04
2.794642635297e+12	1.595219043809e+04
2.796391758250e+12	1.595599119824e+04
2.798141439721e+12	1.595979195839e+04
2.799891679723e+12	1.596359271854e+04
2.801642478268e+12	1.596739347870e+04
2.803393835368e+12	1.597119423885e+04
2.805145751035e+12	1.597499499900e+04
2.806898225282e+12	1.597879575915e+04
2.808651258121e+12	1.598259651930e+04
2.810404849563e+12	1.598639727946e+04
2.812158999623e+12	1.599019803961e+04
2.813913708312e+12	1.599399879976e+04
2.815668975644e+12	1.599779955991e+04
2.817424801629e+12	1.600160032006e+04
2.819181186283e+12	1.600540108022e+04
2.820938129617e+12	1.600920184037e+04
2.822695631644e+12	1.601300260052e+04
2.824453692378e+12	1.601680336067e+04
2.826212311832e+12	1.602060412082e+04
2.827971490018e+12	1.602440488098e+04
2.829731226950e+12	1.602820564113e+04
2.831491522641e+12	1.603200640128e+04
2.833252377105e+12	1.603580716143e+04
2.835013790355e+12	1.603960792158e+04
2.836775762405e+12	1.604340868174e+04
2.838538293268e+12	1.604720944189e+04
2.840301382959e+12	1.605101020204e+04
2.842065031490e+12	1.605481096219e+04
2.843829238876e+12	1.605861172234e+04
2.845594005130e+12	1.606241248250e+04
2.847359330267e+12	1.606621324265e+04
2.849125214300e+12	1.607001400280e+04
2.850891657245e+12	1.607381476295e+04
2.852658659114e+12	1.607761552310e+04
2.854426219923e+12	1.608141628326e+04
2.856194339685e+12	1.608521704341e+04
2.857963018416e+12	1.608901780356e+04
2.859732256129e+12	1.609281856371e+04
2.861502052839e+12	1.609661932386e+04
2.863272408562e+12	1.610042008402e+04
2.865043323311e+12	1.610422084417e+04
2.866814797102e+12	1.610802160432e+04
2.868586829949e+12	1.611182236447e+04
2.870359421868e+12	1.611562312462e+04
2.872132572873e+12	1.611942388478e+04
2.873906282980e+12	1.612322464493e+04
2.875680552204e+12	1.612702540508e+04
2.877455380560e+12	1.613082616523e+04
2.879230768063e+12	1.613462692539e+04
2.881006714729e+12	1.613842768554e+04
2.882783220574e+12	1.614222844569e+04
2.884560285613e+12	1.614602920584e+04
2.886337909861e+12	1.614982996599e+04
2.888116093335e+12	1.615363072615e+04
2.889894836051e+12	1.615743148630e+04
2.891674138023e+12	1.616123224645e+04
2.893453999269e+12	1.616503300660e+04
2.895234419804e+12	1.616883376675e+04
2.897015399644e+12	1.617263452691e+04
2.898796938806e+12	1.617643528706e+04
2.900579037306e+12	1.618023604721e+04
2.902361695160e+12	1.618403680736e+04
2.904144912384e+12	1.618783756751e+04
2.905928688996e+12	1.619163832767e+04
2.907713025012e+12	1.619543908782e+04
2.909497920448e+12	1.619923984797e+04
2.911283375321e+12	1.620304060812e+04
2.913069389649e+12	1.620684136827e+04
2.914855963447e+12	1.621064212843e+04
2.916643096733e+12	1.621444288858e+04
2.918430789524e+12	1.621824364873e+04
2.920219041838e+12	1.622204440888e+04
2.922007853690e+12	1.622584516903e+04
2.923797225100e+12	1.622964592919e+04
2.925587156083e+12	1.623344668934e+04
2.927377646658e+12	1.623724744949e+04
2.929168696842e+12	1.624104820964e+04
2.930960306652e+12	1.624484896979e+04
2.932752476107e+12	1.624864972995e+04
2.934545205224e+12	1.625245049010e+04
2.936338494021e+12	1.625625125025e+04
2.938132342515e+12	1.626005201040e+04
2.939926750726e+12	1.626385277055e+04
2.941721718670e+12	1.626765353071e+04
2.943517246366e+12	1.627145429086e+04
2.945313333833e+12	1.627525505101e+04
2.947109981088e+12	1.627905581116e+04
2.948907188151e+12	1.628285657131e+04
2.950704955038e+12	1.628665733147e+04
2.952503281770e+12	1.629045809162e+04
2.954302168365e+12	1.629425885177e+04
2.956101614841e+12	1.629805961192e+04
2.957901621217e+12	1.630186037207e+04
2.959702187512e+12	1.630566113223e+04
2.961503313745e+12	1.630946189238e+04
2.963304999935e+12	1.631326265253e+04
2.965107246102e+12	1.631706341268e+04
2.966910052263e+12	1.632086417283e+04
2.968713418439e+12	1.632466493299e+04
2.970517344650e+12	1.632846569314e+04
2.972321830913e+12	1.633226645329e+04
2.974126877249e+12	1.633606721344e+04
2.975932483678e+12	1.633986797359e+04
2.977738650219e+12	1.634366873375e+04
2.979545376892e+12	1.634746949390e+04
2.981352663717e+12	1.635127025405e+04
2.983160510713e+12	1.635507101420e+04
2.984968917900e+12	1.635887177435e+04
2.986777885300e+12	1.636267253451e+04
2.988587412931e+12	1.636647329466e+04
2.990397500814e+12	1.637027405481e+04
2.992208148969e+12	1.637407481496e+04
2.994019357418e+12	1.637787557512e+04
2.995831126179e+12	1.638167633527e+04
2.997643455274e+12	1.638547709542e+04
2.999456344724e+12	1.638927785557e+04
3.001269794548e+12	1.639307861572e+04
3.003083804769e+12	1.639687937588e+04
3.004898375406e+12	1.640068013603e+04
3.006713506481e+12	1.640448089618e+04
3.008529198014e+12	1.640828165633e+04
3.010345450028e+12	1.641208241648e+04
3.012162262542e+12	1.641588317664e+04
3.013979635579e+12	1.641968393679e+04
3.015797569160e+12	1.642348469694e+04
3.017616063305e+12	1.642728545709e+04
3.019435118037e+12	1.643108621724e+04
3.021254733378e+12	1.643488697740e+04
3.023074909348e+12	1.643868773755e+04
3.024895645970e+12	1.644248849770e+04
3.026716943266e+12	1.644628925785e+04
3.028538801257e+12	1.645009001800e+04
3.030361219965e+12	1.645389077816e+04
3.032184199414e+12	1.645769153831e+04
3.034007739623e+12	1.646149229846e+04
3.035831840617e+12	1.646529305861e+04
3.037656502417e+12	1.646909381876e+04
3.039481725046e+12	1.647289457892e+04
3.041307508526e+12	1.647669533907e+04
3.043133852880e+12	1.648049609922e+04
3.044960758131e+12	1.648429685937e+04
3.046788224301e+12	1.648809761952e+04
3.048616251413e+12	1.649189837968e+04
3.050444839489e+12	1.649569913983e+04
3.052273988554e+12	1.649949989998e+04
3.054103698630e+12	1.650330066013e+04
3.055933969740e+12	1.650710142028e+04
3.057764801908e+12	1.651090218044e+04
3.059596195156e+12	1.651470294059e+04
3.061428149509e+12	1.651850370074e+04
3.063260664989e+12	1.652230446089e+04
3.065093741621e+12	1.652610522104e+04
3.066927379427e+12	1.652990598120e+04
3.068761578432e+12	1.653370674135e+04
3.070596338660e+12	1.653750750150e+04
3.072431660134e+12	1.654130826165e+04
3.074267542878e+12	1.654510902180e+04
3.076103986917e+12	1.654890978196e+04
3.077940992275e+12	1.655271054211e+04
3.079778558975e+12	1.655651130226e+04
3.081616687043e+12	1.656031206241e+04
3.083455376502e+12	1.656411282256e+04
3.085294627377e+12	1.656791358272e+04
3.087134439693e+12	1.657171434287e+04
3.088974813474e+12	1.657551510302e+04
3.090815748745e+12	1.657931586317e+04
3.092657245531e+12	1.658311662332e+04
3.094499303857e+12	1.658691738348e+04
3.096341923748e+12	1.659071814363e+04
3.098185105228e+12	1.659451890378e+04
3.100028848324e+12	1.659831966393e+04
3.101873153059e+12	1.660212042408e+04
3.103718019460e+12	1.660592118424e+04
3.105563447553e+12	1.660972194439e+04
3.107409437361e+12	1.661352270454e+04
3.109255988912e+12	1.661732346469e+04
3.111103102231e+12	1.662112422484e+04
3.112950777343e+12	1.662492498500e+04
3.114799014274e+12	1.662872574515e+04
3.116647813050e+12	1.663252650530e+04
3.118497173698e+12	1.663632726545e+04
3.120347096243e+12	1.664012802561e+04
3.122197580712e+12	1.664392878576e+04
3.124048627130e+12	1.664772954591e+04
3.125900235525e+12	1.665153030606e+04
3.127752405921e+12	1.665533106621e+04
3.129605138347e+12	1.665913182637e+04
3.131458432829e+12	1.666293258652e+04
3.133312289393e+12	1.666673334667e+04
3.135166708066e+12	1.667053410682e+04
3.137021688875e+12	1.667433486697e+04
3.138877231846e+12	1.667813562713e+04
3.140733337008e+12	1.668193638728e+04
3.142590004387e+12	1.668573714743e+04
3.144447234009e+12	1.668953790758e+04
3.146305025904e+12	1.669333866773e+04
3.148163380097e+12	1.669713942789e+04
3.150022296616e+12	1.670094018804e+04
3.151881775489e+12	1.670474094819e+04
3.153741816744e+12	1.670854170834e+04
3.155602420407e+12	1.671234246849e+04
3.157463586508e+12	1.671614322865e+04
3.159325315074e+12	1.671994398880e+04
3.161187606132e+12	1.672374474895e+04
3.163050459711e+12	1.672754550910e+04
3.164913875839e+12	1.673134626925e+04
3.166777854544e+12	1.673514702941e+04
3.168642395855e+12	1.673894778956e+04
3.170507499800e+12	1.674274854971e+04
3.172373166407e+12	1.674654930986e+04
3.174239395705e+12	1.675035007001e+04
3.176106187722e+12	1.675415083017e+04
3.177973542488e+12	1.675795159032e+04
3.179841460031e+12	1.676175235047e+04
3.181709940380e+12	1.676555311062e+04
3.183578983564e+12	1.676935387077e+04
3.185448589612e+12	1.677315463093e+04
3.187318758554e+12	1.677695539108e+04
3.189189490418e+12	1.678075615123e+04
3.191060785235e+12	1.678455691138e+04
3.192932643032e+12	1.678835767153e+04
3.194805063841e+12	1.679215843169e+04
3.196678047690e+12	1.679595919184e+04
3.198551594609e+12	1.679975995199e+04
3.200425704628e+12	1.680356071214e+04
3.202300377777e+12	1.680736147229e+04
3.204175614086e+12	1.681116223245e+04
3.206051413584e+12	1.681496299260e+04
3.207927776303e+12	1.681876375275e+04
3.209804702272e+12	1.682256451290e+04
3.211682191521e+12	1.682636527305e+04
3.213560244081e+12	1.683016603321e+04
3.215438859983e+12	1.683396679336e+04
3.217318039257e+12	1.683776755351e+04
3.219197781933e+12	1.684156831366e+04
3.221078088042e+12	1.684536907381e+04
3.222958957616e+12	1.684916983397e+04
3.224840390685e+12	1.685297059412e+04
3.226722387280e+12	1.685677135427e+04
3.228604947432e+12	1.686057211442e+04
3.230488071173e+12	1.686437287457e+04
3.232371758533e+12	1.686817363473e+04
3.234256009544e+12	1.687197439488e+04
3.236140824238e+12	1.687577515503e+04
3.238026202646e+12	1.687957591518e+04
3.239912144799e+12	1.688337667534e+04
3.241798650730e+12	1.688717743549e+04
3.243685720470e+12	1.689097819564e+04
3.245573354051e+12	1.689477895579e+04
3.247461551505e+12	1.689857971594e+04
3.249350312864e+12	1.690238047610e+04
3.251239638160e+12	1.690618123625e+04
3.253129527426e+12	1.690998199640e+04
3.255019980694e+12	1.691378275655e+04
3.256910997995e+12	1.691758351670e+04
3.258802579364e+12	1.692138427686e+04
3.260694724832e+12	1.692518503701e+04
3.262587434432e+12	1.692898579716e+04
3.264480708197e+12	1.693278655731e+04
3.266374546160e+12	1.693658731746e+04
3.268268948353e+12	1.694038807762e+04
3.270163914810e+12	1.694418883777e+04
3.272059445564e+12	1.694798959792e+04
3.273955540648e+12	1.695179035807e+04
3.275852200095e+12	1.695559111822e+04
3.277749423939e+12	1.695939187838e+04
3.279647212214e+12	1.696319263853e+04
3.281545564952e+12	1.696699339868e+04
3.283444482188e+12	1.697079415883e+04
3.285343963955e+12	1.697459491898e+04
3.287244010287e+12	1.697839567914e+04
3.289144621218e+12	1.698219643929e+04
3.291045796783e+12	1.698599719944e+04
3.292947537014e+12	1.698979795959e+04
3.294849841948e+12	1.699359871974e+04
3.296752711617e+12	1.699739947990e+04
3.298656146056e+12	1.700120024005e+04
3.300560145299e+12	1.700500100020e+04
3.302464709382e+12	1.700880176035e+04
3.304369838339e+12	1.701260252050e+04
3.306275532204e+12	1.701640328066e+04
3.308181791013e+12	1.702020404081e+04
3.310088614800e+12	1.702400480096e+04
3.311996003601e+12	1.702780556111e+04
3.313903957450e+12	1.703160632126e+04
3.315812476383e+12	1.703540708142e+04
3.317721560435e+12	1.703920784157e+04
3.319631209641e+12	1.704300860172e+04
3.321541424038e+12	1.704680936187e+04
3.323452203659e+12	1.705061012202e+04
3.325363548542e+12	1.705441088218e+04
3.327275458722e+12	1.705821164233e+04
3.329187934234e+12	1.706201240248e+04
3.331100975115e+12	1.706581316263e+04
3.333014581401e+12	1.706961392278e+04
3.334928753128e+12	1.707341468294e+04
3.336843490331e+12	1.707721544309e+04
3.338758793048e+12	1.708101620324e+04
3.340674661314e+12	1.708481696339e+04
3.342591095167e+12	1.708861772354e+04
3.344508094642e+12	1.709241848370e+04
3.346425659777e+12	1.709621924385e+04
3.348343790608e+12	1.710002000400e+04
3.350262487172e+12	1.710382076415e+04
3.352181749505e+12	1.710762152430e+04
3.354101577646e+12	1.711142228446e+04
3.356021971631e+12	1.711522304461e+04
3.357942931497e+12	1.711902380476e+04
3.359864457281e+12	1.712282456491e+04
3.361786549022e+12	1.712662532507e+04
3.363709206756e+12	1.713042608522e+04
3.365632430520e+12	1.713422684537e+04
3.367556220354e+12	1.713802760552e+04
3.369480576294e+12	1.714182836567e+04
3.371405498379e+12	1.714562912583e+04
3.373330986645e+12	1.714942988598e+04
3.375257041133e+12	1.715323064613e+04
3.377183661878e+12	1.715703140628e+04
3.379110848920e+12	1.716083216643e+04
3.381038602297e+12	1.716463292659e+04
3.382966922048e+12	1.716843368674e+04
3.384895808210e+12	1.717223444689e+04
3.386825260823e+12	1.717603520704e+04
3.388755279925e+12	1.717983596719e+04
3.390685865555e+12	1.718363672735e+04
3.392617017752e+12	1.718743748750e+04
3.394548736554e+12	1.719123824765e+04
3.396481022002e+12	1.719503900780e+04
3.398413874133e+12	1.719883976795e+04
3.400347292988e+12	1.720264052811e+04
3.402281278605e+12	1.720644128826e+04
3.404215831024e+12	1.721024204841e+04
3.406150950285e+12	1.721404280856e+04
3.408086636427e+12	1.721784356871e+04
3.410022889490e+12	1.722164432887e+04
3.411959709513e+12	1.722544508902e+04
3.413897096537e+12	1.722924584917e+04
3.415835050602e+12	1.723304660932e+04
3.417773571747e+12	1.723684736947e+04
3.419712660013e+12	1.724064812963e+04
3.421652315440e+12	1.724444888978e+04
3.423592538068e+12	1.724824964993e+04
3.425533327939e+12	1.725205041008e+04
3.427474685092e+12	1.725585117023e+04
3.429416609567e+12	1.725965193039e+04
3.431359101407e+12	1.726345269054e+04
3.433302160652e+12	1.726725345069e+04
3.435245787341e+12	1.727105421084e+04
3.437189981518e+12	1.727485497099e+04
3.439134743222e+12	1.727865573115e+04
3.441080072495e+12	1.728245649130e+04
3.443025969379e+12	1.728625725145e+04
3.444972433914e+12	1.729005801160e+04
3.446919466142e+12	1.729385877175e+04
3.448867066105e+12	1.729765953191e+04
3.450815233844e+12	1.730146029206e+04
3.452763969401e+12	1.730526105221e+04
3.454713272819e+12	1.730906181236e+04
3.456663144138e+12	1.731286257251e+04
3.458613583402e+12	1.731666333267e+04
3.460564590651e+12	1.732046409282e+04
3.462516165929e+12	1.732426485297e+04
3.464468309278e+12	1.732806561312e+04
3.466421020740e+12	1.733186637327e+04
3.468374300358e+12	1.733566713343e+04
3.470328148174e+12	1.733946789358e+04
3.472282564231e+12	1.734326865373e+04
3.474237548572e+12	1.734706941388e+04
3.476193101240e+12	1.735087017403e+04
3.478149222278e+12	1.735467093419e+04
3.480105911729e+12	1.735847169434e+04
3.482063169635e+12	1.736227245449e+04
3.484020996042e+12	1.736607321464e+04
3.485979390991e+12	1.736987397479e+04
3.487938354526e+12	1.737367473495e+04
3.489897886691e+12	1.737747549510e+04
3.491857987530e+12	1.738127625525e+04
3.493818657086e+12	1.738507701540e+04
3.495779895403e+12	1.738887777556e+04
3.497741702525e+12	1.739267853571e+04
3.499704078496e+12	1.739647929586e+04
3.501667023361e+12	1.740028005601e+04
3.503630537163e+12	1.740408081616e+04
3.505594619948e+12	1.740788157632e+04
3.507559271758e+12	1.741168233647e+04
3.509524492639e+12	1.741548309662e+04
3.511490282636e+12	1.741928385677e+04
3.513456641794e+12	1.742308461692e+04
3.515423570156e+12	1.742688537708e+04
3.517391067768e+12	1.743068613723e+04
3.519359134675e+12	1.743448689738e+04
3.521327770922e+12	1.743828765753e+04
3.523296976555e+12	1.744208841768e+04
3.525266751618e+12	1.744588917784e+04
3.527237096157e+12	1.744968993799e+04
3.529208010218e+12	1.745349069814e+04
3.531179493846e+12	1.745729145829e+04
3.533151547087e+12	1.746109221844e+04
3.535124169986e+12	1.746489297860e+04
3.537097362589e+12	1.746869373875e+04
3.539071124943e+12	1.747249449890e+04
3.541045457094e+12	1.747629525905e+04
3.543020359087e+12	1.748009601920e+04
3.544995830969e+12	1.748389677936e+04
3.546971872787e+12	1.748769753951e+04
3.548948484586e+12	1.749149829966e+04
3.550925666414e+12	1.749529905981e+04
3.552903418316e+12	1.749909981996e+04
3.554881740340e+12	1.750290058012e+04
3.556860632533e+12	1.750670134027e+04
3.558840094942e+12	1.751050210042e+04
3.560820127613e+12	1.751430286057e+04
3.562800730594e+12	1.751810362072e+04
3.564781903931e+12	1.752190438088e+04
3.566763647673e+12	1.752570514103e+04
3.568745961867e+12	1.752950590118e+04
3.570728846560e+12	1.753330666133e+04
3.572712301800e+12	1.753710742148e+04
3.574696327635e+12	1.754090818164e+04
3.576680924112e+12	1.754470894179e+04
3.578666091279e+12	1.754850970194e+04
3.580651829185e+12	1.755231046209e+04
3.582638137877e+12	1.755611122224e+04
3.584625017404e+12	1.755991198240e+04
3.586612467815e+12	1.756371274255e+04
3.588600489156e+12	1.756751350270e+04
3.590589081478e+12	1.757131426285e+04
3.592578244828e+12	1.757511502300e+04
3.594567979255e+12	1.757891578316e+04
3.596558284809e+12	1.758271654331e+04
3.598549161537e+12	1.758651730346e+04
3.600540609490e+12	1.759031806361e+04
3.602532628715e+12	1.759411882376e+04
3.604525219263e+12	1.759791958392e+04
3.606518381182e+12	1.760172034407e+04
3.608512114523e+12	1.760552110422e+04
3.610506419334e+12	1.760932186437e+04
3.612501295665e+12	1.761312262452e+04
3.614496743565e+12	1.761692338468e+04
3.616492763086e+12	1.762072414483e+04
3.618489354275e+12	1.762452490498e+04
3.620486517184e+12	1.762832566513e+04
3.622484251863e+12	1.763212642529e+04
3.624482558361e+12	1.763592718544e+04
3.626481436729e+12	1.763972794559e+04
3.628480887018e+12	1.764352870574e+04
3.630480909277e+12	1.764732946589e+04
3.632481503558e+12	1.765113022605e+04
3.634482669911e+12	1.765493098620e+04
3.636484408387e+12	1.765873174635e+04
3.638486719036e+12	1.766253250650e+04
3.640489601910e+12	1.766633326665e+04
3.642493057060e+12	1.767013402681e+04
3.644497084537e+12	1.767393478696e+04
3.646501684392e+12	1.767773554711e+04
3.648506856677e+12	1.768153630726e+04
3.650512601443e+12	1.768533706741e+04
3.652518918741e+12	1.768913782757e+04
3.654525808624e+12	1.769293858772e+04
3.656533271143e+12	1.769673934787e+04
3.658541306350e+12	1.770054010802e+04
3.660549914297e+12	1.770434086817e+04
3.662559095036e+12	1.770814162833e+04
3.664568848619e+12	1.771194238848e+04
3.666579175099e+12	1.771574314863e+04
3.668590074527e+12	1.771954390878e+04
3.670601546957e+12	1.772334466893e+04
3.672613592440e+12	1.772714542909e+04
3.674626211031e+12	1.773094618924e+04
3.676639402780e+12	1.773474694939e+04
3.678653167742e+12	1.773854770954e+04
3.680667505968e+12	1.774234846969e+04
3.682682417513e+12	1.774614922985e+04
3.684697902430e+12	1.774994999000e+04
3.686713960771e+12	1.775375075015e+04
3.688730592590e+12	1.775755151030e+04
3.690747797941e+12	1.776135227045e+04
3.692765576877e+12	1.776515303061e+04
3.694783929451e+12	1.776895379076e+04
3.696802855718e+12	1.777275455091e+04
3.698822355732e+12	1.777655531106e+04
3.700842429546e+12	1.778035607121e+04
3.702863077214e+12	1.778415683137e+04
3.704884298791e+12	1.778795759152e+04
3.706906094332e+12	1.779175835167e+04
3.708928463889e+12	1.779555911182e+04
3.710951407518e+12	1.779935987197e+04
3.712974925274e+12	1.780316063213e+04
3.714999017210e+12	1.780696139228e+04
3.717023683383e+12	1.781076215243e+04
3.719048923846e+12	1.781456291258e+04
3.721074738655e+12	1.781836367273e+04
3.723101127865e+12	1.782216443289e+04
3.725128091530e+12	1.782596519304e+04
3.727155629708e+12	1.782976595319e+04
3.729183742451e+12	1.783356671334e+04
3.731212429817e+12	1.783736747349e+04
3.733241691861e+12	1.784116823365e+04
3.735271528638e+12	1.784496899380e+04
3.737301940205e+12	1.784876975395e+04
3.739332926616e+12	1.785257051410e+04
3.741364487929e+12	1.785637127425e+04
3.743396624199e+12	1.786017203441e+04
3.745429335483e+12	1.786397279456e+04
3.747462621836e+12	1.786777355471e+04
3.749496483316e+12	1.787157431486e+04
3.751530919978e+12	1.787537507501e+04
3.753565931880e+12	1.787917583517e+04
3.755601519078e+12	1.788297659532e+04
3.757637681628e+12	1.788677735547e+04
3.759674419588e+12	1.789057811562e+04
3.761711733016e+12	1.789437887578e+04
3.763749621967e+12	1.789817963593e+04
3.765788086499e+12	1.790198039608e+04
3.767827126670e+12	1.790578115623e+04
3.769866742536e+12	1.790958191638e+04
3.771906934156e+12	1.791338267654e+04
3.773947701587e+12	1.791718343669e+04
3.775989044888e+12	1.792098419684e+04
3.778030964114e+12	1.792478495699e+04
3.780073459325e+12	1.792858571714e+04
3.782116530579e+12	1.793238647730e+04
3.784160177934e+12	1.793618723745e+04
3.786204401448e+12	1.793998799760e+04
3.788249201179e+12	1.794378875775e+04
3.790294577186e+12	1.794758951790e+04
3.792340529528e+12	1.795139027806e+04
3.794387058262e+12	1.795519103821e+04
3.796434163449e+12	1.795899179836e+04
3.798481845146e+12	1.796279255851e+04
3.800530103413e+12	1.796659331866e+04
3.802578938309e+12	1.797039407882e+04
3.804628349892e+12	1.797419483897e+04
3.806678338223e+12	1.797799559912e+04
3.808728903361e+12	1.798179635927e+04
3.810780045365e+12	1.798559711942e+04
3.812831764294e+12	1.798939787958e+04
3.814884060209e+12	1.799319863973e+04
3.816936933169e+12	1.799699939988e+04
3.818990383234e+12	1.800080016003e+04
3.821044410464e+12	1.800460092018e+04
3.823099014920e+12	1.800840168034e+04
3.825154196660e+12	1.801220244049e+04
3.827209955747e+12	1.801600320064e+04
3.829266292240e+12	1.801980396079e+04
3.831323206200e+12	1.802360472094e+04
3.833380697686e+12	1.802740548110e+04
3.835438766761e+12	1.803120624125e+04
3.837497413485e+12	1.803500700140e+04
3.839556637919e+12	1.803880776155e+04
3.841616440124e+12	1.804260852170e+04
3.843676820160e+12	1.804640928186e+04
3.845737778090e+12	1.805021004201e+04
3.847799313975e+12	1.805401080216e+04
3.849861427876e+12	1.805781156231e+04
3.851924119854e+12	1.806161232246e+04
3.853987389972e+12	1.806541308262e+04
3.856051238291e+12	1.806921384277e+04
3.858115664873e+12	1.807301460292e+04
3.860180669780e+12	1.807681536307e+04
3.862246253074e+12	1.808061612322e+04
3.864312414817e+12	1.808441688338e+04
3.866379155072e+12	1.808821764353e+04
3.868446473901e+12	1.809201840368e+04
3.870514371366e+12	1.809581916383e+04
3.872582847531e+12	1.809961992398e+04
3.874651902457e+12	1.810342068414e+04
3.876721536208e+12	1.810722144429e+04
3.878791748847e+12	1.811102220444e+04
3.880862540436e+12	1.811482296459e+04
3.882933911038e+12	1.811862372474e+04
3.885005860718e+12	1.812242448490e+04
3.887078389538e+12	1.812622524505e+04
3.889151497562e+12	1.813002600520e+04
3.891225184853e+12	1.813382676535e+04
