# Zeng et al. (2021) core EOS (Holzapfel EOS)
# Pressure (Pa)	Density (kg m-3)
3.851144e+14	1.682841e+05
3.910890e+14	1.694680e+05
3.971515e+14	1.706602e+05
4.033032e+14	1.718608e+05
4.095454e+14	1.730699e+05
4.158793e+14	1.742875e+05
4.223062e+14	1.755136e+05
4.288274e+14	1.767484e+05
4.354442e+14	1.779918e+05
4.421580e+14	1.792440e+05
4.489702e+14	1.805050e+05
4.558820e+14	1.817749e+05
4.628950e+14	1.830537e+05
4.700105e+14	1.843415e+05
4.772300e+14	1.856383e+05
4.845548e+14	1.869443e+05
4.919865e+14	1.882595e+05
4.995266e+14	1.895839e+05
5.071766e+14	1.909177e+05
5.149380e+14	1.922608e+05
5.228124e+14	1.936134e+05
5.308013e+14	1.949755e+05
5.389064e+14	1.963472e+05
5.471292e+14	1.977285e+05
5.554714e+14	1.991195e+05
5.639347e+14	2.005204e+05
5.725207e+14	2.019310e+05
5.812311e+14	2.033516e+05
5.900677e+14	2.047823e+05
5.990322e+14	2.062229e+05
6.081264e+14	2.076737e+05
6.173521e+14	2.091347e+05
6.267111e+14	2.106060e+05
6.362053e+14	2.120877e+05
6.458365e+14	2.135797e+05
6.556066e+14	2.150823e+05
6.655176e+14	2.165954e+05
6.755714e+14	2.181192e+05
6.857699e+14	2.196537e+05
6.961152e+14	2.211990e+05
7.066093e+14	2.227551e+05
7.172543e+14	2.243222e+05
7.280522e+14	2.259004e+05
7.390051e+14	2.274896e+05
7.501152e+14	2.290900e+05
7.613846e+14	2.307017e+05
7.728155e+14	2.323247e+05
7.844102e+14	2.339591e+05
7.961709e+14	2.356051e+05
8.080999e+14	2.372626e+05
8.201995e+14	2.389317e+05
8.324720e+14	2.406127e+05
8.449199e+14	2.423054e+05
8.575454e+14	2.440100e+05
8.703512e+14	2.457267e+05
8.833395e+14	2.474554e+05
8.965130e+14	2.491963e+05
9.098741e+14	2.509494e+05
9.234255e+14	2.527149e+05
9.371698e+14	2.544927e+05
9.511095e+14	2.562831e+05
9.652473e+14	2.580861e+05
9.795860e+14	2.599018e+05
9.941283e+14	2.617302e+05
1.008877e+15	2.635715e+05
1.023835e+15	2.654258e+05
1.039005e+15	2.672931e+05
1.054390e+15	2.691735e+05
1.069993e+15	2.710672e+05
1.085816e+15	2.729742e+05
1.101864e+15	2.748946e+05
1.118138e+15	2.768285e+05
1.134642e+15	2.787760e+05
1.151380e+15	2.807372e+05
