# Grant et al. (2021) liquid iron EOS (https://ui.adsabs.harvard.edu/abs/2021JGRB..12620008G/abstract)
# Vinet fit to experimental data
# Pressure (Pa)	Density (kg m-3)
4.105242e+14	2.925417e+05
4.150465e+14	2.946672e+05
4.196121e+14	2.968082e+05
4.242214e+14	2.989648e+05
4.288748e+14	3.011370e+05
4.335725e+14	3.033251e+05
4.383149e+14	3.055290e+05
4.431024e+14	3.077489e+05
4.479355e+14	3.099850e+05
4.528143e+14	3.122373e+05
4.577393e+14	3.145059e+05
4.627109e+14	3.167911e+05
4.677295e+14	3.190929e+05
4.727954e+14	3.214113e+05
4.779090e+14	3.237467e+05
4.830706e+14	3.260990e+05
4.882807e+14	3.284684e+05
4.935397e+14	3.308550e+05
4.988479e+14	3.332589e+05
5.042058e+14	3.356803e+05
5.096137e+14	3.381193e+05
5.150720e+14	3.405760e+05
5.205811e+14	3.430506e+05
5.261414e+14	3.455432e+05
5.317534e+14	3.480539e+05
5.374174e+14	3.505828e+05
5.431338e+14	3.531300e+05
5.489031e+14	3.556958e+05
5.547257e+14	3.582803e+05
5.606020e+14	3.608835e+05
5.665323e+14	3.635056e+05
5.725172e+14	3.661468e+05
5.785571e+14	3.688072e+05
5.846524e+14	3.714869e+05
5.908034e+14	3.741860e+05
5.970107e+14	3.769048e+05
6.032748e+14	3.796434e+05
6.095959e+14	3.824018e+05
6.159746e+14	3.851803e+05
6.224113e+14	3.879789e+05
6.289065e+14	3.907979e+05
6.354606e+14	3.936374e+05
6.420741e+14	3.964975e+05
6.487474e+14	3.993784e+05
6.554810e+14	4.022803e+05
6.622754e+14	4.052032e+05
6.691309e+14	4.081473e+05
6.760482e+14	4.111129e+05
6.830276e+14	4.140999e+05
6.900696e+14	4.171087e+05
6.971747e+14	4.201394e+05
7.043435e+14	4.231921e+05
7.115763e+14	4.262669e+05
7.188736e+14	4.293641e+05
7.262361e+14	4.324838e+05
7.336640e+14	4.356262e+05
7.411580e+14	4.387914e+05
7.487186e+14	4.419796e+05
7.563461e+14	4.451909e+05
7.640413e+14	4.484256e+05
7.718044e+14	4.516838e+05
7.796362e+14	4.549657e+05
7.875370e+14	4.582714e+05
7.955074e+14	4.616012e+05
8.035480e+14	4.649551e+05
8.116592e+14	4.683334e+05
8.198415e+14	4.717362e+05
8.280956e+14	4.751638e+05
8.364219e+14	4.786163e+05
8.448210e+14	4.820938e+05
8.532934e+14	4.855967e+05
8.618397e+14	4.891249e+05
8.704604e+14	4.926788e+05
8.791560e+14	4.962586e+05
8.879272e+14	4.998643e+05
8.967745e+14	5.034963e+05
9.056983e+14	5.071546e+05
9.146994e+14	5.108395e+05
9.237783e+14	5.145512e+05
9.329355e+14	5.182899e+05
9.421716e+14	5.220557e+05
9.514872e+14	5.258489e+05
9.608829e+14	5.296696e+05
9.703593e+14	5.335181e+05
9.799169e+14	5.373946e+05
9.895564e+14	5.412992e+05
9.992784e+14	5.452322e+05
1.009083e+15	5.491938e+05
1.018972e+15	5.531842e+05
1.028945e+15	5.572035e+05
1.039003e+15	5.612521e+05
1.049146e+15	5.653301e+05
1.059375e+15	5.694377e+05
1.069691e+15	5.735751e+05
1.080095e+15	5.777426e+05
1.090586e+15	5.819404e+05
1.101166e+15	5.861687e+05
1.111836e+15	5.904277e+05
1.122595e+15	5.947177e+05
1.133445e+15	5.990388e+05
1.144386e+15	6.033914e+05
1.155419e+15	6.077755e+05
1.166544e+15	6.121915e+05
1.177762e+15	6.166396e+05
1.189075e+15	6.211201e+05
1.200482e+15	6.256330e+05
1.211984e+15	6.301788e+05
1.223582e+15	6.347576e+05
1.235276e+15	6.393696e+05
1.247068e+15	6.440152e+05
1.258957e+15	6.486945e+05
1.270945e+15	6.534079e+05
1.283033e+15	6.581554e+05
1.295221e+15	6.629375e+05
1.307509e+15	6.677543e+05
1.319898e+15	6.726061e+05
1.332390e+15	6.774932e+05
1.344985e+15	6.824157e+05
1.357683e+15	6.873741e+05
1.370486e+15	6.923684e+05
1.383393e+15	6.973991e+05
1.396407e+15	7.024663e+05
1.409527e+15	7.075703e+05
1.422754e+15	7.127114e+05
1.436089e+15	7.178899e+05
1.449533e+15	7.231060e+05
1.463087e+15	7.283600e+05
1.476751e+15	7.336521e+05
1.490525e+15	7.389827e+05
1.504412e+15	7.443521e+05
1.518411e+15	7.497604e+05
1.532524e+15	7.552081e+05
1.546751e+15	7.606953e+05
1.561093e+15	7.662224e+05
1.575551e+15	7.717897e+05
1.590125e+15	7.773974e+05
1.604816e+15	7.830459e+05
1.619626e+15	7.887354e+05
1.634555e+15	7.944662e+05
1.649603e+15	8.002387e+05
1.664772e+15	8.060531e+05
1.680063e+15	8.119098e+05
1.695476e+15	8.178090e+05
1.711012e+15	8.237511e+05
1.726672e+15	8.297363e+05
1.742457e+15	8.357651e+05
1.758367e+15	8.418376e+05
1.774404e+15	8.479543e+05
1.790569e+15	8.541154e+05
1.806861e+15	8.603213e+05
1.823283e+15	8.665723e+05
1.839835e+15	8.728687e+05
1.856517e+15	8.792108e+05
1.873332e+15	8.855990e+05
1.890279e+15	8.920337e+05
1.907360e+15	8.985151e+05
1.924575e+15	9.050436e+05
1.941925e+15	9.116195e+05
1.959412e+15	9.182432e+05
1.977036e+15	9.249150e+05
1.994798e+15	9.316353e+05
2.012699e+15	9.384044e+05
2.030741e+15	9.452227e+05
2.048923e+15	9.520906e+05
2.067247e+15	9.590084e+05
2.085713e+15	9.659764e+05
2.104324e+15	9.729950e+05
2.123079e+15	9.800647e+05
2.141981e+15	9.871857e+05
2.161028e+15	9.943584e+05
2.180224e+15	1.001583e+06
2.199568e+15	1.008861e+06
2.219062e+15	1.016191e+06
2.238706e+15	1.023574e+06
2.258502e+15	1.031012e+06
2.278450e+15	1.038503e+06
2.298553e+15	1.046048e+06
2.318810e+15	1.053649e+06
2.339222e+15	1.061304e+06
2.359792e+15	1.069016e+06
2.380519e+15	1.076783e+06
2.401405e+15	1.084607e+06
2.422450e+15	1.092487e+06
2.443657e+15	1.100425e+06
2.465026e+15	1.108421e+06
2.486557e+15	1.116474e+06
2.508253e+15	1.124587e+06
2.530114e+15	1.132758e+06
2.552141e+15	1.140988e+06
2.574335e+15	1.149278e+06
2.596698e+15	1.157629e+06
2.619231e+15	1.166040e+06
2.641934e+15	1.174512e+06
2.664809e+15	1.183046e+06
2.687856e+15	1.191642e+06
2.711078e+15	1.200300e+06
2.734475e+15	1.209022e+06
2.758048e+15	1.217806e+06
2.781799e+15	1.226655e+06
2.805728e+15	1.235567e+06
2.829836e+15	1.244545e+06
2.854126e+15	1.253587e+06
2.878598e+15	1.262696e+06
2.903253e+15	1.271870e+06
2.928092e+15	1.281112e+06
2.953118e+15	1.290420e+06
2.978329e+15	1.299796e+06
3.003729e+15	1.309240e+06
3.029318e+15	1.318753e+06
3.055098e+15	1.328335e+06
3.081069e+15	1.337986e+06
3.107233e+15	1.347708e+06
3.133592e+15	1.357500e+06
3.160145e+15	1.367363e+06
3.186896e+15	1.377299e+06
3.213844e+15	1.387306e+06
3.240991e+15	1.397386e+06
3.268339e+15	1.407539e+06
3.295889e+15	1.417766e+06
3.323641e+15	1.428067e+06
3.351598e+15	1.438443e+06
3.379760e+15	1.448895e+06
3.408130e+15	1.459422e+06
3.436707e+15	1.470026e+06
3.465494e+15	1.480707e+06
3.494492e+15	1.491466e+06
3.523702e+15	1.502303e+06
3.553126e+15	1.513218e+06
3.582765e+15	1.524213e+06
3.612619e+15	1.535288e+06
3.642692e+15	1.546443e+06
3.672983e+15	1.557679e+06
3.703495e+15	1.568997e+06
3.734229e+15	1.580397e+06
3.765186e+15	1.591880e+06
3.796367e+15	1.603447e+06
3.827775e+15	1.615097e+06
3.859410e+15	1.626832e+06
3.891273e+15	1.638652e+06
3.923367e+15	1.650559e+06
3.955693e+15	1.662551e+06
3.988252e+15	1.674631e+06
4.021046e+15	1.686799e+06
4.054075e+15	1.699055e+06
4.087342e+15	1.711400e+06
4.120849e+15	1.723835e+06
4.154596e+15	1.736360e+06
4.188584e+15	1.748976e+06
4.222817e+15	1.761684e+06
4.257294e+15	1.774484e+06
4.292019e+15	1.787377e+06
4.326991e+15	1.800364e+06
4.362213e+15	1.813445e+06
4.397686e+15	1.826621e+06
4.433412e+15	1.839893e+06
