# SiC (rock-salt structure) EOS
# low-density (below 7000.826816 kg/m^3) data come from Miozzi et al. (2018)
# high-density (above 7000.826816 kg/m^3) data come from Wilson & Militzer (2014)
# Pressure (Pa)	Density (kg/m^3)
1.4254880483e+11	5.3192235220e+03
1.4295809446e+11	5.3222103840e+03
1.4336774309e+11	5.3251972460e+03
1.4377775058e+11	5.3281841080e+03
1.4418811683e+11	5.3311709699e+03
1.4459884170e+11	5.3341578319e+03
1.4500992508e+11	5.3371446939e+03
1.4542136685e+11	5.3401315559e+03
1.4583316689e+11	5.3431184179e+03
1.4624532507e+11	5.3461052798e+03
1.4665784128e+11	5.3490921418e+03
1.4707071540e+11	5.3520790038e+03
1.4748394729e+11	5.3550658658e+03
1.4789753685e+11	5.3580527278e+03
1.4831148396e+11	5.3610395897e+03
1.4872578848e+11	5.3640264517e+03
1.4914045031e+11	5.3670133137e+03
1.4955546932e+11	5.3700001757e+03
1.4997084539e+11	5.3729870376e+03
1.5038657841e+11	5.3759738996e+03
1.5080266824e+11	5.3789607616e+03
1.5121911477e+11	5.3819476236e+03
1.5163591788e+11	5.3849344856e+03
1.5205307745e+11	5.3879213475e+03
1.5247059336e+11	5.3909082095e+03
1.5288846549e+11	5.3938950715e+03
1.5330669371e+11	5.3968819335e+03
1.5372527792e+11	5.3998687955e+03
1.5414421798e+11	5.4028556574e+03
1.5456351378e+11	5.4058425194e+03
1.5498316520e+11	5.4088293814e+03
1.5540317211e+11	5.4118162434e+03
1.5582353441e+11	5.4148031054e+03
1.5624425196e+11	5.4177899673e+03
1.5666532465e+11	5.4207768293e+03
1.5708675235e+11	5.4237636913e+03
1.5750853495e+11	5.4267505533e+03
1.5793067233e+11	5.4297374152e+03
1.5835316437e+11	5.4327242772e+03
1.5877601095e+11	5.4357111392e+03
1.5919921194e+11	5.4386980012e+03
1.5962276723e+11	5.4416848632e+03
1.6004667671e+11	5.4446717251e+03
1.6047094023e+11	5.4476585871e+03
1.6089555770e+11	5.4506454491e+03
1.6132052899e+11	5.4536323111e+03
1.6174585398e+11	5.4566191731e+03
1.6217153254e+11	5.4596060350e+03
1.6259756457e+11	5.4625928970e+03
1.6302394994e+11	5.4655797590e+03
1.6345068852e+11	5.4685666210e+03
1.6387778021e+11	5.4715534830e+03
1.6430522488e+11	5.4745403449e+03
1.6473302242e+11	5.4775272069e+03
1.6516117270e+11	5.4805140689e+03
1.6558967560e+11	5.4835009309e+03
1.6601853100e+11	5.4864877928e+03
1.6644773879e+11	5.4894746548e+03
1.6687729885e+11	5.4924615168e+03
1.6730721105e+11	5.4954483788e+03
1.6773747528e+11	5.4984352408e+03
1.6816809142e+11	5.5014221027e+03
1.6859905935e+11	5.5044089647e+03
1.6903037894e+11	5.5073958267e+03
1.6946205009e+11	5.5103826887e+03
1.6989407267e+11	5.5133695507e+03
1.7032644656e+11	5.5163564126e+03
1.7075917164e+11	5.5193432746e+03
1.7119224780e+11	5.5223301366e+03
1.7162567491e+11	5.5253169986e+03
1.7205945286e+11	5.5283038606e+03
1.7249358152e+11	5.5312907225e+03
1.7292806079e+11	5.5342775845e+03
1.7336289053e+11	5.5372644465e+03
1.7379807063e+11	5.5402513085e+03
1.7423360098e+11	5.5432381704e+03
1.7466948145e+11	5.5462250324e+03
1.7510571192e+11	5.5492118944e+03
1.7554229228e+11	5.5521987564e+03
1.7597922241e+11	5.5551856184e+03
1.7641650218e+11	5.5581724803e+03
1.7685413149e+11	5.5611593423e+03
1.7729211020e+11	5.5641462043e+03
1.7773043821e+11	5.5671330663e+03
1.7816911539e+11	5.5701199283e+03
1.7860814163e+11	5.5731067902e+03
1.7904751681e+11	5.5760936522e+03
1.7948724080e+11	5.5790805142e+03
1.7992731350e+11	5.5820673762e+03
1.8036773477e+11	5.5850542382e+03
1.8080850451e+11	5.5880411001e+03
1.8124962260e+11	5.5910279621e+03
1.8169108891e+11	5.5940148241e+03
1.8213290333e+11	5.5970016861e+03
1.8257506574e+11	5.5999885480e+03
1.8301757603e+11	5.6029754100e+03
1.8346043407e+11	5.6059622720e+03
1.8390363974e+11	5.6089491340e+03
1.8434719293e+11	5.6119359960e+03
1.8479109353e+11	5.6149228579e+03
1.8523534140e+11	5.6179097199e+03
1.8567993644e+11	5.6208965819e+03
1.8612487853e+11	5.6238834439e+03
1.8657016754e+11	5.6268703059e+03
1.8701580337e+11	5.6298571678e+03
1.8746178589e+11	5.6328440298e+03
1.8790811498e+11	5.6358308918e+03
1.8835479053e+11	5.6388177538e+03
1.8880181242e+11	5.6418046158e+03
1.8924918053e+11	5.6447914777e+03
1.8969689474e+11	5.6477783397e+03
1.9014495495e+11	5.6507652017e+03
1.9059336102e+11	5.6537520637e+03
1.9104211284e+11	5.6567389256e+03
1.9149121029e+11	5.6597257876e+03
1.9194065326e+11	5.6627126496e+03
1.9239044163e+11	5.6656995116e+03
1.9284057528e+11	5.6686863736e+03
1.9329105410e+11	5.6716732355e+03
1.9374187796e+11	5.6746600975e+03
1.9419304675e+11	5.6776469595e+03
1.9464456035e+11	5.6806338215e+03
1.9509641865e+11	5.6836206835e+03
1.9554862152e+11	5.6866075454e+03
1.9600116886e+11	5.6895944074e+03
1.9645406054e+11	5.6925812694e+03
1.9690729644e+11	5.6955681314e+03
1.9736087645e+11	5.6985549934e+03
1.9781480045e+11	5.7015418553e+03
1.9826906833e+11	5.7045287173e+03
1.9872367997e+11	5.7075155793e+03
1.9917863525e+11	5.7105024413e+03
1.9963393405e+11	5.7134893032e+03
2.0008957625e+11	5.7164761652e+03
2.0054556175e+11	5.7194630272e+03
2.0100189042e+11	5.7224498892e+03
2.0145856215e+11	5.7254367512e+03
2.0191557682e+11	5.7284236131e+03
2.0237293431e+11	5.7314104751e+03
2.0283063450e+11	5.7343973371e+03
2.0328867729e+11	5.7373841991e+03
2.0374706255e+11	5.7403710611e+03
2.0420579016e+11	5.7433579230e+03
2.0466486002e+11	5.7463447850e+03
2.0512427200e+11	5.7493316470e+03
2.0558402598e+11	5.7523185090e+03
2.0604412186e+11	5.7553053710e+03
2.0650455951e+11	5.7582922329e+03
2.0696533882e+11	5.7612790949e+03
2.0742645967e+11	5.7642659569e+03
2.0788792195e+11	5.7672528189e+03
2.0834972553e+11	5.7702396808e+03
2.0881187031e+11	5.7732265428e+03
2.0927435616e+11	5.7762134048e+03
2.0973718297e+11	5.7792002668e+03
2.1020035063e+11	5.7821871288e+03
2.1066385902e+11	5.7851739907e+03
2.1112770802e+11	5.7881608527e+03
2.1159189751e+11	5.7911477147e+03
2.1205642738e+11	5.7941345767e+03
2.1252129752e+11	5.7971214387e+03
2.1298650781e+11	5.8001083006e+03
2.1345205813e+11	5.8030951626e+03
2.1391794837e+11	5.8060820246e+03
2.1438417840e+11	5.8090688866e+03
2.1485074812e+11	5.8120557486e+03
2.1531765742e+11	5.8150426105e+03
2.1578490616e+11	5.8180294725e+03
2.1625249424e+11	5.8210163345e+03
2.1672042155e+11	5.8240031965e+03
2.1718868796e+11	5.8269900584e+03
2.1765729337e+11	5.8299769204e+03
2.1812623764e+11	5.8329637824e+03
2.1859552068e+11	5.8359506444e+03
2.1906514237e+11	5.8389375064e+03
2.1953510258e+11	5.8419243683e+03
2.2000540121e+11	5.8449112303e+03
2.2047603814e+11	5.8478980923e+03
2.2094701325e+11	5.8508849543e+03
2.2141832643e+11	5.8538718163e+03
2.2188997756e+11	5.8568586782e+03
2.2236196653e+11	5.8598455402e+03
2.2283429322e+11	5.8628324022e+03
2.2330695752e+11	5.8658192642e+03
2.2377995932e+11	5.8688061262e+03
2.2425329849e+11	5.8717929881e+03
2.2472697492e+11	5.8747798501e+03
2.2520098850e+11	5.8777667121e+03
2.2567533912e+11	5.8807535741e+03
2.2615002665e+11	5.8837404360e+03
2.2662505098e+11	5.8867272980e+03
2.2710041201e+11	5.8897141600e+03
2.2757610960e+11	5.8927010220e+03
2.2805214366e+11	5.8956878840e+03
2.2852851406e+11	5.8986747459e+03
2.2900522069e+11	5.9016616079e+03
2.2948226343e+11	5.9046484699e+03
2.2995964217e+11	5.9076353319e+03
2.3043735680e+11	5.9106221939e+03
2.3091540720e+11	5.9136090558e+03
2.3139379326e+11	5.9165959178e+03
2.3187251486e+11	5.9195827798e+03
2.3235157189e+11	5.9225696418e+03
2.3283096423e+11	5.9255565038e+03
2.3331069177e+11	5.9285433657e+03
2.3379075440e+11	5.9315302277e+03
2.3427115199e+11	5.9345170897e+03
2.3475188444e+11	5.9375039517e+03
2.3523295164e+11	5.9404908136e+03
2.3571435346e+11	5.9434776756e+03
2.3619608980e+11	5.9464645376e+03
2.3667816054e+11	5.9494513996e+03
2.3716056556e+11	5.9524382616e+03
2.3764330476e+11	5.9554251235e+03
2.3812637801e+11	5.9584119855e+03
2.3860978521e+11	5.9613988475e+03
2.3909352624e+11	5.9643857095e+03
2.3957760098e+11	5.9673725715e+03
2.4006200933e+11	5.9703594334e+03
2.4054675117e+11	5.9733462954e+03
2.4103182638e+11	5.9763331574e+03
2.4151723485e+11	5.9793200194e+03
2.4200297648e+11	5.9823068814e+03
2.4248905113e+11	5.9852937433e+03
2.4297545871e+11	5.9882806053e+03
2.4346219909e+11	5.9912674673e+03
2.4394927217e+11	5.9942543293e+03
2.4443667783e+11	5.9972411912e+03
2.4492441596e+11	6.0002280532e+03
2.4541248644e+11	6.0032149152e+03
