1.193860e+09	7.916819e+03
1.215216e+09	7.917819e+03
1.236584e+09	7.918819e+03
1.257964e+09	7.919819e+03
1.279356e+09	7.920819e+03
1.300760e+09	7.921819e+03
1.322176e+09	7.922819e+03
1.343603e+09	7.923819e+03
1.365043e+09	7.924819e+03
1.386495e+09	7.925819e+03
1.407959e+09	7.926819e+03
1.429434e+09	7.927819e+03
1.450922e+09	7.928819e+03
1.472421e+09	7.929819e+03
1.493933e+09	7.930819e+03
1.515456e+09	7.931819e+03
1.536992e+09	7.932819e+03
1.558539e+09	7.933819e+03
1.580099e+09	7.934819e+03
1.601670e+09	7.935819e+03
1.623254e+09	7.936819e+03
1.644849e+09	7.937819e+03
1.666457e+09	7.938819e+03
1.688076e+09	7.939819e+03
1.709707e+09	7.940819e+03
1.731351e+09	7.941819e+03
1.753006e+09	7.942819e+03
1.774674e+09	7.943819e+03
1.796353e+09	7.944819e+03
1.818044e+09	7.945819e+03
1.839748e+09	7.946819e+03
1.861463e+09	7.947819e+03
1.883191e+09	7.948819e+03
1.904930e+09	7.949819e+03
1.926681e+09	7.950819e+03
1.948445e+09	7.951819e+03
1.970220e+09	7.952819e+03
1.992008e+09	7.953819e+03
2.013807e+09	7.954819e+03
2.035619e+09	7.955819e+03
2.057443e+09	7.956819e+03
2.079278e+09	7.957819e+03
2.101126e+09	7.958819e+03
2.122985e+09	7.959819e+03
2.144857e+09	7.960819e+03
2.166741e+09	7.961819e+03
2.188637e+09	7.962819e+03
2.210545e+09	7.963819e+03
2.232464e+09	7.964819e+03
2.254396e+09	7.965819e+03
2.276340e+09	7.966819e+03
2.298296e+09	7.967819e+03
2.320264e+09	7.968819e+03
2.342244e+09	7.969819e+03
2.364237e+09	7.970819e+03
2.386241e+09	7.971819e+03
2.408257e+09	7.972819e+03
2.430285e+09	7.973819e+03
2.452326e+09	7.974819e+03
2.474378e+09	7.975819e+03
2.496443e+09	7.976819e+03
2.518519e+09	7.977819e+03
2.540608e+09	7.978819e+03
2.562709e+09	7.979819e+03
2.584821e+09	7.980819e+03
2.606946e+09	7.981819e+03
2.629083e+09	7.982819e+03
2.651232e+09	7.983819e+03
2.673393e+09	7.984819e+03
2.695567e+09	7.985819e+03
2.717752e+09	7.986819e+03
2.739949e+09	7.987819e+03
2.762159e+09	7.988819e+03
2.784380e+09	7.989819e+03
2.806614e+09	7.990819e+03
2.828859e+09	7.991819e+03
2.851117e+09	7.992819e+03
2.873387e+09	7.993819e+03
2.895669e+09	7.994819e+03
2.917963e+09	7.995819e+03
2.940270e+09	7.996819e+03
2.962588e+09	7.997819e+03
2.984918e+09	7.998819e+03
3.007261e+09	7.999819e+03
3.029616e+09	8.000819e+03
3.051982e+09	8.001819e+03
3.074361e+09	8.002819e+03
3.096752e+09	8.003819e+03
3.119155e+09	8.004819e+03
3.141571e+09	8.005819e+03
3.163998e+09	8.006819e+03
3.186438e+09	8.007819e+03
3.208889e+09	8.008819e+03
3.231353e+09	8.009819e+03
3.253829e+09	8.010819e+03
3.276317e+09	8.011819e+03
3.298817e+09	8.012819e+03
3.321329e+09	8.013819e+03
3.343854e+09	8.014819e+03
3.366390e+09	8.015819e+03
3.388939e+09	8.016819e+03
3.411500e+09	8.017819e+03
3.434073e+09	8.018819e+03
3.456658e+09	8.019819e+03
3.479255e+09	8.020819e+03
3.501865e+09	8.021819e+03
3.524486e+09	8.022819e+03
3.547120e+09	8.023819e+03
3.569766e+09	8.024819e+03
3.592424e+09	8.025819e+03
3.615094e+09	8.026819e+03
3.637777e+09	8.027819e+03
3.660471e+09	8.028819e+03
3.683178e+09	8.029819e+03
3.705897e+09	8.030819e+03
3.728628e+09	8.031819e+03
3.751372e+09	8.032819e+03
3.774127e+09	8.033819e+03
3.796895e+09	8.034819e+03
3.819674e+09	8.035819e+03
3.842466e+09	8.036819e+03
3.865271e+09	8.037819e+03
3.888087e+09	8.038819e+03
3.910915e+09	8.039819e+03
3.933756e+09	8.040819e+03
3.956609e+09	8.041819e+03
3.979474e+09	8.042819e+03
4.002352e+09	8.043819e+03
4.025241e+09	8.044819e+03
4.048143e+09	8.045819e+03
4.071057e+09	8.046819e+03
4.093983e+09	8.047819e+03
4.116921e+09	8.048819e+03
4.139872e+09	8.049819e+03
4.162834e+09	8.050819e+03
4.185809e+09	8.051819e+03
4.208797e+09	8.052819e+03
4.231796e+09	8.053819e+03
4.254807e+09	8.054819e+03
4.277831e+09	8.055819e+03
4.300867e+09	8.056819e+03
4.323916e+09	8.057819e+03
4.346976e+09	8.058819e+03
4.370049e+09	8.059819e+03
4.393134e+09	8.060819e+03
4.416231e+09	8.061819e+03
4.439340e+09	8.062819e+03
4.462462e+09	8.063819e+03
4.485596e+09	8.064819e+03
4.508742e+09	8.065819e+03
4.531900e+09	8.066819e+03
4.555071e+09	8.067819e+03
4.578254e+09	8.068819e+03
4.601449e+09	8.069819e+03
4.624656e+09	8.070819e+03
4.647875e+09	8.071819e+03
4.671107e+09	8.072819e+03
4.694351e+09	8.073819e+03
4.717608e+09	8.074819e+03
4.740876e+09	8.075819e+03
4.764157e+09	8.076819e+03
4.787450e+09	8.077819e+03
4.810756e+09	8.078819e+03
4.834073e+09	8.079819e+03
4.857403e+09	8.080819e+03
4.880745e+09	8.081819e+03
4.904100e+09	8.082819e+03
4.927466e+09	8.083819e+03
4.950845e+09	8.084819e+03
4.974237e+09	8.085819e+03
4.997640e+09	8.086819e+03
5.021056e+09	8.087819e+03
5.044484e+09	8.088819e+03
5.067925e+09	8.089819e+03
5.091377e+09	8.090819e+03
5.114842e+09	8.091819e+03
5.138319e+09	8.092819e+03
5.161809e+09	8.093819e+03
5.185311e+09	8.094819e+03
5.208825e+09	8.095819e+03
5.232351e+09	8.096819e+03
5.255890e+09	8.097819e+03
5.279441e+09	8.098819e+03
5.303004e+09	8.099819e+03
5.326580e+09	8.100819e+03
5.350168e+09	8.101819e+03
5.373768e+09	8.102819e+03
5.397381e+09	8.103819e+03
5.421006e+09	8.104819e+03
5.444643e+09	8.105819e+03
5.468292e+09	8.106819e+03
5.491954e+09	8.107819e+03
5.515628e+09	8.108819e+03
5.539315e+09	8.109819e+03
5.563013e+09	8.110819e+03
5.586725e+09	8.111819e+03
5.610448e+09	8.112819e+03
5.634184e+09	8.113819e+03
5.657932e+09	8.114819e+03
5.681692e+09	8.115819e+03
5.705465e+09	8.116819e+03
5.729250e+09	8.117819e+03
5.753048e+09	8.118819e+03
5.776857e+09	8.119819e+03
5.800679e+09	8.120819e+03
5.824514e+09	8.121819e+03
5.848361e+09	8.122819e+03
5.872220e+09	8.123819e+03
5.896091e+09	8.124819e+03
5.919975e+09	8.125819e+03
5.943872e+09	8.126819e+03
5.967780e+09	8.127819e+03
5.991701e+09	8.128819e+03
6.015634e+09	8.129819e+03
6.039580e+09	8.130819e+03
6.063538e+09	8.131819e+03
6.087508e+09	8.132819e+03
6.111491e+09	8.133819e+03
6.135486e+09	8.134819e+03
6.159494e+09	8.135819e+03
6.183514e+09	8.136819e+03
6.207546e+09	8.137819e+03
6.231591e+09	8.138819e+03
6.255648e+09	8.139819e+03
