# Graphite EOS from Seager et al. (2007)
# Fitted to 3rd order BME EOS, rho0=2.25 g/cm3, K0 = 33.8 GPa, K'0 = 8.9
# Pressure (Pa)	Density (kg/m^3)
2.0152120485e+10	2.8374187094e+03
2.0202460912e+10	2.8382941471e+03
2.0252872107e+10	2.8391695848e+03
2.0303354115e+10	2.8400450225e+03
2.0353906984e+10	2.8409204602e+03
2.0404530761e+10	2.8417958979e+03
2.0455225493e+10	2.8426713357e+03
2.0505991227e+10	2.8435467734e+03
2.0556828008e+10	2.8444222111e+03
2.0607735885e+10	2.8452976488e+03
2.0658714905e+10	2.8461730865e+03
2.0709765113e+10	2.8470485243e+03
2.0760886557e+10	2.8479239620e+03
2.0812079284e+10	2.8487993997e+03
2.0863343340e+10	2.8496748374e+03
2.0914678773e+10	2.8505502751e+03
2.0966085630e+10	2.8514257129e+03
2.1017563956e+10	2.8523011506e+03
2.1069113800e+10	2.8531765883e+03
2.1120735208e+10	2.8540520260e+03
2.1172428227e+10	2.8549274637e+03
2.1224192904e+10	2.8558029015e+03
2.1276029286e+10	2.8566783392e+03
2.1327937420e+10	2.8575537769e+03
2.1379917352e+10	2.8584292146e+03
2.1431969130e+10	2.8593046523e+03
2.1484092800e+10	2.8601800900e+03
2.1536288411e+10	2.8610555278e+03
2.1588556007e+10	2.8619309655e+03
2.1640895637e+10	2.8628064032e+03
2.1693307347e+10	2.8636818409e+03
2.1745791185e+10	2.8645572786e+03
2.1798347197e+10	2.8654327164e+03
2.1850975430e+10	2.8663081541e+03
2.1903675931e+10	2.8671835918e+03
2.1956448747e+10	2.8680590295e+03
2.2009293926e+10	2.8689344672e+03
2.2062211514e+10	2.8698099050e+03
2.2115201557e+10	2.8706853427e+03
2.2168264104e+10	2.8715607804e+03
2.2221399202e+10	2.8724362181e+03
2.2274606896e+10	2.8733116558e+03
2.2327887234e+10	2.8741870935e+03
2.2381240263e+10	2.8750625313e+03
2.2434666031e+10	2.8759379690e+03
2.2488164584e+10	2.8768134067e+03
2.2541735969e+10	2.8776888444e+03
2.2595380233e+10	2.8785642821e+03
2.2649097423e+10	2.8794397199e+03
2.2702887587e+10	2.8803151576e+03
2.2756750770e+10	2.8811905953e+03
2.2810687022e+10	2.8820660330e+03
2.2864696387e+10	2.8829414707e+03
2.2918778914e+10	2.8838169085e+03
2.2972934650e+10	2.8846923462e+03
2.3027163641e+10	2.8855677839e+03
2.3081465934e+10	2.8864432216e+03
2.3135841578e+10	2.8873186593e+03
2.3190290618e+10	2.8881940970e+03
2.3244813102e+10	2.8890695348e+03
2.3299409076e+10	2.8899449725e+03
2.3354078589e+10	2.8908204102e+03
2.3408821687e+10	2.8916958479e+03
2.3463638417e+10	2.8925712856e+03
2.3518528826e+10	2.8934467234e+03
2.3573492962e+10	2.8943221611e+03
2.3628530871e+10	2.8951975988e+03
2.3683642601e+10	2.8960730365e+03
2.3738828198e+10	2.8969484742e+03
2.3794087710e+10	2.8978239120e+03
2.3849421184e+10	2.8986993497e+03
2.3904828668e+10	2.8995747874e+03
2.3960310207e+10	2.9004502251e+03
2.4015865850e+10	2.9013256628e+03
2.4071495643e+10	2.9022011006e+03
2.4127199634e+10	2.9030765383e+03
2.4182977869e+10	2.9039519760e+03
2.4238830397e+10	2.9048274137e+03
2.4294757263e+10	2.9057028514e+03
2.4350758516e+10	2.9065782891e+03
2.4406834202e+10	2.9074537269e+03
2.4462984369e+10	2.9083291646e+03
2.4519209063e+10	2.9092046023e+03
2.4575508332e+10	2.9100800400e+03
2.4631882224e+10	2.9109554777e+03
2.4688330784e+10	2.9118309155e+03
2.4744854061e+10	2.9127063532e+03
2.4801452102e+10	2.9135817909e+03
2.4858124953e+10	2.9144572286e+03
2.4914872663e+10	2.9153326663e+03
2.4971695278e+10	2.9162081041e+03
2.5028592845e+10	2.9170835418e+03
2.5085565412e+10	2.9179589795e+03
2.5142613026e+10	2.9188344172e+03
2.5199735734e+10	2.9197098549e+03
2.5256933583e+10	2.9205852926e+03
2.5314206621e+10	2.9214607304e+03
2.5371554895e+10	2.9223361681e+03
2.5428978452e+10	2.9232116058e+03
2.5486477339e+10	2.9240870435e+03
2.5544051603e+10	2.9249624812e+03
2.5601701293e+10	2.9258379190e+03
2.5659426454e+10	2.9267133567e+03
2.5717227135e+10	2.9275887944e+03
2.5775103382e+10	2.9284642321e+03
2.5833055243e+10	2.9293396698e+03
2.5891082765e+10	2.9302151076e+03
2.5949185996e+10	2.9310905453e+03
2.6007364982e+10	2.9319659830e+03
2.6065619771e+10	2.9328414207e+03
2.6123950410e+10	2.9337168584e+03
2.6182356947e+10	2.9345922961e+03
2.6240839429e+10	2.9354677339e+03
2.6299397903e+10	2.9363431716e+03
2.6358032416e+10	2.9372186093e+03
2.6416743016e+10	2.9380940470e+03
2.6475529750e+10	2.9389694847e+03
2.6534392665e+10	2.9398449225e+03
2.6593331809e+10	2.9407203602e+03
2.6652347229e+10	2.9415957979e+03
2.6711438972e+10	2.9424712356e+03
2.6770607086e+10	2.9433466733e+03
2.6829851619e+10	2.9442221111e+03
2.6889172616e+10	2.9450975488e+03
2.6948570126e+10	2.9459729865e+03
2.7008044196e+10	2.9468484242e+03
2.7067594874e+10	2.9477238619e+03
2.7127222206e+10	2.9485992996e+03
2.7186926240e+10	2.9494747374e+03
2.7246707024e+10	2.9503501751e+03
2.7306564605e+10	2.9512256128e+03
2.7366499030e+10	2.9521010505e+03
2.7426510346e+10	2.9529764882e+03
2.7486598602e+10	2.9538519260e+03
2.7546763843e+10	2.9547273637e+03
2.7607006119e+10	2.9556028014e+03
2.7667325476e+10	2.9564782391e+03
2.7727721961e+10	2.9573536768e+03
2.7788195622e+10	2.9582291146e+03
2.7848746507e+10	2.9591045523e+03
2.7909374662e+10	2.9599799900e+03
2.7970080136e+10	2.9608554277e+03
2.8030862975e+10	2.9617308654e+03
2.8091723227e+10	2.9626063032e+03
2.8152660940e+10	2.9634817409e+03
2.8213676160e+10	2.9643571786e+03
2.8274768936e+10	2.9652326163e+03
2.8335939315e+10	2.9661080540e+03
2.8397187344e+10	2.9669834917e+03
2.8458513070e+10	2.9678589295e+03
2.8519916542e+10	2.9687343672e+03
2.8581397806e+10	2.9696098049e+03
2.8642956910e+10	2.9704852426e+03
2.8704593901e+10	2.9713606803e+03
2.8766308828e+10	2.9722361181e+03
2.8828101737e+10	2.9731115558e+03
2.8889972675e+10	2.9739869935e+03
2.8951921691e+10	2.9748624312e+03
2.9013948832e+10	2.9757378689e+03
2.9076054146e+10	2.9766133067e+03
2.9138237679e+10	2.9774887444e+03
2.9200499479e+10	2.9783641821e+03
2.9262839594e+10	2.9792396198e+03
2.9325258072e+10	2.9801150575e+03
2.9387754959e+10	2.9809904952e+03
2.9450330304e+10	2.9818659330e+03
2.9512984153e+10	2.9827413707e+03
2.9575716555e+10	2.9836168084e+03
2.9638527557e+10	2.9844922461e+03
2.9701417206e+10	2.9853676838e+03
2.9764385551e+10	2.9862431216e+03
2.9827432637e+10	2.9871185593e+03
2.9890558514e+10	2.9879939970e+03
2.9953763228e+10	2.9888694347e+03
3.0017046827e+10	2.9897448724e+03
3.0080409359e+10	2.9906203102e+03
3.0143850871e+10	2.9914957479e+03
3.0207371411e+10	2.9923711856e+03
3.0270971027e+10	2.9932466233e+03
3.0334649765e+10	2.9941220610e+03
3.0398407674e+10	2.9949974987e+03
3.0462244800e+10	2.9958729365e+03
3.0526161193e+10	2.9967483742e+03
3.0590156898e+10	2.9976238119e+03
3.0654231964e+10	2.9984992496e+03
3.0718386439e+10	2.9993746873e+03
3.0782620370e+10	3.0002501251e+03
3.0846933804e+10	3.0011255628e+03
3.0911326789e+10	3.0020010005e+03
3.0975799374e+10	3.0028764382e+03
3.1040351604e+10	3.0037518759e+03
3.1104983529e+10	3.0046273137e+03
3.1169695195e+10	3.0055027514e+03
3.1234486650e+10	3.0063781891e+03
3.1299357943e+10	3.0072536268e+03
3.1364309120e+10	3.0081290645e+03
3.1429340229e+10	3.0090045023e+03
3.1494451317e+10	3.0098799400e+03
3.1559642433e+10	3.0107553777e+03
3.1624913625e+10	3.0116308154e+03
3.1690264938e+10	3.0125062531e+03
3.1755696423e+10	3.0133816908e+03
3.1821208125e+10	3.0142571286e+03
3.1886800093e+10	3.0151325663e+03
3.1952472374e+10	3.0160080040e+03
3.2018225016e+10	3.0168834417e+03
3.2084058067e+10	3.0177588794e+03
3.2149971575e+10	3.0186343172e+03
3.2215965586e+10	3.0195097549e+03
3.2282040149e+10	3.0203851926e+03
3.2348195311e+10	3.0212606303e+03
3.2414431121e+10	3.0221360680e+03
3.2480747625e+10	3.0230115058e+03
3.2547144872e+10	3.0238869435e+03
3.2613622909e+10	3.0247623812e+03
3.2680181784e+10	3.0256378189e+03
3.2746821545e+10	3.0265132566e+03
3.2813542239e+10	3.0273886943e+03
3.2880343914e+10	3.0282641321e+03
3.2947226617e+10	3.0291395698e+03
3.3014190398e+10	3.0300150075e+03
3.3081235302e+10	3.0308904452e+03
3.3148361378e+10	3.0317658829e+03
3.3215568675e+10	3.0326413207e+03
3.3282857238e+10	3.0335167584e+03
3.3350227117e+10	3.0343921961e+03
3.3417678359e+10	3.0352676338e+03
3.3485211011e+10	3.0361430715e+03
3.3552825122e+10	3.0370185093e+03
3.3620520739e+10	3.0378939470e+03
3.3688297910e+10	3.0387693847e+03
3.3756156683e+10	3.0396448224e+03
3.3824097105e+10	3.0405202601e+03
3.3892119225e+10	3.0413956978e+03
3.3960223090e+10	3.0422711356e+03
3.4028408747e+10	3.0431465733e+03
3.4096676246e+10	3.0440220110e+03
3.4165025632e+10	3.0448974487e+03
3.4233456955e+10	3.0457728864e+03
3.4301970262e+10	3.0466483242e+03
3.4370565601e+10	3.0475237619e+03
3.4439243020e+10	3.0483991996e+03
3.4508002566e+10	3.0492746373e+03
3.4576844287e+10	3.0501500750e+03
3.4645768231e+10	3.0510255128e+03
3.4714774447e+10	3.0519009505e+03
3.4783862981e+10	3.0527763882e+03
3.4853033881e+10	3.0536518259e+03
3.4922287196e+10	3.0545272636e+03
3.4991622974e+10	3.0554027014e+03
3.5061041261e+10	3.0562781391e+03
3.5130542107e+10	3.0571535768e+03
3.5200125558e+10	3.0580290145e+03
3.5269791663e+10	3.0589044522e+03
3.5339540469e+10	3.0597798899e+03
3.5409372025e+10	3.0606553277e+03
3.5479286378e+10	3.0615307654e+03
3.5549283576e+10	3.0624062031e+03
3.5619363667e+10	3.0632816408e+03
3.5689526699e+10	3.0641570785e+03
3.5759772719e+10	3.0650325163e+03
3.5830101776e+10	3.0659079540e+03
3.5900513918e+10	3.0667833917e+03
3.5971009192e+10	3.0676588294e+03
3.6041587647e+10	3.0685342671e+03
3.6112249329e+10	3.0694097049e+03
3.6182994288e+10	3.0702851426e+03
3.6253822571e+10	3.0711605803e+03
3.6324734225e+10	3.0720360180e+03
3.6395729300e+10	3.0729114557e+03
3.6466807842e+10	3.0737868934e+03
3.6537969900e+10	3.0746623312e+03
3.6609215522e+10	3.0755377689e+03
3.6680544755e+10	3.0764132066e+03
3.6751957647e+10	3.0772886443e+03
3.6823454247e+10	3.0781640820e+03
3.6895034602e+10	3.0790395198e+03
3.6966698760e+10	3.0799149575e+03
3.7038446770e+10	3.0807903952e+03
3.7110278679e+10	3.0816658329e+03
3.7182194535e+10	3.0825412706e+03
3.7254194386e+10	3.0834167084e+03
3.7326278280e+10	3.0842921461e+03
3.7398446265e+10	3.0851675838e+03
3.7470698390e+10	3.0860430215e+03
3.7543034701e+10	3.0869184592e+03
3.7615455247e+10	3.0877938969e+03
3.7687960076e+10	3.0886693347e+03
3.7760549236e+10	3.0895447724e+03
3.7833222775e+10	3.0904202101e+03
3.7905980740e+10	3.0912956478e+03
3.7978823181e+10	3.0921710855e+03
3.8051750145e+10	3.0930465233e+03
3.8124761679e+10	3.0939219610e+03
3.8197857832e+10	3.0947973987e+03
3.8271038653e+10	3.0956728364e+03
3.8344304188e+10	3.0965482741e+03
3.8417654486e+10	3.0974237119e+03
3.8491089595e+10	3.0982991496e+03
3.8564609563e+10	3.0991745873e+03
3.8638214439e+10	3.1000500250e+03
3.8711904269e+10	3.1009254627e+03
3.8785679102e+10	3.1018009005e+03
3.8859538987e+10	3.1026763382e+03
3.8933483971e+10	3.1035517759e+03
3.9007514102e+10	3.1044272136e+03
3.9081629428e+10	3.1053026513e+03
3.9155829998e+10	3.1061780890e+03
3.9230115859e+10	3.1070535268e+03
3.9304487059e+10	3.1079289645e+03
3.9378943647e+10	3.1088044022e+03
3.9453485671e+10	3.1096798399e+03
3.9528113178e+10	3.1105552776e+03
3.9602826218e+10	3.1114307154e+03
3.9677624837e+10	3.1123061531e+03
3.9752509084e+10	3.1131815908e+03
3.9827479007e+10	3.1140570285e+03
3.9902534654e+10	3.1149324662e+03
3.9977676073e+10	3.1158079040e+03
4.0052903313e+10	3.1166833417e+03
4.0128216421e+10	3.1175587794e+03
4.0203615446e+10	3.1184342171e+03
4.0279100435e+10	3.1193096548e+03
4.0354671437e+10	3.1201850925e+03
4.0430328500e+10	3.1210605303e+03
4.0506071672e+10	3.1219359680e+03
4.0581901001e+10	3.1228114057e+03
4.0657816536e+10	3.1236868434e+03
4.0733818323e+10	3.1245622811e+03
4.0809906413e+10	3.1254377189e+03
4.0886080852e+10	3.1263131566e+03
4.0962341688e+10	3.1271885943e+03
4.1038688971e+10	3.1280640320e+03
4.1115122748e+10	3.1289394697e+03
4.1191643067e+10	3.1298149075e+03
4.1268249977e+10	3.1306903452e+03
4.1344943525e+10	3.1315657829e+03
4.1421723760e+10	3.1324412206e+03
4.1498590730e+10	3.1333166583e+03
4.1575544483e+10	3.1341920960e+03
4.1652585068e+10	3.1350675338e+03
4.1729712532e+10	3.1359429715e+03
4.1806926923e+10	3.1368184092e+03
4.1884228290e+10	3.1376938469e+03
4.1961616682e+10	3.1385692846e+03
4.2039092145e+10	3.1394447224e+03
4.2116654729e+10	3.1403201601e+03
4.2194304482e+10	3.1411955978e+03
4.2272041452e+10	3.1420710355e+03
4.2349865686e+10	3.1429464732e+03
4.2427777234e+10	3.1438219110e+03
4.2505776144e+10	3.1446973487e+03
4.2583862463e+10	3.1455727864e+03
4.2662036240e+10	3.1464482241e+03
4.2740297523e+10	3.1473236618e+03
4.2818646361e+10	3.1481990995e+03
4.2897082801e+10	3.1490745373e+03
4.2975606892e+10	3.1499499750e+03
4.3054218682e+10	3.1508254127e+03
4.3132918220e+10	3.1517008504e+03
4.3211705553e+10	3.1525762881e+03
4.3290580730e+10	3.1534517259e+03
4.3369543799e+10	3.1543271636e+03
4.3448594809e+10	3.1552026013e+03
4.3527733807e+10	3.1560780390e+03
4.3606960842e+10	3.1569534767e+03
4.3686275963e+10	3.1578289145e+03
4.3765679216e+10	3.1587043522e+03
4.3845170652e+10	3.1595797899e+03
4.3924750318e+10	3.1604552276e+03
4.4004418262e+10	3.1613306653e+03
4.4084174532e+10	3.1622061031e+03
4.4164019178e+10	3.1630815408e+03
4.4243952246e+10	3.1639569785e+03
4.4323973786e+10	3.1648324162e+03
4.4404083846e+10	3.1657078539e+03
4.4484282474e+10	3.1665832916e+03
4.4564569719e+10	3.1674587294e+03
4.4644945628e+10	3.1683341671e+03
4.4725410250e+10	3.1692096048e+03
4.4805963634e+10	3.1700850425e+03
4.4886605827e+10	3.1709604802e+03
4.4967336879e+10	3.1718359180e+03
4.5048156837e+10	3.1727113557e+03
4.5129065749e+10	3.1735867934e+03
4.5210063665e+10	3.1744622311e+03
4.5291150631e+10	3.1753376688e+03
4.5372326698e+10	3.1762131066e+03
4.5453591913e+10	3.1770885443e+03
4.5534946324e+10	3.1779639820e+03
4.5616389980e+10	3.1788394197e+03
4.5697922929e+10	3.1797148574e+03
4.5779545220e+10	3.1805902951e+03
4.5861256900e+10	3.1814657329e+03
4.5943058019e+10	3.1823411706e+03
4.6024948625e+10	3.1832166083e+03
4.6106928765e+10	3.1840920460e+03
4.6188998489e+10	3.1849674837e+03
4.6271157845e+10	3.1858429215e+03
4.6353406880e+10	3.1867183592e+03
4.6435745645e+10	3.1875937969e+03
4.6518174186e+10	3.1884692346e+03
4.6600692553e+10	3.1893446723e+03
4.6683300794e+10	3.1902201101e+03
4.6765998956e+10	3.1910955478e+03
4.6848787090e+10	3.1919709855e+03
4.6931665242e+10	3.1928464232e+03
4.7014633462e+10	3.1937218609e+03
4.7097691797e+10	3.1945972986e+03
4.7180840297e+10	3.1954727364e+03
4.7264079010e+10	3.1963481741e+03
4.7347407983e+10	3.1972236118e+03
4.7430827267e+10	3.1980990495e+03
4.7514336908e+10	3.1989744872e+03
4.7597936956e+10	3.1998499250e+03
4.7681627458e+10	3.2007253627e+03
4.7765408464e+10	3.2016008004e+03
4.7849280022e+10	3.2024762381e+03
4.7933242180e+10	3.2033516758e+03
4.8017294987e+10	3.2042271136e+03
4.8101438491e+10	3.2051025513e+03
4.8185672740e+10	3.2059779890e+03
4.8269997784e+10	3.2068534267e+03
4.8354413670e+10	3.2077288644e+03
4.8438920448e+10	3.2086043022e+03
4.8523518165e+10	3.2094797399e+03
4.8608206870e+10	3.2103551776e+03
4.8692986611e+10	3.2112306153e+03
4.8777857438e+10	3.2121060530e+03
4.8862819398e+10	3.2129814907e+03
4.8947872540e+10	3.2138569285e+03
4.9033016912e+10	3.2147323662e+03
4.9118252564e+10	3.2156078039e+03
4.9203579543e+10	3.2164832416e+03
4.9288997898e+10	3.2173586793e+03
4.9374507678e+10	3.2182341171e+03
4.9460108931e+10	3.2191095548e+03
4.9545801705e+10	3.2199849925e+03
4.9631586050e+10	3.2208604302e+03
4.9717462013e+10	3.2217358679e+03
4.9803429643e+10	3.2226113057e+03
4.9889488989e+10	3.2234867434e+03
4.9975640100e+10	3.2243621811e+03
5.0061883023e+10	3.2252376188e+03
5.0148217807e+10	3.2261130565e+03
5.0234644502e+10	3.2269884942e+03
5.0321163155e+10	3.2278639320e+03
5.0407773815e+10	3.2287393697e+03
5.0494476530e+10	3.2296148074e+03
5.0581271350e+10	3.2304902451e+03
5.0668158322e+10	3.2313656828e+03
5.0755137496e+10	3.2322411206e+03
5.0842208919e+10	3.2331165583e+03
5.0929372641e+10	3.2339919960e+03
5.1016628710e+10	3.2348674337e+03
5.1103977175e+10	3.2357428714e+03
5.1191418084e+10	3.2366183092e+03
5.1278951485e+10	3.2374937469e+03
5.1366577428e+10	3.2383691846e+03
5.1454295961e+10	3.2392446223e+03
5.1542107133e+10	3.2401200600e+03
5.1630010992e+10	3.2409954977e+03
5.1718007586e+10	3.2418709355e+03
5.1806096965e+10	3.2427463732e+03
5.1894279177e+10	3.2436218109e+03
5.1982554271e+10	3.2444972486e+03
5.2070922295e+10	3.2453726863e+03
5.2159383298e+10	3.2462481241e+03
5.2247937328e+10	3.2471235618e+03
5.2336584435e+10	3.2479989995e+03
5.2425324666e+10	3.2488744372e+03
5.2514158071e+10	3.2497498749e+03
5.2603084698e+10	3.2506253127e+03
5.2692104595e+10	3.2515007504e+03
5.2781217812e+10	3.2523761881e+03
5.2870424397e+10	3.2532516258e+03
5.2959724399e+10	3.2541270635e+03
5.3049117866e+10	3.2550025013e+03
5.3138604847e+10	3.2558779390e+03
5.3228185391e+10	3.2567533767e+03
5.3317859546e+10	3.2576288144e+03
5.3407627361e+10	3.2585042521e+03
5.3497488885e+10	3.2593796898e+03
5.3587444166e+10	3.2602551276e+03
5.3677493254e+10	3.2611305653e+03
5.3767636196e+10	3.2620060030e+03
5.3857873041e+10	3.2628814407e+03
5.3948203839e+10	3.2637568784e+03
5.4038628638e+10	3.2646323162e+03
5.4129147486e+10	3.2655077539e+03
5.4219760432e+10	3.2663831916e+03
5.4310467526e+10	3.2672586293e+03
5.4401268815e+10	3.2681340670e+03
5.4492164348e+10	3.2690095048e+03
5.4583154175e+10	3.2698849425e+03
5.4674238343e+10	3.2707603802e+03
5.4765416902e+10	3.2716358179e+03
5.4856689900e+10	3.2725112556e+03
5.4948057386e+10	3.2733866933e+03
5.5039519409e+10	3.2742621311e+03
5.5131076018e+10	3.2751375688e+03
5.5222727260e+10	3.2760130065e+03
5.5314473186e+10	3.2768884442e+03
5.5406313843e+10	3.2777638819e+03
5.5498249281e+10	3.2786393197e+03
5.5590279548e+10	3.2795147574e+03
5.5682404693e+10	3.2803901951e+03
5.5774624765e+10	3.2812656328e+03
5.5866939813e+10	3.2821410705e+03
5.5959349884e+10	3.2830165083e+03
5.6051855029e+10	3.2838919460e+03
5.6144455296e+10	3.2847673837e+03
5.6237150733e+10	3.2856428214e+03
5.6329941389e+10	3.2865182591e+03
5.6422827314e+10	3.2873936968e+03
5.6515808556e+10	3.2882691346e+03
5.6608885163e+10	3.2891445723e+03
5.6702057186e+10	3.2900200100e+03
5.6795324671e+10	3.2908954477e+03
5.6888687669e+10	3.2917708854e+03
5.6982146227e+10	3.2926463232e+03
5.7075700395e+10	3.2935217609e+03
5.7169350222e+10	3.2943971986e+03
5.7263095757e+10	3.2952726363e+03
5.7356937047e+10	3.2961480740e+03
5.7450874143e+10	3.2970235118e+03
5.7544907092e+10	3.2978989495e+03
5.7639035945e+10	3.2987743872e+03
5.7733260748e+10	3.2996498249e+03
5.7827581552e+10	3.3005252626e+03
5.7921998406e+10	3.3014007004e+03
5.8016511357e+10	3.3022761381e+03
5.8111120455e+10	3.3031515758e+03
5.8205825749e+10	3.3040270135e+03
5.8300627288e+10	3.3049024512e+03
5.8395525120e+10	3.3057778889e+03
5.8490519294e+10	3.3066533267e+03
5.8585609860e+10	3.3075287644e+03
5.8680796866e+10	3.3084042021e+03
5.8776080360e+10	3.3092796398e+03
5.8871460392e+10	3.3101550775e+03
5.8966937011e+10	3.3110305153e+03
5.9062510266e+10	3.3119059530e+03
5.9158180205e+10	3.3127813907e+03
5.9253946877e+10	3.3136568284e+03
5.9349810331e+10	3.3145322661e+03
5.9445770617e+10	3.3154077039e+03
5.9541827782e+10	3.3162831416e+03
5.9637981877e+10	3.3171585793e+03
5.9734232949e+10	3.3180340170e+03
5.9830581048e+10	3.3189094547e+03
5.9927026222e+10	3.3197848924e+03
6.0023568521e+10	3.3206603302e+03
6.0120207993e+10	3.3215357679e+03
6.0216944688e+10	3.3224112056e+03
6.0313778654e+10	3.3232866433e+03
6.0410709940e+10	3.3241620810e+03
6.0507738596e+10	3.3250375188e+03
6.0604864669e+10	3.3259129565e+03
6.0702088209e+10	3.3267883942e+03
6.0799409265e+10	3.3276638319e+03
6.0896827886e+10	3.3285392696e+03
6.0994344121e+10	3.3294147074e+03
6.1091958019e+10	3.3302901451e+03
6.1189669628e+10	3.3311655828e+03
6.1287478998e+10	3.3320410205e+03
6.1385386178e+10	3.3329164582e+03
6.1483391216e+10	3.3337918959e+03
6.1581494162e+10	3.3346673337e+03
6.1679695064e+10	3.3355427714e+03
6.1777993972e+10	3.3364182091e+03
6.1876390934e+10	3.3372936468e+03
6.1974886000e+10	3.3381690845e+03
6.2073479218e+10	3.3390445223e+03
6.2172170637e+10	3.3399199600e+03
6.2270960307e+10	3.3407953977e+03
6.2369848276e+10	3.3416708354e+03
6.2468834594e+10	3.3425462731e+03
6.2567919308e+10	3.3434217109e+03
6.2667102470e+10	3.3442971486e+03
6.2766384126e+10	3.3451725863e+03
6.2865764327e+10	3.3460480240e+03
6.2965243122e+10	3.3469234617e+03
6.3064820559e+10	3.3477988994e+03
6.3164496687e+10	3.3486743372e+03
6.3264271555e+10	3.3495497749e+03
6.3364145213e+10	3.3504252126e+03
6.3464117710e+10	3.3513006503e+03
6.3564189094e+10	3.3521760880e+03
6.3664359415e+10	3.3530515258e+03
6.3764628721e+10	3.3539269635e+03
6.3864997062e+10	3.3548024012e+03
6.3965464486e+10	3.3556778389e+03
6.4066031043e+10	3.3565532766e+03
6.4166696782e+10	3.3574287144e+03
6.4267461752e+10	3.3583041521e+03
6.4368326002e+10	3.3591795898e+03
6.4469289580e+10	3.3600550275e+03
6.4570352536e+10	3.3609304652e+03
6.4671514920e+10	3.3618059030e+03
6.4772776780e+10	3.3626813407e+03
6.4874138164e+10	3.3635567784e+03
6.4975599123e+10	3.3644322161e+03
6.5077159706e+10	3.3653076538e+03
6.5178819961e+10	3.3661830915e+03
6.5280579937e+10	3.3670585293e+03
6.5382439684e+10	3.3679339670e+03
6.5484399250e+10	3.3688094047e+03
6.5586458686e+10	3.3696848424e+03
6.5688618039e+10	3.3705602801e+03
6.5790877359e+10	3.3714357179e+03
6.5893236695e+10	3.3723111556e+03
6.5995696097e+10	3.3731865933e+03
6.6098255612e+10	3.3740620310e+03
6.6200915291e+10	3.3749374687e+03
6.6303675183e+10	3.3758129065e+03
6.6406535336e+10	3.3766883442e+03
6.6509495800e+10	3.3775637819e+03
6.6612556624e+10	3.3784392196e+03
6.6715717857e+10	3.3793146573e+03
6.6818979548e+10	3.3801900950e+03
6.6922341746e+10	3.3810655328e+03
6.7025804501e+10	3.3819409705e+03
6.7129367861e+10	3.3828164082e+03
6.7233031876e+10	3.3836918459e+03
6.7336796595e+10	3.3845672836e+03
6.7440662067e+10	3.3854427214e+03
6.7544628340e+10	3.3863181591e+03
6.7648695466e+10	3.3871935968e+03
6.7752863491e+10	3.3880690345e+03
6.7857132467e+10	3.3889444722e+03
6.7961502441e+10	3.3898199100e+03
6.8065973463e+10	3.3906953477e+03
6.8170545582e+10	3.3915707854e+03
6.8275218848e+10	3.3924462231e+03
6.8379993309e+10	3.3933216608e+03
6.8484869015e+10	3.3941970985e+03
6.8589846014e+10	3.3950725363e+03
6.8694924357e+10	3.3959479740e+03
6.8800104092e+10	3.3968234117e+03
6.8905385268e+10	3.3976988494e+03
6.9010767935e+10	3.3985742871e+03
6.9116252142e+10	3.3994497249e+03
6.9221837938e+10	3.4003251626e+03
6.9327525372e+10	3.4012006003e+03
6.9433314493e+10	3.4020760380e+03
6.9539205352e+10	3.4029514757e+03
6.9645197996e+10	3.4038269135e+03
6.9751292475e+10	3.4047023512e+03
6.9857488839e+10	3.4055777889e+03
6.9963787136e+10	3.4064532266e+03
7.0070187416e+10	3.4073286643e+03
7.0176689728e+10	3.4082041021e+03
7.0283294121e+10	3.4090795398e+03
7.0390000645e+10	3.4099549775e+03
7.0496809349e+10	3.4108304152e+03
7.0603720281e+10	3.4117058529e+03
7.0710733492e+10	3.4125812906e+03
7.0817849030e+10	3.4134567284e+03
7.0925066945e+10	3.4143321661e+03
7.1032387286e+10	3.4152076038e+03
7.1139810102e+10	3.4160830415e+03
7.1247335443e+10	3.4169584792e+03
7.1354963358e+10	3.4178339170e+03
7.1462693896e+10	3.4187093547e+03
7.1570527106e+10	3.4195847924e+03
7.1678463037e+10	3.4204602301e+03
7.1786501740e+10	3.4213356678e+03
7.1894643262e+10	3.4222111056e+03
7.2002887655e+10	3.4230865433e+03
7.2111234966e+10	3.4239619810e+03
7.2219685245e+10	3.4248374187e+03
7.2328238541e+10	3.4257128564e+03
7.2436894904e+10	3.4265882941e+03
7.2545654383e+10	3.4274637319e+03
7.2654517027e+10	3.4283391696e+03
7.2763482886e+10	3.4292146073e+03
7.2872552008e+10	3.4300900450e+03
7.2981724444e+10	3.4309654827e+03
7.3091000243e+10	3.4318409205e+03
7.3200379453e+10	3.4327163582e+03
7.3309862124e+10	3.4335917959e+03
7.3419448306e+10	3.4344672336e+03
7.3529138047e+10	3.4353426713e+03
7.3638931398e+10	3.4362181091e+03
7.3748828407e+10	3.4370935468e+03
7.3858829124e+10	3.4379689845e+03
7.3968933598e+10	3.4388444222e+03
7.4079141879e+10	3.4397198599e+03
7.4189454015e+10	3.4405952976e+03
7.4299870057e+10	3.4414707354e+03
7.4410390053e+10	3.4423461731e+03
7.4521014053e+10	3.4432216108e+03
7.4631742106e+10	3.4440970485e+03
7.4742574262e+10	3.4449724862e+03
